,단어명,사회 빈도수
4534,경인선,3
4535,순천,3
4536,구례,3
4537,새치기,3
4538,밀회,3
4539,투수,3
4540,주부,3
4541,반달가슴곰,3
4542,후루룩,3
4543,졸업식,3
4544,포렌식,3
4545,하숙,3
4546,제이,3
4547,예측,3
4548,미르,3
4549,조지,3
4550,교향악단,3
4551,이규진,3
4552,애니메이션,3
4553,소포,3
4554,화단,3
4555,트라우마,3
4556,상수도,3
4557,시간표,3
4558,초속,3
4559,상상력,3
4560,치과,3
4561,충북대,3
4562,돌담,3
4563,베스트,3
4564,일감,3
4565,철렁,3
4566,화포,3
4567,이석태,3
4568,장어,3
4569,난사,3
4570,사용자,3
4571,박정훈,3
4572,수풀,3
4573,프로젝트,3
4574,시진핑,3
4575,옥수수,3
4576,변명,3
4577,마드,3
4578,벌벌,3
4579,당장,3
4580,패배,3
4581,대작,3
4582,과목,3
4583,경우,3
4584,정보원,3
4585,청문회,3
4586,매도,3
4587,신상털이,3
4588,이기,3
4589,김동수,3
4590,마흔,3
4591,욕심,3
4592,진정,3
4593,냉면집,3
4594,화곡동,3
4595,영사관,3
4596,독립운동,3
4597,체조,3
4598,예견,3
4599,개학,3
4600,진범,3
4601,폭격,3
4602,학습,3
4603,이행,3
4604,말씀,3
4605,류샤오보,3
4606,가뭄,3
4607,총괄,3
4608,지기,3
4609,보령,3
4610,매체,3
4611,습도,3
4612,조의,3
4613,임정,3
4614,교서,3
4615,모래,3
4616,승합차,3
4617,내외,3
4618,배경,3
4619,김희중,3
4620,나향,3
4621,구의동,3
4622,시점,3
4623,면직,3
4624,스페인,3
4625,창의,3
4626,아이스크림,3
4627,여유,3
4628,최용석,3
4629,수돗물,3
4630,현판,3
4631,남성혐오,3
4632,공채,3
4633,파격,3
4634,이만수,3
4635,김사랑,3
4636,연주,3
4637,천재,3
4638,레드,3
4639,고혈압약,3
4640,증여세,3
4641,빙자,3
4642,사연,3
4643,누락,3
4644,신변,3
4645,물놀이,3
4646,중지,3
4647,이부,3
4648,여전,3
4649,존중,3
4650,막내아들,3
4651,시한,3
4652,왕진,3
4653,특채,3
4654,라벨,3
4655,테마,3
4656,파크,3
4657,회부,3
4658,이산가족,3
4659,육박,3
4660,허구,3
4661,지목,3
4662,국민권익위,3
4663,수학,3
4664,오르다,3
4665,이동원,3
4666,바둑,3
4667,대우,3
4668,심해,3
4669,집무실,3
4670,실리콘밸리,3
4671,커피점,3
4672,껑충,3
4673,법외,3
4674,은마,3
4675,조연,3
4676,남양주시,3
4677,송구,3
4678,선행,3
4679,가격,3
4680,성별,3
4681,미혼,3
4682,스톱,3
4683,꼼수,3
4684,한쪽,3
4685,종이컵,3
4686,고철,3
4687,에이스,3
4688,송영,3
4689,이태원,3
4690,위생,3
4691,밭일,3
4692,맨유,3
4693,저지,3
4694,만족,3
4695,피하,3
4696,보건소,3
4697,겨눈,3
4698,타결,3
4699,사진작가,3
4700,채동욱,3
4701,연예,3
4702,구단,3
4703,종찬,3
4704,보위,3
4705,홈피,3
4706,먹통,3
4707,김민희,3
4708,나체사진,3
4709,동아시아,3
4710,열매,3
4711,물품,3
4712,무엇,3
4713,직속,3
4714,제재,3
4715,의결,3
4716,욕조,3
4717,세브란스,3
4718,동지,3
4719,완전범죄,3
4720,복날,3
4721,격전,3
4722,박삼구,3
4723,수요,3
4724,피습,3
4725,조절,3
4726,남혐,3
4727,난항,3
4728,안성,3
4729,시상식,3
4730,물증,3
4731,비행,3
4732,구비,3
4733,여름철,3
4734,성체,3
4735,손바닥,3
4736,운전사,3
4737,만족도,3
4738,여주,3
4739,건배,3
4740,동화,3
4741,평년,3
4742,개고기,3
4743,월성,3
4744,속옷,3
4745,이미지,3
4746,토로,3
4747,벼락,3
4748,성당,3
4749,박치기,3
4750,미용실,3
4751,김석,3
4752,카지노,3
4753,세븐일레븐,3
4754,거론,3
4755,일주,3
4756,조각,3
4757,김은정,3
4758,웨딩,3
4759,장마전선,3
4760,치안본부,3
4761,홈쇼핑,3
4762,아이스팩,3
4763,별거,3
4764,단거리,3
4765,성남시장,3
4766,당뇨,3
4767,조울증,3
4768,소년원,3
4769,구심,3
4770,깜빡,3
4771,연방,3
4772,연구소장,3
4773,차단,3
4774,고령화,3
4775,호통,3
4776,기한,3
4777,하룻밤,3
4778,축구선수,3
4779,기성용,3
4780,구형량,3
4781,사범,3
4782,사투리,3
4783,암매장,3
4784,할복,3
4785,케미칼,3
4786,신입,3
4787,외조,3
4788,지하철역,3
4789,통신,3
4790,요건,3
4791,응원단,3
4792,군수,3
4793,아령,3
4794,명부,3
4795,장바구니,3
4796,핑퐁,3
4797,선별,3
4798,보행자,3
4799,장수,3
4800,보미,3
4801,두렁,3
4802,완충,3
4803,결단,3
4804,금회,3
4805,빅데이터,3
4806,원래,3
4807,국무총리,3
4808,도자기,3
4809,당사자,3
4810,청구권,3
4811,예비군,3
4812,재료,3
4813,굴비,3
4814,큰일,3
4815,노무현,3
4816,고용노동부,3
4817,통일교,3
4818,요양원,3
4819,입구,3
4820,당첨,3
4821,중대,3
4822,투숙,3
4823,마전,3
4824,며느리,3
4825,전주,3
4826,나꼼수,3
4827,김대호,3
4828,김영호,3
4829,김소희,3
4830,수뢰,3
4831,해외여행,3
4832,베팅,3
4833,정렬,3
4834,심장마비,3
4835,체육회,3
4836,신입생,3
4837,낮술,3
4838,피폭,3
4839,날벼락,3
4840,박상범,3
4841,척추,3
4842,성역,3
4843,고발장,3
4844,예술가,3
4845,구속적부심,3
4846,정치인,3
4847,경력,3
4848,여성가족부,3
4849,성균관대,3
4850,이영하,3
4851,가주,3
4852,정보사,3
4853,충주,3
4854,장손,3
4855,관리원,3
4856,지식,3
4857,리더십,3
4858,컴버,3
4859,링크,3
4860,도곡동,3
4861,변양균,3
4862,액션,3
4863,실무,3
4864,한계,3
4865,영남대,3
4866,식칼,3
4867,악의,3
4868,집필,3
4869,산업부,3
4870,임우재,3
4871,의상,3
4872,몰수,3
4873,전우,3
4874,역사상,3
4875,조스,3
4876,무한도전,3
4877,노년,3
4878,배득,3
4879,되풀이,3
4880,계정,3
4881,배터리,3
4882,폐교,3
4883,얌체,3
4884,굳이,3
4885,화재현장,3
4886,자궁,3
4887,쓰레기통,3
4888,선수촌,3
4889,가로막,3
4890,넷플릭스,3
4891,탈영,3
4892,정장,3
4893,안위,3
4894,오인,3
4895,용변,3
4896,궤도,3
4897,봄철,3
4898,지상,3
4899,대리모,3
4900,근절,3
4901,안봉,3
4902,주판,3
4903,박근령,3
4904,금탑,3
4905,경기장,3
4906,무덤,3
4907,비탄,3
4908,해설위원,3
4909,관훈,3
4910,김여정,3
4911,강성,3
4912,이영자,3
4913,세척,3
4914,식물성,3
4915,초록,3
4916,말라가,3
4917,어학,3
4918,러시아,3
4919,선비,3
4920,강만수,3
4921,야권,3
4922,올인,3
4923,숭숭,3
4924,하정우,3
4925,오리,3
4926,연습,3
4927,양주,3
4928,트랙,3
4929,어버이날,3
4930,국립공원,3
4931,물이,3
4932,어린이날,3
4933,발등,3
4934,참모총장,3
4935,우당,3
4936,무작정,3
4937,밀실,3
4938,범법,3
4939,초여름,3
4940,철광,3
4941,연평도,3
4942,느릅나무,3
4943,켤레,3
4944,아이디,3
4945,부녀회,3
4946,고등,3
4947,부시,3
4948,동대문,3
4949,안방,3
4950,면역,3
4951,유황,3
4952,추출,3
4953,젠더,3
4954,배양,3
4955,혼선,3
4956,실검,3
4957,봄비,3
4958,발전소,3
4959,부작용,3
4960,협약,3
4961,양치기,3
4962,정시,3
4963,비실,3
4964,최은희,3
4965,에어부산,3
4966,사이비,3
4967,차지,3
4968,옥사,3
4969,젊음,3
4970,콜라겐,3
4971,옆구리,3
4972,벚꽃,3
4973,이종수,3
4974,음해,3
4975,울음,3
4976,일로,3
4977,졸라,3
4978,고국,3
4979,임자,3
4980,도깨비,3
4981,세균,3
4982,강규,3
4983,두둔,3
4984,렉싱턴,3
4985,측정,3
4986,바흐,3
4987,스위스,3
4988,부제,3
4989,좌초,3
4990,농구,3
4991,이장석,3
4992,김상균,3
4993,이현주,3
4994,경민,3
4995,감기,3
4996,김밥,3
4997,리허설,3
4998,초음파,3
4999,승강기,3
5000,코엔자임,3
5001,수임,3
5002,김혜선,3
5003,무역,3
5004,김태훈,3
5005,의성,3
5006,좌천,3
5007,스노보드,3
5008,만사,3
5009,형통,3
5010,경희대,3
5011,환대,3
5012,스피드스케이팅,3
5013,신동주,3
5014,한민,3
5015,빙판,3
5016,함유,3
5017,경동맥,3
5018,노소영,3
5019,발화점,3
5020,방이,3
5021,가습기,3
5022,살균제,3
5023,신년,3
5024,블루,3
5025,철상,3
5026,미성,3
5027,결박,3
5028,검색어,3
5029,미스터피자,3
5030,꽁꽁,3
5031,추자도,3
5032,자의,2
5033,미사일,2
5034,학비,2
5035,깔창,2
5036,한라,2
5037,연구자,2
5038,최규성,2
5039,감당,2
5040,고갈,2
5041,대량,2
5042,방통위,2
5043,총학생회,2
5044,웹하드,2
5045,카르텔,2
5046,칭송,2
5047,일리,2
5048,경호처,2
5049,모드,2
5050,징수,2
5051,포위,2
5052,국군포로,2
5053,효율,2
5054,올림픽대로,2
5055,가카,2
5056,루게릭,2
5057,인조,2
5058,빈집,2
5059,계산,2
5060,주휴수당,2
5061,년도,2
5062,대학교,2
5063,종로구,2
5064,임대주택,2
5065,강동구,2
5066,전원책,2
5067,러브,2
5068,경매,2
5069,지학,2
5070,생물,2
5071,정신의학,2
5072,불성,2
5073,쇼핑몰,2
5074,위험성,2
5075,설계자,2
5076,이우일,2
5077,수협,2
5078,벌집,2
5079,몸짱,2
5080,나야,2
5081,증설,2
5082,이투스,2
5083,반찬,2
5084,인심,2
5085,팀킴,2
5086,공립,2
5087,지부,2
5088,방송광고,2
5089,박중훈,2
5090,알박기,2
5091,서천,2
5092,제국,2
5093,게재,2
5094,남궁연,2
5095,의리,2
5096,이학,2
5097,인면수,2
5098,전과자,2
5099,취소소송,2
5100,사칭,2
5101,홍석천,2
5102,화웨이,2
5103,따귀,2
5104,오픈,2
5105,안면,2
5106,유급,2
5107,관료,2
5108,피로,2
5109,보라,2
5110,그루밍,2
5111,번호판,2
5112,복용,2
5113,바다로,2
5114,술김,2
5115,스카이,2
5116,패션디자이너,2
5117,김수영,2
5118,루니,2
5119,사령탑,2
5120,김수현,2
5121,납부,2
5122,이태,2
5123,심리전,2
5124,이해찬,2
5125,만류,2
5126,이창민,2
5127,굴복,2
5128,영산강,2
5129,거치,2
5130,중구,2
5131,유차,2
5132,국군,2
5133,생사,2
5134,이라크,2
5135,원수,2
5136,초비상,2
5137,채소,2
5138,억울,2
5139,개탄,2
5140,도끼,2
5141,대승,2
5142,잡음,2
5143,억류,2
5144,산기,2
5145,김형룡,2
5146,만날,2
5147,미끼,2
5148,김천시,2
5149,점주,2
5150,공시생,2
5151,육체노동,2
5152,물고기,2
5153,특집,2
5154,무치,2
5155,법령,2
5156,제정,2
5157,남서쪽,2
5158,룸살롱,2
5159,모함,2
5160,앤젤리나,2
5161,소란,2
5162,초우,2
5163,강옥,2
5164,뽑기,2
5165,태국인,2
5166,불법체류,2
5167,청해부대,2
5168,성조기,2
5169,상속,2
5170,대문,2
5171,역주행,2
5172,업적,2
5173,공룡,2
5174,폐암,2
5175,지다,2
5176,예비신부,2
5177,전시,2
5178,종일,2
5179,안부,2
5180,지침,2
5181,뭐길,2
5182,정신대,2
5183,일본도,2
5184,석궁,2
5185,정보화,2
5186,입찰,2
5187,동물학대,2
5188,허정무,2
5189,농아인,2
5190,거취,2
5191,정재용,2
5192,무단이탈,2
5193,다행,2
5194,한식,2
5195,판매량,2
5196,소방청,2
5197,현행범,2
5198,구매,2
5199,도덕,2
5200,지장,2
5201,용칼,2
5202,마니아,2
5203,문성근,2
5204,포도,2
5205,편성,2
5206,지은,2
5207,늦둥이,2
5208,미셸,2
5209,자서전,2
5210,기장,2
5211,김동건,2
5212,문인,2
5213,도쿄,2
5214,감수성,2
5215,무죄판결,2
5216,빗물,2
5217,이정현,2
5218,주가,2
5219,행태,2
5220,발렌시아,2
5221,윤동주,2
5222,이상열,2
5223,근정훈장,2
5224,수훈,2
5225,예술인,2
5226,가산,2
5227,직권남용죄,2
5228,해직,2
5229,패딩,2
5230,이방,2
5231,은총,2
5232,무궁화호,2
5233,앙심,2
5234,기념품,2
5235,효력,2
5236,배상금,2
5237,압류,2
5238,상복,2
5239,솔로,2
5240,병실,2
5241,활짝,2
5242,지방행정,2
5243,민심,2
5244,수다,2
5245,신재생에너지,2
5246,한전,2
5247,최은영,2
5248,재단법인,2
5249,헬멧,2
5250,구석,2
5251,후원자,2
5252,실효,2
5253,가중,2
5254,콘텐츠,2
5255,형수,2
5256,국화,2
5257,마산,2
5258,아리,2
5259,전자책,2
5260,조선닷컴,2
5261,라이브,2
5262,새옹지마,2
5263,수고,2
5264,구타,2
5265,혼수상태,2
5266,이촌역,2
5267,타깃,2
5268,살수차,2
5269,서점,2
5270,심경,2
5271,지망,2
5272,노약,2
5273,초동수사,2
5274,피트니스,2
5275,첫사랑,2
5276,툭툭,2
5277,명가,2
5278,풍수,2
5279,컵밥,2
5280,이영애,2
5281,거듭,2
5282,불지,2
5283,일본군,2
5284,히트,2
5285,사하,2
5286,합참,2
5287,시청자,2
5288,제목,2
5289,외임,2
5290,조류,2
5291,리조트,2
5292,악몽,2
5293,캡틴,2
5294,입감,2
5295,라이트,2
5296,유대성,2
5297,부당이득,2
5298,파타야,2
5299,별도,2
5300,판가름,2
5301,성경제,2
5302,국문학,2
5303,소수,2
5304,이호진,2
5305,성남시,2
5306,개도국,2
5307,경악,2
5308,일부러,2
5309,세자매,2
5310,번식,2
5311,백범,2
5312,만델라,2
5313,음악회,2
5314,최유정,2
5315,탄압,2
5316,분만,2
5317,퇴치,2
5318,이창호,2
5319,술자리,2
5320,참배,2
5321,지열발전소,2
5322,항변,2
5323,호화,2
5324,정유미,2
5325,분담,2
5326,평판,2
5327,사도,2
5328,자숙,2
5329,베네통,2
5330,건축물,2
5331,술술,2
5332,겁박,2
5333,장도,2
5334,부품,2
5335,고속버스,2
5336,김현중,2
5337,팟캐스트,2
5338,문신,2
5339,과시,2
5340,저희,2
5341,로서,2
5342,김현철,2
5343,구경,2
5344,유물,2
5345,민속,2
5346,축구팀,2
5347,중구청,2
5348,해지,2
5349,거푸집,2
5350,조두순,2
5351,흉악,2
5352,재발,2
5353,출구,2
5354,가속,2
5355,페달,2
5356,분수령,2
5357,한평생,2
5358,지킴,2
5359,도씨,2
5360,한국말,2
5361,처남,2
5362,다문화,2
5363,매독,2
5364,증장,2
5365,한장,2
5366,과기대,2
5367,마동석,2
5368,계부,2
5369,강등,2
5370,우즈베크,2
5371,부지,2
5372,택지,2
5373,기생,2
5374,문단,2
5375,취향,2
5376,김치,2
5377,외환위기,2
5378,상한,2
5379,홈런,2
5380,인빌,2
5381,앨런,2
5382,주방,2
5383,우릴,2
5384,가성,2
5385,돕기,2
5386,보이밴드,2
5387,배트,2
5388,볼턴,2
5389,방북,2
5390,신상털기,2
5391,화난,2
5392,감서,2
5393,주심,2
5394,발레,2
5395,로남불,2
5396,여러가지,2
5397,북극곰,2
5398,횟수,2
5399,항만,2
5400,퇴직금,2
5401,이발사,2
5402,전방,2
5403,공습,2
5404,중사,2
5405,종속,2
5406,덕철,2
5407,프레임,2
5408,나와라,2
5409,장동건,2
5410,정지용,2
5411,가야금,2
5412,금관,2
5413,금수,2
5414,보드게임,2
5415,카시트,2
5416,재향군인회,2
5417,아르바이트생,2
5418,풍자,2
5419,느낌,2
5420,산행,2
5421,막바지,2
5422,습관,2
5423,고객정보,2
5424,남하,2
5425,예술상,2
5426,이순재,2
5427,난로,2
5428,연평,2
5429,수퍼맨,2
5430,오메,2
5431,갯벌,2
5432,이석기,2
5433,쾌청,2
5434,임실,2
5435,추도,2
5436,현지,2
5437,제작사,2
5438,글자,2
5439,김용우,2
5440,최불암,2
5441,경무관,2
5442,층간소음,2
5443,발사,2
5444,소라넷,2
5445,홍영표,2
5446,한국어,2
5447,개설,2
5448,달걀,2
5449,통학,2
5450,매수,2
5451,용품,2
5452,종사,2
5453,항상,2
5454,산악,2
5455,서밋,2
5456,부진,2
5457,성지,2
5458,끼니,2
5459,착취,2
5460,육사,2
5461,안치,2
5462,연습생,2
5463,남쪽,2
5464,구체,2
5465,역행,2
5466,코리안,2
5467,젝스키스,2
5468,최고점,2
5469,교내,2
5470,동력,2
5471,숲길,2
5472,불균형,2
5473,형상,2
5474,스파이,2
5475,이어진,2
5476,아픔,2
5477,소개팅,2
5478,권오현,2
5479,호세,2
5480,녹색,2
5481,복권,2
5482,언어,2
5483,백두산호랑이,2
5484,여론조사,2
5485,법치,2
5486,망언,2
5487,세종대왕,2
5488,온기,2
5489,이외수,2
5490,응수,2
5491,시베리아,2
5492,호랑이,2
5493,그리스,2
5494,아산,2
5495,메시,2
5496,외솔,2
5497,오세훈,2
5498,롤러코스터,2
5499,개보,2
5500,공략,2
5501,피켓,2
5502,질의,2
5503,전가,2
5504,에버랜드,2
5505,풍선,2
5506,정상화,2
5507,살인자,2
5508,이유정,2
5509,첫서리,2
5510,통학로,2
5511,최정,2
5512,다큐멘터리,2
5513,김범수,2
5514,초범,2
5515,형아,2
5516,업종,2
5517,물량,2
5518,황우석,2
5519,기재,2
5520,동승,2
5521,팬티,2
5522,불쾌감,2
5523,폭스뉴스,2
5524,오기,2
5525,루이뷔통,2
5526,더페이스샵,2
5527,피어,2
5528,웰다잉,2
5529,축구장,2
5530,마곡,2
5531,다이어트,2
5532,크게,2
5533,센서,2
5534,허둥지둥,2
5535,왕국,2
5536,이슈,2
5537,불씨,2
5538,거미,2
5539,공직,2
5540,권씨,2
5541,지주,2
5542,과실치사,2
5543,혼동,2
5544,관도,2
5545,요인,2
5546,불산,2
5547,약식,2
5548,사실혼,2
5549,연주자,2
5550,보훈처,2
5551,에리,2
5552,외고,2
5553,김인,2
5554,김신혜,2
5555,코스트코,2
5556,보문산,2
5557,병력,2
5558,은평,2
5559,한문,2
5560,아마존,2
5561,고단,2
5562,로맨스,2
5563,프리미엄,2
5564,욱일기,2
5565,풀꽃,2
5566,마카롱,2
5567,대고,2
5568,주례,2
5569,땜질,2
5570,페루,2
5571,숙제,2
5572,지출,2
5573,예고편,2
5574,현기환,2
5575,사시,2
5576,북진,2
5577,거물,2
5578,전편,2
5579,서열,2
5580,국가주석,2
5581,금리,2
5582,가까이,2
5583,공론,2
5584,강경,2
5585,퍼뜨려,2
5586,유성기업,2
5587,음성군,2
5588,산후,2
5589,우울,2
5590,쩌렁쩌렁,2
5591,도봉산,2
5592,기본권,2
5593,독립운동가,2
5594,서훈,2
5595,잔소리,2
5596,완치,2
5597,괘씸죄,2
5598,걸작,2
5599,일생,2
5600,지끈,2
5601,주교,2
5602,렌즈,2
5603,헌화,2
5604,송시열,2
5605,금속노조,2
5606,도시철도,2
5607,관할,2
5608,소년법,2
5609,왕년,2
5610,일진,2
5611,순방,2
5612,북선,2
5613,고기압,2
5614,하트,2
5615,사전구속영장,2
5616,김삼,2
5617,공연장,2
5618,김성진,2
5619,리걸,2
5620,판도,2
5621,성사,2
5622,베테,2
5623,다국적,2
5624,장기간,2
5625,소형,2
5626,베를린,2
5627,홍채,2
5628,시즌,2
5629,공제,2
5630,계명,2
5631,경청,2
5632,수주,2
5633,날개,2
5634,법안,2
5635,발의,2
5636,공자,2
5637,아시,2
5638,덤프트럭,2
5639,식기,2
5640,설상가상,2
5641,사면초가,2
5642,교단,2
5643,텍사스,2
5644,장학생,2
5645,사기죄,2
5646,검역,2
5647,비중,2
5648,경사,2
5649,마침내,2
5650,김상조,2
5651,최신,2
5652,아이폰,2
5653,행세,2
5654,청명,2
5655,스타일,2
5656,황철,2
5657,마크로,2
5658,생선,2
5659,술병,2
5660,고령자,2
5661,토리,2
5662,장난감,2
5663,로타리,2
5664,전기요금,2
5665,생활고,2
5666,육지,2
5667,시흥,2
5668,수목원,2
5669,강원영동,2
