,사설단어
5217,"('처럼', 1)"
5218,"('잉', 1)"
5219,"('보르', 1)"
5220,"('바흐', 1)"
5221,"('포도주', 1)"
5222,"('더치페이', 1)"
5223,"('천제', 1)"
5224,"('뒷모습', 1)"
5225,"('르', 1)"
5226,"('전임', 1)"
5227,"('연수', 1)"
5228,"('남방', 1)"
5229,"('세로', 1)"
5230,"('낯선', 1)"
5231,"('합승', 1)"
5232,"('격투', 1)"
5233,"('인연', 1)"
5234,"('취미', 1)"
5235,"('나제', 1)"
5236,"('물증', 1)"
5237,"('송산', 1)"
5238,"('허리띠', 1)"
5239,"('한복', 1)"
5240,"('대중화', 1)"
5241,"('참새', 1)"
5242,"('맞이', 1)"
5243,"('여가부', 1)"
5244,"('강군몽', 1)"
5245,"('재기', 1)"
5246,"('볼링장', 1)"
5247,"('흰개미', 1)"
5248,"('위로', 1)"
5249,"('신전', 1)"
5250,"('속죄', 1)"
5251,"('문과', 1)"
5252,"('이십사절기', 1)"
5253,"('음력', 1)"
5254,"('양력', 1)"
5255,"('공연장', 1)"
5256,"('충남지사', 1)"
5257,"('수행', 1)"
5258,"('비서', 1)"
5259,"('성폭행', 1)"
5260,"('명운', 1)"
5261,"('설상가상', 1)"
5262,"('음란', 1)"
5263,"('업', 1)"
5264,"('소가', 1)"
5265,"('전인대', 1)"
5266,"('입학식', 1)"
5267,"('모양', 1)"
5268,"('파랑새', 1)"
5269,"('외상', 1)"
5270,"('장애', 1)"
5271,"('무방비', 1)"
5272,"('새봄', 1)"
5273,"('여지', 1)"
5274,"('샘터', 1)"
5275,"('중대', 1)"
5276,"('노쇼', 1)"
5277,"('보르도', 1)"
5278,"('국어사전', 1)"
5279,"('개정판', 1)"
5280,"('고독', 1)"
5281,"('터널', 1)"
5282,"('수험생', 1)"
5283,"('약초', 1)"
5284,"('국무부', 1)"
5285,"('아날로그', 1)"
5286,"('조희연', 1)"
5287,"('억', 1)"
5288,"('사망자', 1)"
5289,"('출생', 1)"
5290,"('핵폭탄', 1)"
5291,"('초가삼간', 1)"
5292,"('야행', 1)"
5293,"('조창', 1)"
5294,"('후세', 1)"
5295,"('일전', 1)"
5296,"('독립선언', 1)"
5297,"('탄광', 1)"
5298,"('카나리아', 1)"
5299,"('케테', 1)"
5300,"('콜비츠', 1)"
5301,"('이월', 1)"
5302,"('삼월', 1)"
5303,"('가끔', 1)"
5304,"('숨', 1)"
5305,"('송영', 1)"
5306,"('하니', 1)"
5307,"('최소한', 1)"
5308,"('기구', 1)"
5309,"('난립', 1)"
5310,"('목하', 1)"
5311,"('체임벌린', 1)"
5312,"('행동', 1)"
5313,"('경험', 1)"
5314,"('중국군', 1)"
5315,"('유사시', 1)"
5316,"('쏜다', 1)"
5317,"('졸업식', 1)"
5318,"('가마', 1)"
5319,"('조', 1)"
5320,"('엄금', 1)"
5321,"('남학생', 1)"
5322,"('꽃다발', 1)"
5323,"('여고생', 1)"
5324,"('풍기', 1)"
5325,"('퇴학', 1)"
5326,"('일수', 1)"
5327,"('구현', 1)"
5328,"('성폭력', 1)"
5329,"('황당', 1)"
5330,"('세뇌', 1)"
5331,"('차민규', 1)"
5332,"('김장수', 1)"
5333,"('야누스', 1)"
5334,"('다양성', 1)"
5335,"('선진국', 1)"
5336,"('획득', 1)"
5337,"('이장', 1)"
5338,"('중요', 1)"
5339,"('측은', 1)"
5340,"('용의', 1)"
5341,"('국빈', 1)"
5342,"('평화로', 1)"
5343,"('은메달', 1)"
5344,"('안동', 1)"
5345,"('고택', 1)"
5346,"('노르웨이', 1)"
5347,"('종합', 1)"
5348,"('여정', 1)"
5349,"('남매', 1)"
5350,"('상금', 1)"
5351,"('트로피', 1)"
5352,"('아카데미', 1)"
5353,"('갑산', 1)"
5354,"('탈핵', 1)"
5355,"('미소', 1)"
5356,"('마더', 1)"
5357,"('테레사', 1)"
5358,"('동하', 1)"
5359,"('고도', 1)"
5360,"('추문', 1)"
5361,"('문인', 1)"
5362,"('도태', 1)"
5363,"('오태석', 1)"
5364,"('막상막하', 1)"
5365,"('김기덕', 1)"
5366,"('비주류', 1)"
5367,"('모독', 1)"
5368,"('능멸', 1)"
5369,"('텐', 1)"
5370,"('판박이', 1)"
5371,"('성실', 1)"
5372,"('장인', 1)"
5373,"('원흉', 1)"
5374,"('끝판', 1)"
5375,"('폐막식', 1)"
5376,"('테이블', 1)"
5377,"('박찬', 1)"
5378,"('동맹국', 1)"
5379,"('타임머신', 1)"
5380,"('앨리스', 1)"
5381,"('루스벨트', 1)"
5382,"('로맨스', 1)"
5383,"('불륜', 1)"
5384,"('명상', 1)"
5385,"('미녀', 1)"
5386,"('군단', 1)"
5387,"('청마', 1)"
5388,"('유치환', 1)"
5389,"('연애편지', 1)"
5390,"('정정당당', 1)"
5391,"('기하학', 1)"
5392,"('부수', 1)"
5393,"('항공관제', 1)"
5394,"('형편', 1)"
5395,"('어가', 1)"
5396,"('요', 1)"
5397,"('기득권', 1)"
5398,"('순복음교회', 1)"
5399,"('조계사', 1)"
5400,"('빈틈', 1)"
5401,"('싸이', 1)"
5402,"('기존', 1)"
5403,"('저변', 1)"
5404,"('쇄도', 1)"
5405,"('다방', 1)"
5406,"('피신', 1)"
5407,"('소피아', 1)"
5408,"('하수', 1)"
5409,"('퍼즐', 1)"
5410,"('외래어', 1)"
5411,"('달빛', 1)"
5412,"('우여곡절', 1)"
5413,"('바야돌리드', 1)"
5414,"('욕망', 1)"
5415,"('핸드백', 1)"
5416,"('남한', 1)"
5417,"('엉덩이', 1)"
5418,"('닭고기', 1)"
5419,"('스케이트', 1)"
5420,"('부담', 1)"
5421,"('몰염치', 1)"
5422,"('도면', 1)"
5423,"('관세', 1)"
5424,"('우방', 1)"
5425,"('타깃', 1)"
5426,"('이유나', 1)"
5427,"('사정', 1)"
5428,"('타협', 1)"
5429,"('윤성빈', 1)"
5430,"('도처', 1)"
5431,"('호주', 1)"
5432,"('창틀', 1)"
5433,"('월훈', 1)"
5434,"('성취', 1)"
5435,"('정작', 1)"
5436,"('형평', 1)"
5437,"('대원군', 1)"
5438,"('못난이', 1)"
5439,"('은진미륵', 1)"
5440,"('이육사', 1)"
5441,"('비취', 1)"
5442,"('인장', 1)"
5443,"('예', 1)"
5444,"('심판', 1)"
5445,"('탄일', 1)"
5446,"('안골', 1)"
5447,"('시즌', 1)"
5448,"('태극', 1)"
5449,"('서양', 1)"
5450,"('동문회', 1)"
5451,"('재창', 1)"
5452,"('위챗', 1)"
5453,"('아이디어', 1)"
5454,"('실행', 1)"
5455,"('답신', 1)"
5456,"('쇠', 1)"
5457,"('작태', 1)"
5458,"('방앗간', 1)"
5459,"('정육점', 1)"
5460,"('베니스', 1)"
5461,"('정수', 1)"
5462,"('먹거리', 1)"
5463,"('로컬', 1)"
5464,"('무대', 1)"
5465,"('키스트', 1)"
5466,"('식별', 1)"
5467,"('국립극장', 1)"
5468,"('바가지', 1)"
5469,"('밸런타인데이', 1)"
5470,"('빙상', 1)"
5471,"('사할린', 1)"
5472,"('자치', 1)"
5473,"('대적', 1)"
5474,"('신중', 1)"
5475,"('교섭', 1)"
5476,"('중인', 1)"
5477,"('윈도', 1)"
5478,"('오영식', 1)"
5479,"('이인제', 1)"
5480,"('이철', 1)"
5481,"('구들', 1)"
5482,"('응원단', 1)"
5483,"('기념품', 1)"
5484,"('콘셉트', 1)"
5485,"('인천공항', 1)"
5486,"('보통', 1)"
5487,"('빠르기', 1)"
5488,"('경쟁력', 1)"
5489,"('초반', 1)"
5490,"('이건희', 1)"
5491,"('두려움', 1)"
5492,"('리셉션', 1)"
5493,"('김영남', 1)"
5494,"('미슐랭', 1)"
5495,"('차려', 1)"
5496,"('경쟁자', 1)"
5497,"('임춘택', 1)"
5498,"('서지현', 1)"
5499,"('악수', 1)"
5500,"('무관심', 1)"
5501,"('특혜', 1)"
5502,"('걸핏하면', 1)"
5503,"('무료', 1)"
5504,"('화천', 1)"
5505,"('얼음', 1)"
5506,"('교외선', 1)"
5507,"('강릉', 1)"
5508,"('만찬', 1)"
5509,"('석궁', 1)"
5510,"('과세', 1)"
5511,"('일파', 1)"
5512,"('확장', 1)"
5513,"('판교', 1)"
5514,"('밸리', 1)"
5515,"('패', 1)"
5516,"('녀', 1)"
5517,"('왕', 1)"
5518,"('아르', 1)"
5519,"('튀르', 1)"
5520,"('랭보', 1)"
5521,"('의족', 1)"
5522,"('모과', 1)"
5523,"('동력', 1)"
5524,"('인용', 1)"
5525,"('비번', 1)"
5526,"('방남', 1)"
5527,"('색', 1)"
5528,"('보국', 1)"
5529,"('제시', 1)"
5530,"('매뉴얼', 1)"
5531,"('파프리카', 1)"
5532,"('딸기', 1)"
5533,"('총사', 1)"
5534,"('할랄', 1)"
5535,"('자꾸', 1)"
5536,"('발자국', 1)"
5537,"('잔칫집', 1)"
5538,"('이재용', 1)"
5539,"('범죄자', 1)"
5540,"('청소', 1)"
5541,"('수세미', 1)"
5542,"('물컵', 1)"
5543,"('특급', 1)"
5544,"('만경봉', 1)"
5545,"('배우자', 1)"
5546,"('성격', 1)"
5547,"('배회', 1)"
5548,"('사이비', 1)"
5549,"('주술', 1)"
5550,"('오케이', 1)"
5551,"('애시', 1)"
5552,"('다프네', 1)"
5553,"('임시정부', 1)"
5554,"('이동녕', 1)"
5555,"('추모식', 1)"
5556,"('수질오염', 1)"
5557,"('낚시', 1)"
5558,"('납추', 1)"
5559,"('육로', 1)"
5560,"('만경봉호', 1)"
5561,"('세브란스', 1)"
5562,"('전파', 1)"
5563,"('교조주의', 1)"
5564,"('권인숙', 1)"
5565,"('채찍', 1)"
5566,"('자음', 1)"
5567,"('클라인', 1)"
5568,"('소강', 1)"
5569,"('진출', 1)"
5570,"('제압', 1)"
5571,"('한판', 1)"
5572,"('나본', 1)"
5573,"('경제학자', 1)"
5574,"('본색', 1)"
5575,"('깃털', 1)"
5576,"('과식', 1)"
5577,"('스티븐', 1)"
5578,"('밀러', 1)"
5579,"('구체화', 1)"
5580,"('목발', 1)"
5581,"('다보스', 1)"
5582,"('포럼', 1)"
5583,"('청총', 1)"
5584,"('솔선', 1)"
5585,"('구실', 1)"
5586,"('덕유산', 1)"
5587,"('상고대', 1)"
5588,"('지하', 1)"
5589,"('주차장', 1)"
5590,"('내정자', 1)"
5591,"('군인', 1)"
5592,"('피학증', 1)"
5593,"('학증', 1)"
5594,"('도그마', 1)"
5595,"('영역', 1)"
5596,"('호주오픈', 1)"
5597,"('김관식', 1)"
5598,"('월요일', 1)"
5599,"('느낌', 1)"
5600,"('전문점', 1)"
5601,"('복무', 1)"
5602,"('딩동댕', 1)"
5603,"('스키', 1)"
5604,"('선수단', 1)"
5605,"('요리', 1)"
5606,"('강간', 1)"
5607,"('워크숍', 1)"
5608,"('손발', 1)"
5609,"('보류', 1)"
5610,"('신안', 1)"
5611,"('노다지', 1)"
5612,"('장쩌민', 1)"
5613,"('군부', 1)"
5614,"('무기체계', 1)"
5615,"('자웅', 1)"
5616,"('손질', 1)"
5617,"('정철', 1)"
5618,"('버선', 1)"
5619,"('여력', 1)"
5620,"('신청서', 1)"
5621,"('당적', 1)"
5622,"('신드롬', 1)"
5623,"('고국', 1)"
5624,"('사마리아', 1)"
5625,"('월식', 1)"
5626,"('폐허', 1)"
5627,"('루브르', 1)"
5628,"('유명무실', 1)"
5629,"('효행', 1)"
5630,"('김지영', 1)"
5631,"('정쟁', 1)"
5632,"('거래소', 1)"
5633,"('취약', 1)"
5634,"('발바닥', 1)"
5635,"('맨해튼', 1)"
5636,"('백', 1)"
5637,"('노멀', 1)"
5638,"('외할머니', 1)"
5639,"('별세', 1)"
5640,"('존엄사', 1)"
5641,"('징기스칸', 1)"
5642,"('마상', 1)"
5643,"('추', 1)"
5644,"('의결', 1)"
5645,"('공소장', 1)"
5646,"('평면', 1)"
5647,"('동향', 1)"
5648,"('막장', 1)"
5649,"('심정은', 1)"
5650,"('아', 1)"
5651,"('체인', 1)"
5652,"('유효', 1)"
5653,"('김연아', 1)"
5654,"('이영표', 1)"
5655,"('벨', 1)"
5656,"('구원', 1)"
5657,"('손길', 1)"
5658,"('베리아', 1)"
5659,"('패스트푸드', 1)"
5660,"('흥', 1)"
5661,"('비속어', 1)"
5662,"('힘자랑', 1)"
5663,"('자본가', 1)"
5664,"('숱', 1)"
5665,"('특성', 1)"
5666,"('답답', 1)"
5667,"('모나', 1)"
5668,"('썰매', 1)"
5669,"('자매', 1)"
5670,"('분리수거', 1)"
5671,"('후뚱', 1)"
5672,"('왕도', 1)"
5673,"('납치', 1)"
5674,"('헌재', 1)"
5675,"('도장', 1)"
5676,"('꾹', 1)"
5677,"('민원', 1)"
5678,"('해결사', 1)"
5679,"('어제', 1)"
5680,"('불무', 1)"
5681,"('포커', 1)"
5682,"('후반기', 1)"
5683,"('마식령스키장', 1)"
5684,"('생방송', 1)"
5685,"('실비', 1)"
5686,"('라스', 1)"
5687,"('가스', 1)"
5688,"('오븐', 1)"
5689,"('직선제', 1)"
5690,"('존폐', 1)"
5691,"('갈수록', 1)"
5692,"('연말정산', 1)"
5693,"('공제', 1)"
5694,"('번개', 1)"
5695,"('생색', 1)"
5696,"('가능', 1)"
5697,"('케', 1)"
5698,"('손상', 1)"
5699,"('소각', 1)"
5700,"('추종', 1)"
5701,"('조코비치', 1)"
5702,"('듯이', 1)"
5703,"('하루하루', 1)"
5704,"('합격자', 1)"
5705,"('언론사', 1)"
5706,"('문의', 1)"
5707,"('아드님', 1)"
5708,"('나치', 1)"
5709,"('처형', 1)"
5710,"('형평성', 1)"
5711,"('배신자', 1)"
5712,"('모리', 1)"
5713,"('연주', 1)"
5714,"('현악기', 1)"
5715,"('튤립', 1)"
5716,"('해프닝', 1)"
5717,"('업적', 1)"
5718,"('장면', 1)"
5719,"('아이스하키팀', 1)"
5720,"('처지', 1)"
5721,"('말실수', 1)"
5722,"('공법', 1)"
5723,"('정반대', 1)"
5724,"('빗속', 1)"
5725,"('전시', 1)"
5726,"('뱁새', 1)"
5727,"('새끼', 1)"
5728,"('공천', 1)"
5729,"('서대문형무소', 1)"
5730,"('마네킹', 1)"
5731,"('찬물', 1)"
5732,"('열정', 1)"
5733,"('냉정', 1)"
5734,"('성수동', 1)"
5735,"('앤독', 1)"
5736,"('주자학', 1)"
5737,"('미륵불', 1)"
5738,"('명칭', 1)"
5739,"('형', 1)"
5740,"('큰일', 1)"
5741,"('비엔날레', 1)"
5742,"('반응', 1)"
5743,"('잠수함', 1)"
5744,"('박대', 1)"
5745,"('금기', 1)"
5746,"('정면', 1)"
5747,"('위정척사파', 1)"
5748,"('외로움', 1)"
5749,"('불교', 1)"
5750,"('선사', 1)"
5751,"('유모차', 1)"
5752,"('포대기', 1)"
5753,"('수모', 1)"
5754,"('깨', 1)"
5755,"('래서야', 1)"
5756,"('가기', 1)"
5757,"('만원', 1)"
5758,"('어민', 1)"
5759,"('목포', 1)"
5760,"('만화', 1)"
5761,"('스키장', 1)"
5762,"('조총련', 1)"
5763,"('복수', 1)"
5764,"('설움', 1)"
5765,"('쌍미', 1)"
5766,"('양상', 1)"
5767,"('장래희망', 1)"
5768,"('겸손', 1)"
5769,"('응', 1)"
5770,"('해산물', 1)"
5771,"('단칼', 1)"
5772,"('싹둑', 1)"
5773,"('석류', 1)"
5774,"('대구', 1)"
5775,"('천상병', 1)"
5776,"('유고', 1)"
5777,"('산행', 1)"
5778,"('유아', 1)"
5779,"('갈팡질팡', 1)"
5780,"('수수료', 1)"
5781,"('악단', 1)"
5782,"('삼지연', 1)"
5783,"('관현악단', 1)"
5784,"('낳을', 1)"
5785,"('정통부', 1)"
5786,"('가나다순', 1)"
5787,"('연두', 1)"
5788,"('순시', 1)"
5789,"('브리핑', 1)"
5790,"('합숙', 1)"
5791,"('겨울잠', 1)"
5792,"('리커창', 1)"
5793,"('누벼', 1)"
5794,"('자국', 1)"
5795,"('소아', 1)"
5796,"('투석', 1)"
5797,"('프레지던트', 1)"
5798,"('자작나무', 1)"
5799,"('뒤끝', 1)"
5800,"('왕조', 1)"
5801,"('온통', 1)"
5802,"('화제', 1)"
5803,"('폭락', 1)"
5804,"('무협', 1)"
5805,"('욕조', 1)"
5806,"('리다', 1)"
5807,"('고통', 1)"
5808,"('한자', 1)"
5809,"('요양원', 1)"
5810,"('답변', 1)"
5811,"('절연', 1)"
5812,"('하와이', 1)"
5813,"('경보', 1)"
5814,"('환호', 1)"
5815,"('스르', 1)"
5816,"('무역수지', 1)"
5817,"('황병서', 1)"
5818,"('강아지', 1)"
5819,"('너와집', 1)"
5820,"('채', 1)"
5821,"('라면', 1)"
5822,"('뻐꾸기', 1)"
5823,"('신생아', 1)"
5824,"('감염', 1)"
5825,"('대리', 1)"
5826,"('수술', 1)"
5827,"('데이', 1)"
5828,"('구덩이', 1)"
5829,"('심플', 1)"
5830,"('관여', 1)"
5831,"('뒤집힌', 1)"
5832,"('바게뜨', 1)"
5833,"('드뇌브', 1)"
5834,"('김자연', 1)"
5835,"('패션', 1)"
5836,"('라이프', 1)"
5837,"('계좌', 1)"
5838,"('조회', 1)"
5839,"('고등어', 1)"
5840,"('알레르기', 1)"
5841,"('선호', 1)"
5842,"('수포', 1)"
5843,"('수주', 1)"
5844,"('거저', 1)"
5845,"('경포', 1)"
5846,"('뢰', 1)"
5847,"('아이유', 1)"
5848,"('꽃갈피', 1)"
5849,"('고흐', 1)"
5850,"('농부', 1)"
5851,"('위안', 1)"
5852,"('알바생', 1)"
5853,"('평지풍파', 1)"
5854,"('감격', 1)"
5855,"('맞벌이', 1)"
5856,"('사병', 1)"
5857,"('소라', 1)"
5858,"('토끼', 1)"
5859,"('보충', 1)"
5860,"('수류탄', 1)"
5861,"('익사', 1)"
5862,"('조양동', 1)"
5863,"('도약', 1)"
5864,"('공격기', 1)"
5865,"('자주포', 1)"
5866,"('견인', 1)"
5867,"('제품', 1)"
5868,"('방과후', 1)"
5869,"('정원사', 1)"
5870,"('파기', 1)"
5871,"('김상곤', 1)"
5872,"('토장', 1)"
5873,"('신년', 1)"
5874,"('교례회', 1)"
5875,"('성적표', 1)"
5876,"('버블', 1)"
5877,"('세븐', 1)"
5878,"('덕목', 1)"
5879,"('속마음', 1)"
5880,"('직통', 1)"
5881,"('선화공주', 1)"
5882,"('줄줄', 1)"
5883,"('당국', 1)"
5884,"('무력', 1)"
5885,"('연초', 1)"
5886,"('수술실', 1)"
5887,"('위태롭다', 1)"
5888,"('메카', 1)"
5889,"('아부다비', 1)"
5890,"('노병', 1)"
5891,"('답방', 1)"
5892,"('추구', 1)"
5893,"('한국말', 1)"
5894,"('착시', 1)"
5895,"('고유', 1)"
5896,"('피하', 1)"
5897,"('려면', 1)"
5898,"('비관', 1)"
5899,"('개회', 1)"
5900,"('세무', 1)"
5901,"('탯줄', 1)"
5902,"('바구니', 1)"
5903,"('외교관', 1)"
5904,"('오토바이', 1)"
5905,"('호봉', 1)"
5906,"('진은숙', 1)"
5907,"('자모', 1)"
5908,"('대해', 1)"
5909,"('헨리', 1)"
5910,"('데이비드', 1)"
5911,"('소로', 1)"
5912,"('숲속', 1)"
5913,"('월든', 1)"
5914,"('인구', 1)"
5915,"('채널', 1)"
5916,"('복구', 1)"
5917,"('현충사', 1)"
5918,"('지렛대', 1)"
5919,"('소방', 1)"
5920,"('주차', 1)"
5921,"('미스', 1)"
5922,"('수영복', 1)"
5923,"('상관', 1)"
5924,"('첫날', 1)"
5925,"('징표', 1)"
5926,"('계림로', 1)"
5927,"('보검', 1)"
5928,"('보은', 1)"
5929,"('구심', 1)"
5930,"('균열', 1)"
5931,"('노리', 1)"
5932,"('금붕어', 1)"
5933,"('어항', 1)"
5934,"('축지', 1)"
5935,"('안개구름', 1)"
5936,"('태양', 1)"
5937,"('포자', 1)"
5938,"('자녀', 1)"
5939,"('둥이', 1)"
5940,"('콜', 1)"
5941,"('작심삼일', 1)"
5942,"('강하', 1)"
5943,"('재계', 1)"
5944,"('견마최', 1)"
5945,"('역사철학', 1)"
5946,"('불빛', 1)"
5947,"('설화', 1)"
5948,"('영물', 1)"
5949,"('백호', 1)"
5950,"('반달곰', 1)"
5951,"('인동', 1)"
5952,"('뉴딜', 1)"
5953,"('주간조선', 1)"
5954,"('경호원', 1)"
5955,"('우발', 1)"
5956,"('훌쩍', 1)"
5957,"('풍력', 1)"
5958,"('밀', 1)"
5959,"('개성', 1)"
5960,"('공단', 1)"
5961,"('시비', 1)"
5962,"('방송통신', 1)"
5963,"('일흔', 1)"
5964,"('프랑스혁명', 1)"
5965,"('생', 1)"
5966,"('강박증', 1)"
5967,"('쇼통', 1)"
