,사설단어
2167,"('양성', 2)"
2168,"('부하', 2)"
2169,"('의존', 2)"
2170,"('파워', 2)"
2171,"('휴식', 2)"
2172,"('장소', 2)"
2173,"('소유', 2)"
2174,"('고음', 2)"
2175,"('예외', 2)"
2176,"('증후군', 2)"
2177,"('업주', 2)"
2178,"('사표', 2)"
2179,"('주머니', 2)"
2180,"('고립', 2)"
2181,"('인터뷰', 2)"
2182,"('감히', 2)"
2183,"('고비', 2)"
2184,"('내각', 2)"
2185,"('맨', 2)"
2186,"('헬기', 2)"
2187,"('사흘', 2)"
2188,"('메', 2)"
2189,"('여인', 2)"
2190,"('무게', 2)"
2191,"('파행', 2)"
2192,"('초', 2)"
2193,"('안경', 2)"
2194,"('제철', 2)"
2195,"('이행', 2)"
2196,"('쇼크', 2)"
2197,"('성추행', 2)"
2198,"('후계', 2)"
2199,"('늑대', 2)"
2200,"('동산', 2)"
2201,"('문희상', 2)"
2202,"('고급', 2)"
2203,"('질', 2)"
2204,"('초래', 2)"
2205,"('케어', 2)"
2206,"('불복종', 2)"
2207,"('카트', 2)"
2208,"('테슬라', 2)"
2209,"('신임', 2)"
2210,"('약', 2)"
2211,"('화웨이', 2)"
2212,"('양보', 2)"
2213,"('인민재판', 2)"
2214,"('글씨', 2)"
2215,"('건강', 2)"
2216,"('식품', 2)"
2217,"('유통', 2)"
2218,"('벙어리', 2)"
2219,"('찬반', 2)"
2220,"('합동', 2)"
2221,"('동굴', 2)"
2222,"('번의', 2)"
2223,"('고객', 2)"
2224,"('정신질환', 2)"
2225,"('주시', 2)"
2226,"('남성', 2)"
2227,"('동포', 2)"
2228,"('인도주의', 2)"
2229,"('제외', 2)"
2230,"('금도', 2)"
2231,"('구멍', 2)"
2232,"('집행', 2)"
2233,"('피자', 2)"
2234,"('태평양', 2)"
2235,"('외부', 2)"
2236,"('대체복무', 2)"
2237,"('현역', 2)"
2238,"('신호등', 2)"
2239,"('본부장', 2)"
2240,"('심사', 2)"
2241,"('안갯속', 2)"
2242,"('대결', 2)"
2243,"('기내식', 2)"
2244,"('항공', 2)"
2245,"('골목', 2)"
2246,"('동료', 2)"
2247,"('투성이', 2)"
2248,"('위장', 2)"
2249,"('정글', 2)"
2250,"('전용', 2)"
2251,"('자처', 2)"
2252,"('공영', 2)"
2253,"('해설', 2)"
2254,"('주역', 2)"
2255,"('퇴직', 2)"
2256,"('재능', 2)"
2257,"('봉사활동', 2)"
2258,"('경제특구', 2)"
2259,"('화', 2)"
2260,"('유예', 2)"
2261,"('주류', 2)"
2262,"('재생', 2)"
2263,"('분야', 2)"
2264,"('지방정부', 2)"
2265,"('애국심', 2)"
2266,"('발탁', 2)"
2267,"('탁현민', 2)"
2268,"('영혼', 2)"
2269,"('노골', 2)"
2270,"('뒷문', 2)"
2271,"('통합', 2)"
2272,"('끈', 2)"
2273,"('버핏', 2)"
2274,"('활동', 2)"
2275,"('거론', 2)"
2276,"('악성', 2)"
2277,"('래퍼', 2)"
2278,"('윤동주', 2)"
2279,"('백석', 2)"
2280,"('시집', 2)"
2281,"('동남권', 2)"
2282,"('사안', 2)"
2283,"('민', 2)"
2284,"('컵', 2)"
2285,"('어르신', 2)"
2286,"('허수아비', 2)"
2287,"('명암', 2)"
2288,"('교통사고', 2)"
2289,"('티스', 2)"
2290,"('민변', 2)"
2291,"('먹기', 2)"
2292,"('기부', 2)"
2293,"('상인', 2)"
2294,"('꽁초', 2)"
2295,"('밀실', 2)"
2296,"('근로자', 2)"
2297,"('고생', 2)"
2298,"('김치', 2)"
2299,"('곡', 2)"
2300,"('판정', 2)"
2301,"('검경', 2)"
2302,"('홍', 2)"
2303,"('영림', 2)"
2304,"('갑질', 2)"
2305,"('강요죄', 2)"
2306,"('모자', 2)"
2307,"('대표팀', 2)"
2308,"('배달', 2)"
2309,"('주일', 2)"
2310,"('어선', 2)"
2311,"('쇄신', 2)"
2312,"('지식인', 2)"
2313,"('참가', 2)"
2314,"('예측', 2)"
2315,"('휴지', 2)"
2316,"('품', 2)"
2317,"('독수리', 2)"
2318,"('계약', 2)"
2319,"('후원', 2)"
2320,"('행복감', 2)"
2321,"('쥐', 2)"
2322,"('붙이', 2)"
2323,"('행렬', 2)"
2324,"('매각', 2)"
2325,"('변기', 2)"
2326,"('풍선', 2)"
2327,"('농락', 2)"
2328,"('리얼리티', 2)"
2329,"('본능', 2)"
2330,"('표준', 2)"
2331,"('대우조선', 2)"
2332,"('건너', 2)"
2333,"('풍요', 2)"
2334,"('노', 2)"
2335,"('이건', 2)"
2336,"('통한', 2)"
2337,"('등산', 2)"
2338,"('성', 2)"
2339,"('온전', 2)"
2340,"('다해', 2)"
2341,"('대충', 2)"
2342,"('스', 2)"
2343,"('질서', 2)"
2344,"('명함', 2)"
2345,"('야생화', 2)"
2346,"('충', 2)"
2347,"('입맞춤', 2)"
2348,"('마나', 2)"
2349,"('법원', 2)"
2350,"('신뢰', 2)"
2351,"('외모', 2)"
2352,"('기계', 2)"
2353,"('괴물', 2)"
2354,"('물이', 2)"
2355,"('잠', 2)"
2356,"('내지', 2)"
2357,"('김일성', 2)"
2358,"('옥상', 2)"
2359,"('택배', 2)"
2360,"('노하우', 2)"
2361,"('평균', 2)"
2362,"('지배', 2)"
2363,"('나물', 2)"
2364,"('바퀴벌레', 2)"
2365,"('건축', 2)"
2366,"('트집', 2)"
2367,"('고발', 2)"
2368,"('고향', 2)"
2369,"('감수', 2)"
2370,"('완성', 2)"
2371,"('폭파', 2)"
2372,"('파키스탄', 2)"
2373,"('성조기', 2)"
2374,"('구도', 2)"
2375,"('가격', 2)"
2376,"('횡단보도', 2)"
2377,"('해경', 2)"
2378,"('분배', 2)"
2379,"('불평등', 2)"
2380,"('근육', 2)"
2381,"('전통', 2)"
2382,"('구본무', 2)"
2383,"('화약고', 2)"
2384,"('역효과', 2)"
2385,"('구한', 2)"
2386,"('점점', 2)"
2387,"('번영', 2)"
2388,"('교감', 2)"
2389,"('실시', 2)"
2390,"('송인', 2)"
2391,"('숨기', 2)"
2392,"('직무', 2)"
2393,"('유기', 2)"
2394,"('전술', 2)"
2395,"('절벽', 2)"
2396,"('우릴', 2)"
2397,"('볼', 2)"
2398,"('관련', 2)"
2399,"('사전', 2)"
2400,"('균형', 2)"
2401,"('증', 2)"
2402,"('대학생', 2)"
2403,"('불안', 2)"
2404,"('납북자', 2)"
2405,"('달기', 2)"
2406,"('현재', 2)"
2407,"('꼴불견', 2)"
2408,"('인터넷', 2)"
2409,"('지급', 2)"
2410,"('마하', 2)"
2411,"('티르', 2)"
2412,"('봄볕', 2)"
2413,"('짐승', 2)"
2414,"('겁', 2)"
2415,"('경의', 2)"
2416,"('택', 2)"
2417,"('분양', 2)"
2418,"('푸드', 2)"
2419,"('잡고', 2)"
2420,"('일괄', 2)"
2421,"('결혼식', 2)"
2422,"('카뮈', 2)"
2423,"('규명', 2)"
2424,"('문득', 2)"
2425,"('주석', 2)"
2426,"('누굴', 2)"
2427,"('독재자', 2)"
2428,"('증발', 2)"
2429,"('천명', 2)"
2430,"('예찬', 2)"
2431,"('우주인', 2)"
2432,"('먹튀', 2)"
2433,"('완료', 2)"
2434,"('혀', 2)"
2435,"('감상', 2)"
2436,"('포항', 2)"
2437,"('파이프', 2)"
2438,"('무관', 2)"
2439,"('문정인', 2)"
2440,"('몸짓', 2)"
2441,"('적법', 2)"
2442,"('패권', 2)"
2443,"('시기', 2)"
2444,"('동결', 2)"
2445,"('간편', 2)"
2446,"('심의', 2)"
2447,"('김영진', 2)"
2448,"('우리나라', 2)"
2449,"('놀이', 2)"
2450,"('다운', 2)"
2451,"('지표', 2)"
2452,"('중소', 2)"
2453,"('회생', 2)"
2454,"('돈벌이', 2)"
2455,"('남북정상회담', 2)"
2456,"('카다피', 2)"
2457,"('수백', 2)"
2458,"('열쇠', 2)"
2459,"('작업', 2)"
2460,"('최선', 2)"
2461,"('환율', 2)"
2462,"('벚꽃', 2)"
2463,"('부인', 2)"
2464,"('선고', 2)"
2465,"('연행', 2)"
2466,"('지정', 2)"
2467,"('오만', 2)"
2468,"('엉터리', 2)"
2469,"('장성', 2)"
2470,"('임무', 2)"
2471,"('체력', 2)"
2472,"('위성', 2)"
2473,"('비닐', 2)"
2474,"('독대', 2)"
2475,"('김형석', 2)"
2476,"('이명박', 2)"
2477,"('허리', 2)"
2478,"('감각', 2)"
2479,"('하란', 2)"
2480,"('동안', 2)"
2481,"('공', 2)"
2482,"('최대한', 2)"
2483,"('리', 2)"
2484,"('여수', 2)"
2485,"('앞바다', 2)"
2486,"('무궁화', 2)"
2487,"('서열', 2)"
2488,"('안철수', 2)"
2489,"('장치', 2)"
2490,"('항모', 2)"
2491,"('악', 2)"
2492,"('영웅', 2)"
2493,"('장애인', 2)"
2494,"('보고서', 2)"
2495,"('번진', 2)"
2496,"('고개', 2)"
2497,"('시중', 2)"
2498,"('매화', 2)"
2499,"('현충원', 2)"
2500,"('봄', 2)"
2501,"('방침', 2)"
2502,"('영광', 2)"
2503,"('피고인', 2)"
2504,"('소행', 2)"
2505,"('중임', 2)"
2506,"('호킹', 2)"
2507,"('정답', 2)"
2508,"('변형', 2)"
2509,"('해빙', 2)"
2510,"('사죄', 2)"
2511,"('하필', 2)"
2512,"('시점', 2)"
2513,"('유용원', 2)"
2514,"('너희', 2)"
2515,"('원철', 2)"
2516,"('편도', 2)"
2517,"('네', 2)"
2518,"('내야', 2)"
2519,"('돌파구', 2)"
2520,"('동화', 2)"
2521,"('장려', 2)"
2522,"('우물가', 2)"
2523,"('숭늉', 2)"
2524,"('긴장', 2)"
2525,"('드', 2)"
2526,"('양국', 2)"
2527,"('역량', 2)"
2528,"('강화', 2)"
2529,"('밸', 2)"
2530,"('재정', 2)"
2531,"('땀', 2)"
2532,"('강요', 2)"
2533,"('대답', 2)"
2534,"('룰', 2)"
2535,"('패럴림픽', 2)"
2536,"('주의보', 2)"
2537,"('대통령제', 2)"
2538,"('이사장', 2)"
2539,"('실체', 2)"
2540,"('반', 2)"
2541,"('결핍', 2)"
2542,"('틸러슨', 2)"
2543,"('병사', 2)"
2544,"('농산물', 2)"
2545,"('유턴', 2)"
2546,"('심장', 2)"
2547,"('대우', 2)"
2548,"('환대', 2)"
2549,"('차르', 2)"
2550,"('평등', 2)"
2551,"('외출', 2)"
2552,"('외박', 2)"
2553,"('위수', 2)"
2554,"('기초', 2)"
2555,"('인질', 2)"
2556,"('원', 2)"
2557,"('환영', 2)"
2558,"('수능', 2)"
2559,"('퇴폐', 2)"
2560,"('소방관', 2)"
2561,"('중매', 2)"
2562,"('안해', 2)"
2563,"('감동', 2)"
2564,"('전북', 2)"
2565,"('지혜', 2)"
2566,"('식물', 2)"
2567,"('문갑식', 2)"
2568,"('타고', 2)"
2569,"('현판', 2)"
2570,"('청춘', 2)"
2571,"('노동신문', 2)"
2572,"('베끼기', 2)"
2573,"('스페인', 2)"
2574,"('코피', 2)"
2575,"('명절', 2)"
2576,"('설날', 2)"
2577,"('오누이', 2)"
2578,"('남침', 2)"
2579,"('제의', 2)"
2580,"('성희롱', 2)"
2581,"('정비', 2)"
2582,"('좌우', 2)"
2583,"('개막', 2)"
2584,"('고속도로', 2)"
2585,"('주주', 2)"
2586,"('웃', 2)"
2587,"('모', 2)"
2588,"('마식령', 2)"
2589,"('니데', 2)"
2590,"('모드', 2)"
2591,"('제천', 2)"
2592,"('전날', 2)"
2593,"('형사', 2)"
2594,"('불똥', 2)"
2595,"('임대료', 2)"
2596,"('비트코인', 2)"
2597,"('물고기', 2)"
2598,"('절규', 2)"
2599,"('공직', 2)"
2600,"('여군', 2)"
2601,"('복권', 1)"
2602,"('수익금', 1)"
2603,"('감원', 1)"
2604,"('공립', 1)"
2605,"('능사', 1)"
2606,"('재갈', 1)"
2607,"('물리', 1)"
2608,"('암', 1)"
2609,"('치유', 1)"
2610,"('항생제', 1)"
2611,"('직장', 1)"
2612,"('잡초', 1)"
2613,"('벼룩시장', 1)"
2614,"('구입', 1)"
2615,"('행운', 1)"
2616,"('안방', 1)"
2617,"('방만', 1)"
2618,"('지상파', 1)"
2619,"('중간광고', 1)"
2620,"('대전', 1)"
2621,"('청진', 1)"
2622,"('전이', 1)"
2623,"('압력', 1)"
2624,"('베일', 1)"
2625,"('세탁', 1)"
2626,"('세제', 1)"
2627,"('정거장', 1)"
2628,"('최저임금법', 1)"
2629,"('실내경기', 1)"
2630,"('소음', 1)"
2631,"('내분', 1)"
2632,"('강공', 1)"
2633,"('주재', 1)"
2634,"('백종원', 1)"
2635,"('의사결정', 1)"
2636,"('부리', 1)"
2637,"('뻥', 1)"
2638,"('식민지', 1)"
2639,"('수탈', 1)"
2640,"('서구', 1)"
2641,"('오지', 1)"
2642,"('사슬', 1)"
2643,"('대량', 1)"
2644,"('섭리', 1)"
2645,"('쌍둥이', 1)"
2646,"('성적', 1)"
2647,"('뭐기', 1)"
2648,"('공문서', 1)"
2649,"('작성', 1)"
2650,"('년대', 1)"
2651,"('우왕좌왕', 1)"
2652,"('순안', 1)"
2653,"('첩공', 1)"
2654,"('태클', 1)"
2655,"('외톨이', 1)"
2656,"('자코메티', 1)"
2657,"('감씨', 1)"
2658,"('궐련', 1)"
2659,"('간접흡연', 1)"
2660,"('심각', 1)"
2661,"('수수방관', 1)"
2662,"('려고', 1)"
2663,"('편성', 1)"
2664,"('박람회', 1)"
2665,"('동거', 1)"
2666,"('입대', 1)"
2667,"('무더기', 1)"
2668,"('단언', 1)"
2669,"('무티', 1)"
2670,"('빼빼로데이', 1)"
2671,"('평일', 1)"
2672,"('감서', 1)"
2673,"('선글라스', 1)"
2674,"('니', 1)"
2675,"('소신', 1)"
2676,"('불평', 1)"
2677,"('교회', 1)"
2678,"('천장', 1)"
2679,"('포도', 1)"
2680,"('넝쿨', 1)"
2681,"('기능', 1)"
2682,"('우대', 1)"
2683,"('특성화고', 1)"
2684,"('개항', 1)"
2685,"('주먹다짐', 1)"
2686,"('임금님', 1)"
2687,"('장본인', 1)"
2688,"('결의', 1)"
2689,"('연중', 1)"
2690,"('신성일', 1)"
2691,"('협정', 1)"
2692,"('센트럴', 1)"
2693,"('파크', 1)"
2694,"('분다', 1)"
2695,"('로르카', 1)"
2696,"('성장동력', 1)"
2697,"('의장', 1)"
2698,"('비즈니스', 1)"
2699,"('출범', 1)"
2700,"('가습기', 1)"
2701,"('특', 1)"
2702,"('조위', 1)"
2703,"('무법천지', 1)"
2704,"('시정', 1)"
2705,"('사치', 1)"
2706,"('핼러윈', 1)"
2707,"('이력', 1)"
2708,"('거르', 1)"
2709,"('무용지물', 1)"
2710,"('양욱', 1)"
2711,"('사단', 1)"
2712,"('벽', 1)"
2713,"('에도막부', 1)"
2714,"('책상', 1)"
2715,"('머리', 1)"
2716,"('승리', 1)"
2717,"('야전병원', 1)"
2718,"('용납', 1)"
2719,"('술병', 1)"
2720,"('앞니', 1)"
2721,"('곤두박질', 1)"
2722,"('스캔들', 1)"
2723,"('수습', 1)"
2724,"('이제야', 1)"
2725,"('국적', 1)"
2726,"('문정수', 1)"
2727,"('마천루', 1)"
2728,"('오히려', 1)"
2729,"('아파해', 1)"
2730,"('중도', 1)"
2731,"('비트겐슈타인', 1)"
2732,"('배낭', 1)"
2733,"('비인간', 1)"
2734,"('잔혹', 1)"
2735,"('장난', 1)"
2736,"('광둥성', 1)"
2737,"('지점', 1)"
2738,"('소파', 1)"
2739,"('경협론', 1)"
2740,"('이상득', 1)"
2741,"('김기춘', 1)"
2742,"('페미', 1)"
2743,"('사이드', 1)"
2744,"('전대협', 1)"
2745,"('유품', 1)"
2746,"('케네디', 1)"
2747,"('스무', 1)"
2748,"('다람쥐', 1)"
2749,"('먹이', 1)"
2750,"('왕년', 1)"
2751,"('공청회', 1)"
2752,"('옥류관', 1)"
2753,"('증시', 1)"
2754,"('네로', 1)"
2755,"('개구리', 1)"
2756,"('모나리자', 1)"
2757,"('아마존', 1)"
2758,"('칸', 1)"
2759,"('시어스', 1)"
2760,"('허사', 1)"
2761,"('꼼짝', 1)"
2762,"('간과', 1)"
2763,"('성형수술', 1)"
2764,"('할슈타트', 1)"
2765,"('비용', 1)"
2766,"('모집', 1)"
2767,"('공중', 1)"
2768,"('폭격', 1)"
2769,"('땅개', 1)"
2770,"('김한수', 1)"
2771,"('빈자리', 1)"
2772,"('이례', 1)"
2773,"('버버리', 1)"
2774,"('씨앗', 1)"
2775,"('통신사', 1)"
2776,"('멤버십', 1)"
2777,"('토슈즈', 1)"
2778,"('여의도', 1)"
2779,"('현대차', 1)"
2780,"('원천', 1)"
2781,"('시청', 1)"
2782,"('커뮤니케이션', 1)"
2783,"('역사상', 1)"
2784,"('자인', 1)"
2785,"('방향', 1)"
2786,"('여우', 1)"
2787,"('고슴도치', 1)"
2788,"('억지로', 1)"
2789,"('조개', 1)"
2790,"('코미디', 1)"
2791,"('모순', 1)"
2792,"('아스팔트', 1)"
2793,"('와쿠', 1)"
2794,"('경이', 1)"
2795,"('작심', 1)"
2796,"('사하라', 1)"
2797,"('다카', 1)"
2798,"('야마', 1)"
2799,"('안준호', 1)"
2800,"('석유', 1)"
2801,"('배짱', 1)"
2802,"('셰일오일', 1)"
2803,"('미련', 1)"
2804,"('곰', 1)"
2805,"('울타리', 1)"
2806,"('여주', 1)"
2807,"('양파', 1)"
2808,"('스텝', 1)"
2809,"('전등', 1)"
2810,"('단기', 1)"
2811,"('굽실', 1)"
2812,"('달리', 1)"
2813,"('삼도', 1)"
2814,"('국유', 1)"
2815,"('암초', 1)"
2816,"('인사청문회', 1)"
2817,"('재생에너지', 1)"
2818,"('페소아', 1)"
2819,"('원고', 1)"
2820,"('뭉치', 1)"
2821,"('면접', 1)"
2822,"('건선', 1)"
2823,"('상시', 1)"
2824,"('국감', 1)"
2825,"('안위', 1)"
2826,"('위헌', 1)"
2827,"('심신', 1)"
2828,"('미약', 1)"
2829,"('감형', 1)"
2830,"('놈', 1)"
2831,"('승용차', 1)"
2832,"('팅', 1)"
2833,"('삼국시대', 1)"
2834,"('투룸', 1)"
2835,"('상세', 1)"
2836,"('도시락', 1)"
2837,"('조약', 1)"
2838,"('이성', 1)"
2839,"('메이지', 1)"
2840,"('칠면조', 1)"
2841,"('잣', 1)"
2842,"('친목', 1)"
2843,"('수도승', 1)"
2844,"('코닥', 1)"
2845,"('후지필름', 1)"
2846,"('도련님', 1)"
2847,"('조세', 1)"
2848,"('화물차', 1)"
2849,"('적재', 1)"
2850,"('탑승', 1)"
2851,"('조합원', 1)"
2852,"('암살', 1)"
2853,"('폴란드인', 1)"
2854,"('고아', 1)"
2855,"('중개인', 1)"
2856,"('인지', 1)"
2857,"('침식', 1)"
2858,"('단풍', 1)"
2859,"('관광버스', 1)"
2860,"('초순', 1)"
2861,"('무용수', 1)"
2862,"('백태', 1)"
2863,"('퍼', 1)"
2864,"('삐걱', 1)"
2865,"('멸절', 1)"
2866,"('신앙', 1)"
2867,"('셀프', 1)"
2868,"('디스', 1)"
2869,"('소녀', 1)"
2870,"('제판', 1)"
2871,"('나토', 1)"
2872,"('베팅', 1)"
2873,"('항복', 1)"
2874,"('억원', 1)"
2875,"('베이', 1)"
2876,"('조스', 1)"
2877,"('생수', 1)"
2878,"('깃불', 1)"
2879,"('널린', 1)"
2880,"('음서', 1)"
2881,"('서한', 1)"
2882,"('합작', 1)"
2883,"('콩깍지', 1)"
2884,"('씐', 1)"
2885,"('왕래', 1)"
2886,"('단거리', 1)"
2887,"('이지스함', 1)"
2888,"('남중국해', 1)"
2889,"('송이', 1)"
2890,"('공지영', 1)"
2891,"('강용석', 1)"
2892,"('배호', 1)"
2893,"('중절모', 1)"
2894,"('배꼽', 1)"
2895,"('골다공증', 1)"
2896,"('끼니', 1)"
2897,"('침전', 1)"
2898,"('왕릉', 1)"
2899,"('고궁', 1)"
2900,"('매표원', 1)"
2901,"('오른', 1)"
2902,"('충당', 1)"
2903,"('히로시마', 1)"
2904,"('야구단', 1)"
2905,"('항의', 1)"
2906,"('판금', 1)"
2907,"('발행', 1)"
2908,"('보청기', 1)"
2909,"('불만', 1)"
2910,"('하노', 1)"
2911,"('아프리카', 1)"
2912,"('석고', 1)"
2913,"('데생', 1)"
2914,"('단골', 1)"
2915,"('고층', 1)"
2916,"('임대주택', 1)"
2917,"('성매매', 1)"
2918,"('창구', 1)"
2919,"('채팅', 1)"
2920,"('갈라파고스', 1)"
2921,"('징계', 1)"
2922,"('옥죄기', 1)"
2923,"('김창호', 1)"
2924,"('계립령', 1)"
2925,"('고갯길', 1)"
2926,"('첨부', 1)"
2927,"('촌놈', 1)"
2928,"('별로', 1)"
2929,"('언론인', 1)"
2930,"('수수께끼', 1)"
2931,"('디올', 1)"
2932,"('문구', 1)"
2933,"('여제', 1)"
2934,"('튀튀', 1)"
2935,"('독촉', 1)"
2936,"('결핵', 1)"
2937,"('미디어', 1)"
2938,"('선동열', 1)"
2939,"('위키피디아', 1)"
2940,"('덕후', 1)"
2941,"('조해', 1)"
2942,"('이주열', 1)"
2943,"('총재', 1)"
2944,"('옐런', 1)"
2945,"('선우', 1)"
2946,"('농간', 1)"
2947,"('빼빼', 1)"
2948,"('강정', 1)"
2949,"('정당성', 1)"
2950,"('메이커', 1)"
2951,"('득', 1)"
2952,"('불토', 1)"
2953,"('베케트', 1)"
2954,"('포주', 1)"
2955,"('물리학자', 1)"
2956,"('교권', 1)"
2957,"('수위', 1)"
2958,"('비건', 1)"
2959,"('선희', 1)"
2960,"('다음주', 1)"
2961,"('사춘기', 1)"
2962,"('프로젝트', 1)"
2963,"('질의', 1)"
2964,"('서두', 1)"
2965,"('출력', 1)"
2966,"('기후', 1)"
2967,"('카지노', 1)"
2968,"('불가', 1)"
2969,"('역적', 1)"
2970,"('트렁크', 1)"
2971,"('금동', 1)"
2972,"('개조', 1)"
2973,"('광도', 1)"
2974,"('전조등', 1)"
2975,"('호빵', 1)"
2976,"('프란치스코', 1)"
2977,"('초청장', 1)"
2978,"('뒷북', 1)"
2979,"('율', 1)"
2980,"('철거', 1)"
2981,"('홈', 1)"
2982,"('타운', 1)"
2983,"('증인', 1)"
2984,"('출연', 1)"
2985,"('중고생', 1)"
2986,"('염색', 1)"
2987,"('미노', 1)"
2988,"('어째서', 1)"
2989,"('글자', 1)"
2990,"('고치', 1)"
2991,"('깃돌', 1)"
2992,"('완충', 1)"
2993,"('수역', 1)"
2994,"('쟁기질', 1)"
2995,"('왕실', 1)"
2996,"('헝가리', 1)"
2997,"('도자기', 1)"
2998,"('소금', 1)"
2999,"('감독', 1)"
3000,"('손해', 1)"
3001,"('소유자', 1)"
3002,"('민영화', 1)"
3003,"('토양', 1)"
3004,"('과잉', 1)"
3005,"('농림', 1)"
3006,"('어업', 1)"
3007,"('욱일기', 1)"
3008,"('해커', 1)"
3009,"('탈취', 1)"
3010,"('공화정', 1)"
3011,"('달콤', 1)"
3012,"('브렉', 1)"
3013,"('시트', 1)"
3014,"('오사카', 1)"
3015,"('함락', 1)"
3016,"('프라다', 1)"
3017,"('파격', 1)"
3018,"('수거', 1)"
3019,"('금지법', 1)"
3020,"('향기', 1)"
3021,"('화분', 1)"
3022,"('받침', 1)"
3023,"('전액', 1)"
3024,"('벼락', 1)"
3025,"('누군가', 1)"
3026,"('납득', 1)"
3027,"('춘몽', 1)"
3028,"('수구', 1)"
3029,"('울화통', 1)"
3030,"('졸속', 1)"
3031,"('동물', 1)"
3032,"('문학계', 1)"
3033,"('간송', 1)"
3034,"('전형필', 1)"
3035,"('고려청자', 1)"
3036,"('인성', 1)"
3037,"('집단체조', 1)"
3038,"('아첨', 1)"
3039,"('송유관', 1)"
3040,"('유출', 1)"
3041,"('휘발유', 1)"
3042,"('수십', 1)"
3043,"('떼', 1)"
3044,"('겉흙', 1)"
3045,"('초대형', 1)"
3046,"('묘역', 1)"
3047,"('대판', 1)"
3048,"('가이드라인', 1)"
3049,"('자위대', 1)"
3050,"('심야', 1)"
3051,"('떼창', 1)"
3052,"('신조어', 1)"
3053,"('더미', 1)"
3054,"('뒤편', 1)"
3055,"('해골', 1)"
3056,"('마니아', 1)"
3057,"('증강', 1)"
3058,"('리용호', 1)"
3059,"('부적', 1)"
3060,"('격인', 1)"
3061,"('집안', 1)"
3062,"('밤나무', 1)"
3063,"('노벨', 1)"
3064,"('제소', 1)"
3065,"('과연', 1)"
3066,"('탐사', 1)"
3067,"('환갑', 1)"
3068,"('내기', 1)"
3069,"('포도나무', 1)"
3070,"('단발머리', 1)"
3071,"('발레리나', 1)"
3072,"('핵우산', 1)"
3073,"('제거', 1)"
3074,"('팸플릿', 1)"
3075,"('김밥', 1)"
3076,"('오바마', 1)"
3077,"('발사', 1)"
3078,"('고등', 1)"
3079,"('훈련기', 1)"
3080,"('입찰', 1)"
3081,"('심박', 1)"
3082,"('동기', 1)"
3083,"('복막', 1)"
3084,"('투석기', 1)"
3085,"('원격', 1)"
3086,"('모니터링', 1)"
3087,"('판빙빙', 1)"
3088,"('자루', 1)"
3089,"('식탁', 1)"
3090,"('구름', 1)"
3091,"('먹듯', 1)"
3092,"('무지개', 1)"
3093,"('만이', 1)"
3094,"('입국', 1)"
3095,"('이불', 1)"
3096,"('상반', 1)"
3097,"('강국', 1)"
3098,"('승무원', 1)"
3099,"('은밀', 1)"
3100,"('암호', 1)"
3101,"('비디오', 1)"
3102,"('아티스트', 1)"
3103,"('백남준', 1)"
3104,"('텔레비전', 1)"
3105,"('무더위', 1)"
3106,"('추위', 1)"
3107,"('지명자', 1)"
3108,"('콩가루', 1)"
3109,"('뜻밖', 1)"
3110,"('욕설', 1)"
3111,"('리뷰', 1)"
3112,"('재규어', 1)"
3113,"('철망', 1)"
3114,"('부순', 1)"
3115,"('사자', 1)"
3116,"('덮치기', 1)"
3117,"('섹스', 1)"
3118,"('숍', 1)"
3119,"('변', 1)"
3120,"('공급', 1)"
3121,"('그린벨트', 1)"
3122,"('예능', 1)"
3123,"('밥상', 1)"
3124,"('팔', 1)"
3125,"('주변', 1)"
3126,"('갑', 1)"
3127,"('동참', 1)"
3128,"('전체주의', 1)"
3129,"('유랑', 1)"
3130,"('불어', 1)"
3131,"('무인양품', 1)"
3132,"('어려움', 1)"
3133,"('물살', 1)"
3134,"('진전', 1)"
3135,"('코끼리', 1)"
3136,"('만수대', 1)"
3137,"('유구', 1)"
3138,"('해법', 1)"
3139,"('산물', 1)"
3140,"('잔', 1)"
3141,"('발라', 1)"
3142,"('심부름', 1)"
3143,"('삼촌', 1)"
3144,"('새알', 1)"
3145,"('유관순', 1)"
3146,"('열사', 1)"
3147,"('서훈', 1)"
3148,"('등급', 1)"
3149,"('세구', 1)"
3150,"('조선반도', 1)"
3151,"('보따리', 1)"
3152,"('뒤탈', 1)"
3153,"('타자수', 1)"
3154,"('화청', 1)"
3155,"('좁쌀', 1)"
3156,"('화의', 1)"
3157,"('무허가', 1)"
3158,"('표지판', 1)"
3159,"('의제', 1)"
3160,"('사고방식', 1)"
3161,"('좌절', 1)"
3162,"('결포', 1)"
3163,"('지름길', 1)"
3164,"('컵라면', 1)"
3165,"('횡단', 1)"
3166,"('예체능', 1)"
3167,"('국민개병', 1)"
3168,"('기념일', 1)"
3169,"('덩이', 1)"
3170,"('허심', 1)"
3171,"('탄회', 1)"
3172,"('소집', 1)"
3173,"('세도', 1)"
3174,"('은퇴', 1)"
3175,"('어쩌', 1)"
3176,"('쌍용', 1)"
3177,"('상전', 1)"
3178,"('자체', 1)"
3179,"('뭉개', 1)"
3180,"('미술관', 1)"
3181,"('하우스', 1)"
3182,"('비어', 1)"
3183,"('안테나', 1)"
3184,"('대마도', 1)"
3185,"('불상', 1)"
3186,"('골칫거리', 1)"
3187,"('비둘기', 1)"
3188,"('모이', 1)"
3189,"('음악가', 1)"
