,정치단어
5570,"('제법', 1)"
5571,"('정운현', 1)"
5572,"('반기', 1)"
5573,"('다툼', 1)"
5574,"('정보본부', 1)"
5575,"('산불', 1)"
5576,"('이정우', 1)"
5577,"('보건', 1)"
5578,"('금방', 1)"
5579,"('특기', 1)"
5580,"('봉사', 1)"
5581,"('장현수', 1)"
5582,"('광산', 1)"
5583,"('골드만삭스', 1)"
5584,"('전무', 1)"
5585,"('세밀', 1)"
5586,"('속마음', 1)"
5587,"('네트워크', 1)"
5588,"('정답', 1)"
5589,"('용성', 1)"
5590,"('수퍼컴퓨터', 1)"
5591,"('경찰청', 1)"
5592,"('실책', 1)"
5593,"('애완견', 1)"
5594,"('가습기', 1)"
5595,"('비비', 1)"
5596,"('기미', 1)"
5597,"('상대방', 1)"
5598,"('제소공', 1)"
5599,"('라디오', 1)"
5600,"('폐쇄예년', 1)"
5601,"('물색', 1)"
5602,"('찬탄', 1)"
5603,"('통탄', 1)"
5604,"('날조', 1)"
5605,"('상반', 1)"
5606,"('목례', 1)"
5607,"('가계', 1)"
5608,"('회안', 1)"
5609,"('고착', 1)"
5610,"('소액', 1)"
5611,"('한도', 1)"
5612,"('로서', 1)"
5613,"('형체', 1)"
5614,"('지라시', 1)"
5615,"('첨단', 1)"
5616,"('지상', 1)"
5617,"('박도', 1)"
5618,"('자취', 1)"
5619,"('우호', 1)"
5620,"('영도자', 1)"
5621,"('기틀', 1)"
5622,"('대법', 1)"
5623,"('희생양', 1)"
5624,"('무소', 1)"
5625,"('불위', 1)"
5626,"('신탁', 1)"
5627,"('부쩍', 1)"
5628,"('수렁', 1)"
5629,"('형량감경', 1)"
5630,"('감경', 1)"
5631,"('재생에너지', 1)"
5632,"('순차', 1)"
5633,"('헤드', 1)"
5634,"('랜턴', 1)"
5635,"('프로', 1)"
5636,"('발원', 1)"
5637,"('성과급', 1)"
5638,"('고서', 1)"
5639,"('크렘린', 1)"
5640,"('요소', 1)"
5641,"('유총', 1)"
5642,"('이복', 1)"
5643,"('사악', 1)"
5644,"('하겐', 1)"
5645,"('보지', 1)"
5646,"('유용', 1)"
5647,"('한전기술', 1)"
5648,"('증빙', 1)"
5649,"('몰두', 1)"
5650,"('비닐', 1)"
5651,"('관보', 1)"
5652,"('빵점', 1)"
5653,"('파급', 1)"
5654,"('배상금', 1)"
5655,"('지점', 1)"
5656,"('훈춘', 1)"
5657,"('헤지', 1)"
5658,"('일몰', 1)"
5659,"('북악산', 1)"
5660,"('산행', 1)"
5661,"('포스트', 1)"
5662,"('죈다', 1)"
5663,"('재료', 1)"
5664,"('노무', 1)"
5665,"('일사천리', 1)"
5666,"('내레이션', 1)"
5667,"('의견서', 1)"
5668,"('업보', 1)"
5669,"('외풍', 1)"
5670,"('가뭄', 1)"
5671,"('어쩌려', 1)"
5672,"('뿌듯', 1)"
5673,"('삼권', 1)"
5674,"('이쯤', 1)"
5675,"('인민재판', 1)"
5676,"('백승주', 1)"
5677,"('산출', 1)"
5678,"('위투', 1)"
5679,"('강타', 1)"
5680,"('중사', 1)"
5681,"('존스홉킨스', 1)"
5682,"('기계', 1)"
5683,"('예능', 1)"
5684,"('김명수', 1)"
5685,"('자폭', 1)"
5686,"('증설', 1)"
5687,"('심보', 1)"
5688,"('비영리', 1)"
5689,"('학교법인', 1)"
5690,"('에듀', 1)"
5691,"('원아', 1)"
5692,"('상위', 1)"
5693,"('자서전', 1)"
5694,"('밥값', 1)"
5695,"('각각', 1)"
5696,"('덩치', 1)"
5697,"('무급', 1)"
5698,"('담론', 1)"
5699,"('최종건', 1)"
5700,"('지체', 1)"
5701,"('정개', 1)"
5702,"('변형', 1)"
5703,"('기차역', 1)"
5704,"('형사범', 1)"
5705,"('쟁의', 1)"
5706,"('자가', 1)"
5707,"('당착', 1)"
5708,"('민언련', 1)"
5709,"('입맛', 1)"
5710,"('유럽의회', 1)"
5711,"('용돈', 1)"
5712,"('제화', 1)"
5713,"('위만', 1)"
5714,"('개원', 1)"
5715,"('배기', 1)"
5716,"('연평', 1)"
5717,"('스쿨', 1)"
5718,"('손보', 1)"
5719,"('소나무재선충', 1)"
5720,"('음달', 1)"
5721,"('북방한계선', 1)"
5722,"('이득', 1)"
5723,"('사기꾼', 1)"
5724,"('방도', 1)"
5725,"('성경책', 1)"
5726,"('사치품', 1)"
5727,"('중거리', 1)"
5728,"('탐독', 1)"
5729,"('난장판', 1)"
5730,"('계정', 1)"
5731,"('이직', 1)"
5732,"('선견', 1)"
5733,"('호통', 1)"
5734,"('이탈리아', 1)"
5735,"('억대', 1)"
5736,"('중간광고', 1)"
5737,"('수신료', 1)"
5738,"('도둑질', 1)"
5739,"('보조', 1)"
5740,"('법관', 1)"
5741,"('메르켈', 1)"
5742,"('군림', 1)"
5743,"('환노위', 1)"
5744,"('이지스', 1)"
5745,"('한복', 1)"
5746,"('도복', 1)"
5747,"('순이익', 1)"
5748,"('토막', 1)"
5749,"('세속', 1)"
5750,"('건만', 1)"
5751,"('폐가', 1)"
5752,"('논', 1)"
5753,"('외박', 1)"
5754,"('예비역', 1)"
5755,"('아미', 1)"
5756,"('타이거', 1)"
5757,"('보병', 1)"
5758,"('보급', 1)"
5759,"('달짜', 1)"
5760,"('국무원장', 1)"
5761,"('벤처기업', 1)"
5762,"('농촌', 1)"
5763,"('저체중', 1)"
5764,"('국책', 1)"
5765,"('연구기관', 1)"
5766,"('돌변', 1)"
5767,"('묘역', 1)"
5768,"('기필코', 1)"
5769,"('바티칸', 1)"
5770,"('이탈리아어', 1)"
5771,"('콘테', 1)"
5772,"('조태열', 1)"
5773,"('전형', 1)"
5774,"('입사', 1)"
5775,"('어둠', 1)"
5776,"('감성', 1)"
5777,"('고지', 1)"
5778,"('이제껏', 1)"
5779,"('김상환', 1)"
5780,"('가정부', 1)"
5781,"('꿀꺽', 1)"
5782,"('실험실', 1)"
5783,"('개구리', 1)"
5784,"('고궁', 1)"
5785,"('매표', 1)"
5786,"('적당', 1)"
5787,"('주신', 1)"
5788,"('주필', 1)"
5789,"('크롱', 1)"
5790,"('그때', 1)"
5791,"('엘리제궁', 1)"
5792,"('부곡', 1)"
5793,"('납품', 1)"
5794,"('남색', 1)"
5795,"('차세대', 1)"
5796,"('발동', 1)"
5797,"('일종', 1)"
5798,"('교전', 1)"
5799,"('수칙', 1)"
5800,"('구축함', 1)"
5801,"('호전', 1)"
5802,"('수소', 1)"
5803,"('라자루스', 1)"
5804,"('네팔', 1)"
5805,"('모레', 1)"
5806,"('탄도탄', 1)"
5807,"('선인', 1)"
5808,"('구호단체', 1)"
5809,"('죄기', 1)"
5810,"('진퇴', 1)"
5811,"('주체사상', 1)"
5812,"('점주', 1)"
5813,"('뇨', 1)"
5814,"('빅텐', 1)"
5815,"('트론', 1)"
5816,"('섣불리', 1)"
5817,"('재래식', 1)"
5818,"('격찬', 1)"
5819,"('특채', 1)"
5820,"('원자력안전위', 1)"
5821,"('낫', 1)"
5822,"('계해', 1)"
5823,"('자초', 1)"
5824,"('문화원', 1)"
5825,"('무슬림', 1)"
5826,"('별별', 1)"
5827,"('따로따로', 1)"
5828,"('전파', 1)"
5829,"('추진제', 1)"
5830,"('해군력', 1)"
5831,"('카약', 1)"
5832,"('미용', 1)"
5833,"('성형', 1)"
5834,"('횡행', 1)"
5835,"('국내외', 1)"
5836,"('이진', 1)"
5837,"('강성주', 1)"
5838,"('혜', 1)"
5839,"('선동열', 1)"
5840,"('웬일', 1)"
5841,"('수익', 1)"
5842,"('사투리', 1)"
5843,"('지능', 1)"
5844,"('이튿날', 1)"
5845,"('긴장감', 1)"
5846,"('채희봉', 1)"
5847,"('강성천', 1)"
5848,"('퓨마', 1)"
5849,"('대용', 1)"
5850,"('안위', 1)"
5851,"('초범', 1)"
5852,"('개성시', 1)"
5853,"('면적', 1)"
5854,"('기계화', 1)"
5855,"('재방북', 1)"
5856,"('구하라', 1)"
5857,"('건일', 1)"
5858,"('월세', 1)"
5859,"('종대', 1)"
5860,"('롤스로이스', 1)"
5861,"('제도로', 1)"
5862,"('불법체류자', 1)"
5863,"('정오', 1)"
5864,"('편찬', 1)"
5865,"('중립국', 1)"
5866,"('시료', 1)"
5867,"('채취', 1)"
5868,"('오부', 1)"
5869,"('라디오방송', 1)"
5870,"('송신', 1)"
5871,"('차서', 1)"
5872,"('캐', 1)"
5873,"('월성', 1)"
5874,"('호기', 1)"
5875,"('매출', 1)"
5876,"('본적', 1)"
5877,"('포용', 1)"
5878,"('이순재', 1)"
5879,"('전열', 1)"
5880,"('막료', 1)"
5881,"('심포지엄', 1)"
5882,"('상사', 1)"
5883,"('원수', 1)"
5884,"('천재', 1)"
5885,"('원색', 1)"
5886,"('비탈길', 1)"
5887,"('비운', 1)"
5888,"('혔', 1)"
5889,"('박헌영', 1)"
5890,"('나진', 1)"
5891,"('하산', 1)"
5892,"('답지', 1)"
5893,"('자성', 1)"
5894,"('사업자', 1)"
5895,"('복수국적', 1)"
5896,"('칼질', 1)"
5897,"('우편물', 1)"
5898,"('조이', 1)"
5899,"('야마모토', 1)"
5900,"('통일세', 1)"
5901,"('해발', 1)"
5902,"('난투극', 1)"
5903,"('타', 1)"
5904,"('골몰', 1)"
5905,"('방송작가', 1)"
5906,"('엊그제', 1)"
5907,"('양빈', 1)"
5908,"('악성코드', 1)"
5909,"('경보', 1)"
5910,"('치면', 1)"
5911,"('아수라', 1)"
5912,"('전당', 1)"
5913,"('획', 1)"
5914,"('정위', 1)"
5915,"('강진', 1)"
5916,"('반도체', 1)"
5917,"('만만', 1)"
5918,"('찮다', 1)"
5919,"('대박', 1)"
5920,"('시발', 1)"
5921,"('콘텐츠', 1)"
5922,"('억압', 1)"
5923,"('무협', 1)"
5924,"('코치', 1)"
5925,"('땅속', 1)"
5926,"('로스쿨', 1)"
5927,"('두려움', 1)"
5928,"('정제', 1)"
5929,"('반입량', 1)"
5930,"('단군', 1)"
5931,"('후손', 1)"
5932,"('널리', 1)"
5933,"('방북후', 1)"
5934,"('명계남', 1)"
5935,"('사범', 1)"
5936,"('모나', 1)"
5937,"('백스페이스', 1)"
5938,"('무상교육', 1)"
5939,"('임재훈', 1)"
5940,"('셋', 1)"
5941,"('신한은행', 1)"
5942,"('대출', 1)"
5943,"('우윤근', 1)"
5944,"('형사입건', 1)"
5945,"('시어머니', 1)"
5946,"('등정', 1)"
5947,"('간소화', 1)"
5948,"('사병', 1)"
5949,"('유포자', 1)"
5950,"('의법', 1)"
5951,"('폭거', 1)"
5952,"('코스프레', 1)"
5953,"('생떼', 1)"
5954,"('명중', 1)"
5955,"('흥', 1)"
5956,"('정물', 1)"
5957,"('박영수', 1)"
5958,"('외나무다리', 1)"
5959,"('일신', 1)"
5960,"('들꽃', 1)"
5961,"('등용', 1)"
5962,"('위문', 1)"
5963,"('야간', 1)"
5964,"('황인', 1)"
5965,"('과잉행동', 1)"
5966,"('효율', 1)"
5967,"('눈칫밥', 1)"
5968,"('군국', 1)"
5969,"('몰상식', 1)"
5970,"('구원투수', 1)"
5971,"('가을비', 1)"
5972,"('통령정부', 1)"
5973,"('화물선', 1)"
5974,"('쌍', 1)"
5975,"('인멸하', 1)"
5976,"('철원', 1)"
5977,"('김책공대', 1)"
5978,"('대중', 1)"
5979,"('김일성대', 1)"
5980,"('태형철', 1)"
5981,"('알바', 1)"
5982,"('프', 1)"
5983,"('임용', 1)"
5984,"('전표', 1)"
5985,"('돌비', 1)"
5986,"('케이', 1)"
5987,"('선영', 1)"
5988,"('기재', 1)"
5989,"('보전', 1)"
5990,"('김영균', 1)"
5991,"('범죄자', 1)"
5992,"('용인시', 1)"
5993,"('철모', 1)"
5994,"('화성시', 1)"
5995,"('재갈', 1)"
5996,"('쏜다', 1)"
5997,"('반품', 1)"
5998,"('준수', 1)"
5999,"('민회', 1)"
6000,"('뇌관', 1)"
6001,"('불사', 1)"
6002,"('이태호', 1)"
6003,"('적기', 1)"
6004,"('번은', 1)"
6005,"('소관', 1)"
6006,"('정치화', 1)"
6007,"('죄악', 1)"
6008,"('촉박', 1)"
6009,"('가선', 1)"
6010,"('플러스', 1)"
6011,"('도산', 1)"
6012,"('안창호', 1)"
6013,"('띄우기', 1)"
6014,"('금도', 1)"
6015,"('재외', 1)"
6016,"('수감자', 1)"
6017,"('회도', 1)"
6018,"('막대', 1)"
6019,"('국가주석', 1)"
6020,"('호들갑', 1)"
6021,"('사이버공격', 1)"
6022,"('국회예산정책처', 1)"
6023,"('아흐바즈', 1)"
6024,"('의논', 1)"
6025,"('손가락', 1)"
6026,"('비속어', 1)"
6027,"('무한', 1)"
6028,"('임펜', 1)"
6029,"('헌법재판소장', 1)"
6030,"('한가위', 1)"
6031,"('모양', 1)"
6032,"('입수', 1)"
6033,"('여생', 1)"
6034,"('생도', 1)"
6035,"('퇴교', 1)"
6036,"('로남', 1)"
6037,"('불의', 1)"
6038,"('극치', 1)"
6039,"('혈통', 1)"
6040,"('자숙하', 1)"
6041,"('구설수', 1)"
6042,"('산실', 1)"
6043,"('군중', 1)"
6044,"('헬기장', 1)"
6045,"('상세', 1)"
6046,"('참고인', 1)"
6047,"('여가부', 1)"
6048,"('케이블카', 1)"
6049,"('윤영', 1)"
6050,"('국방력', 1)"
6051,"('자마자', 1)"
6052,"('만수대', 1)"
6053,"('하계올림픽', 1)"
6054,"('펑크', 1)"
6055,"('협만', 1)"
6056,"('피켓', 1)"
6057,"('카멜레온', 1)"
6058,"('불굴', 1)"
6059,"('적격성', 1)"
6060,"('랭면', 1)"
6061,"('맛', 1)"
6062,"('지코', 1)"
6063,"('차범근', 1)"
6064,"('인사말', 1)"
6065,"('객수', 1)"
6066,"('금년', 1)"
6067,"('듯문', 1)"
6068,"('대창', 1)"
6069,"('선봉', 1)"
6070,"('특별판', 1)"
6071,"('종횡무진', 1)"
6072,"('김위', 1)"
6073,"('탄도', 1)"
6074,"('안동춘', 1)"
6075,"('최현우', 1)"
6076,"('술사', 1)"
6077,"('불비', 1)"
6078,"('색색', 1)"
6079,"('소름', 1)"
6080,"('유람', 1)"
6081,"('객석', 1)"
6082,"('만세', 1)"
6083,"('함성', 1)"
6084,"('퍼포먼스', 1)"
6085,"('가맹', 1)"
6086,"('가해', 1)"
6087,"('혁명가극', 1)"
6088,"('처녀', 1)"
6089,"('한민족', 1)"
6090,"('현정화', 1)"
6091,"('시민사회', 1)"
6092,"('차안', 1)"
6093,"('화보', 1)"
6094,"('외자', 1)"
6095,"('매스게임', 1)"
6096,"('대운동회', 1)"
6097,"('지루', 1)"
6098,"('셀피', 1)"
6099,"('집합', 1)"
6100,"('시속', 1)"
6101,"('직면', 1)"
6102,"('맞짱', 1)"
6103,"('허심', 1)"
6104,"('탄회', 1)"
6105,"('개악', 1)"
6106,"('블랭크', 1)"
6107,"('씨름', 1)"
6108,"('실정법', 1)"
6109,"('박람회', 1)"
6110,"('파이팅', 1)"
6111,"('정의선', 1)"
6112,"('실과', 1)"
6113,"('팩스', 1)"
6114,"('송수', 1)"
6115,"('코레일', 1)"
6116,"('여학생', 1)"
6117,"('구광모', 1)"
6118,"('쏠', 1)"
6119,"('근력', 1)"
6120,"('적성검사', 1)"
6121,"('논술', 1)"
6122,"('해직', 1)"
6123,"('거제', 1)"
6124,"('혈세', 1)"
6125,"('왕창', 1)"
6126,"('소일', 1)"
6127,"('눌렸다', 1)"
6128,"('이제야', 1)"
6129,"('탐지', 1)"
6130,"('부표', 1)"
6131,"('살피', 1)"
6132,"('대지', 1)"
6133,"('금태섭', 1)"
6134,"('완충지대', 1)"
6135,"('영문', 1)"
6136,"('회람', 1)"
6137,"('금리인하', 1)"
6138,"('분양', 1)"
6139,"('원가', 1)"
6140,"('초정', 1)"
6141,"('발달', 1)"
6142,"('애환', 1)"
6143,"('평생', 1)"
6144,"('사형제', 1)"
6145,"('중유', 1)"
6146,"('베', 1)"
6147,"('대발', 1)"
6148,"('출금', 1)"
6149,"('영기', 1)"
6150,"('폭등', 1)"
6151,"('청과', 1)"
6152,"('회때', 1)"
6153,"('통증', 1)"
6154,"('배웅', 1)"
6155,"('코너', 1)"
6156,"('오바마', 1)"
6157,"('민족사', 1)"
6158,"('대의', 1)"
6159,"('수비', 1)"
6160,"('생가', 1)"
6161,"('졸', 1)"
6162,"('일개', 1)"
6163,"('판례', 1)"
6164,"('권력분립', 1)"
6165,"('제헌', 1)"
6166,"('정쟁속', 1)"
6167,"('체중', 1)"
6168,"('음대', 1)"
6169,"('생', 1)"
6170,"('정략적', 1)"
6171,"('상한', 1)"
6172,"('해초', 1)"
6173,"('고기', 1)"
6174,"('배급', 1)"
6175,"('과당', 1)"
6176,"('국회의사당', 1)"
6177,"('동성혼', 1)"
6178,"('군사력', 1)"
6179,"('슈주', 1)"
6180,"('간문제', 1)"
6181,"('블레어', 1)"
6182,"('잠룡들', 1)"
6183,"('기지개', 1)"
6184,"('평남', 1)"
6185,"('조립', 1)"
6186,"('록히드', 1)"
6187,"('마틴', 1)"
6188,"('박진혁', 1)"
6189,"('배포', 1)"
6190,"('제기랄', 1)"
6191,"('그래프', 1)"
6192,"('줄리엣', 1)"
6193,"('키스', 1)"
6194,"('혁신도시', 1)"
6195,"('시즌', 1)"
6196,"('탄원서', 1)"
6197,"('예속', 1)"
6198,"('후반', 1)"
6199,"('오메', 1)"
6200,"('멸치', 1)"
6201,"('새우', 1)"
6202,"('특산', 1)"
6203,"('정절', 1)"
6204,"('교육비', 1)"
6205,"('이광호', 1)"
6206,"('과천', 1)"
6207,"('의왕', 1)"
6208,"('차근차근', 1)"
6209,"('저녁식사', 1)"
6210,"('순진', 1)"
6211,"('장특', 1)"
6212,"('모터사이클', 1)"
6213,"('생애', 1)"
6214,"('양쪽', 1)"
6215,"('진의', 1)"
6216,"('홋카이도', 1)"
6217,"('여행객', 1)"
6218,"('경상', 1)"
6219,"('도박', 1)"
6220,"('로널드', 1)"
6221,"('헬스', 1)"
6222,"('보름', 1)"
6223,"('스피커', 1)"
6224,"('귀엣말', 1)"
6225,"('웃음', 1)"
6226,"('멍', 1)"
6227,"('저주', 1)"
6228,"('상무부', 1)"
6229,"('학술지', 1)"
6230,"('역병', 1)"
6231,"('형평성', 1)"
6232,"('운동선수', 1)"
6233,"('전성기', 1)"
6234,"('능사', 1)"
6235,"('성공회', 1)"
6236,"('도서관', 1)"
6237,"('의사당', 1)"
6238,"('명꼴', 1)"
6239,"('전인대', 1)"
6240,"('국제공항', 1)"
6241,"('삼각파', 1)"
6242,"('네타', 1)"
6243,"('직장', 1)"
6244,"('경범죄', 1)"
6245,"('공공', 1)"
6246,"('하부', 1)"
6247,"('길거리', 1)"
6248,"('안정화', 1)"
6249,"('청진', 1)"
6250,"('용소', 1)"
6251,"('강제노동', 1)"
6252,"('위성사진', 1)"
6253,"('무너뜨릴', 1)"
6254,"('이론', 1)"
6255,"('괴리', 1)"
6256,"('재창', 1)"
6257,"('어게인', 1)"
6258,"('태평', 1)"
6259,"('데이터', 1)"
6260,"('다당제', 1)"
6261,"('확립', 1)"
6262,"('새정치', 1)"
6263,"('보람', 1)"
6264,"('김연', 1)"
6265,"('직진', 1)"
6266,"('회귀', 1)"
6267,"('단합', 1)"
6268,"('박경서', 1)"
6269,"('헌법재판소', 1)"
6270,"('리블린', 1)"
6271,"('이스라엘', 1)"
6272,"('살상', 1)"
6273,"('집속탄', 1)"
6274,"('밀접', 1)"
6275,"('성공사례', 1)"
6276,"('핵공격', 1)"
6277,"('상연', 1)"
6278,"('뚝심', 1)"
6279,"('교육부총리', 1)"
6280,"('마당', 1)"
6281,"('쟁점법안', 1)"
6282,"('방위사업청', 1)"
6283,"('김영주', 1)"
6284,"('자원부', 1)"
6285,"('조실', 1)"
6286,"('정재숙', 1)"
6287,"('국가공무원', 1)"
6288,"('최대현', 1)"
6289,"('수상', 1)"
6290,"('소비', 1)"
6291,"('초고', 1)"
6292,"('감찰관', 1)"
6293,"('기용', 1)"
6294,"('촉법', 1)"
6295,"('재소', 1)"
6296,"('리창', 1)"
6297,"('미래세', 1)"
6298,"('포퓰리즘', 1)"
6299,"('장선', 1)"
6300,"('동서', 1)"
6301,"('서호', 1)"
6302,"('지금껏', 1)"
6303,"('절박', 1)"
6304,"('근대', 1)"
6305,"('자원', 1)"
6306,"('수산', 1)"
6307,"('병기', 1)"
6308,"('현판', 1)"
6309,"('눈엣', 1)"
6310,"('양해각서', 1)"
6311,"('금융업', 1)"
6312,"('돈주', 1)"
6313,"('치하', 1)"
6314,"('자족', 1)"
6315,"('특례시', 1)"
6316,"('개연', 1)"
6317,"('인맥', 1)"
6318,"('유종', 1)"
6319,"('축산물', 1)"
6320,"('마사지', 1)"
6321,"('성실', 1)"
6322,"('경신', 1)"
6323,"('무데뽀', 1)"
6324,"('이변', 1)"
6325,"('죽지', 1)"
6326,"('스페셜', 1)"
6327,"('리포트', 1)"
6328,"('과기부', 1)"
6329,"('민원기', 1)"
6330,"('박천', 1)"
6331,"('김양수', 1)"
6332,"('강용석', 1)"
6333,"('두루', 1)"
6334,"('김해영', 1)"
6335,"('남인순', 1)"
6336,"('조로', 1)"
6337,"('자유무역', 1)"
6338,"('부리', 1)"
6339,"('겨눈', 1)"
6340,"('말끝', 1)"
6341,"('관리자', 1)"
6342,"('빗줄기', 1)"
6343,"('기둥', 1)"
6344,"('인기투표', 1)"
6345,"('형사', 1)"
6346,"('미만', 1)"
6347,"('출산율', 1)"
6348,"('하소연', 1)"
6349,"('미명', 1)"
6350,"('군검찰', 1)"
6351,"('송치', 1)"
6352,"('보국훈장', 1)"
6353,"('철저', 1)"
6354,"('들락날락', 1)"
6355,"('태국인', 1)"
6356,"('틈', 1)"
6357,"('감수', 1)"
6358,"('다소', 1)"
6359,"('모자', 1)"
6360,"('재향군인회', 1)"
6361,"('격주회동', 1)"
6362,"('무소식', 1)"
6363,"('경감', 1)"
6364,"('객실', 1)"
6365,"('회포', 1)"
6366,"('실정', 1)"
6367,"('수필집', 1)"
6368,"('작별', 1)"
6369,"('고령화', 1)"
6370,"('세제', 1)"
6371,"('수혜', 1)"
6372,"('사익', 1)"
6373,"('편취', 1)"
6374,"('과징금', 1)"
6375,"('오열', 1)"
6376,"('형님', 1)"
6377,"('군사도시', 1)"
6378,"('뽀로로', 1)"
6379,"('케이팝', 1)"
6380,"('워스트', 1)"
6381,"('오프로드', 1)"
6382,"('캠핑', 1)"
6383,"('감원', 1)"
6384,"('양성', 1)"
6385,"('워마드', 1)"
6386,"('월남', 1)"
6387,"('다낭', 1)"
6388,"('영사관', 1)"
6389,"('분대', 1)"
6390,"('협약', 1)"
6391,"('주간', 1)"
6392,"('집계', 1)"
6393,"('제자리걸음', 1)"
6394,"('실감', 1)"
6395,"('삼각지', 1)"
6396,"('해칠', 1)"
6397,"('군사개입', 1)"
6398,"('국제민간항공기구', 1)"
6399,"('손녀', 1)"
6400,"('민항기', 1)"
6401,"('아난', 1)"
6402,"('살이', 1)"
6403,"('균형발전', 1)"
6404,"('조종', 1)"
6405,"('덫', 1)"
6406,"('신범철', 1)"
6407,"('중형', 1)"
6408,"('독차지', 1)"
6409,"('위법성', 1)"
6410,"('질식', 1)"
6411,"('강가', 1)"
6412,"('도륙', 1)"
6413,"('학살', 1)"
6414,"('말레이', 1)"
6415,"('커밍아웃', 1)"
6416,"('격진', 1)"
6417,"('민영화', 1)"
6418,"('유민', 1)"
6419,"('강안', 1)"
6420,"('통영', 1)"
6421,"('효창', 1)"
6422,"('독립운동', 1)"
6423,"('중공군', 1)"
6424,"('정율성', 1)"
6425,"('매입', 1)"
6426,"('신용장', 1)"
6427,"('산자', 1)"
6428,"('신재생에너지', 1)"
6429,"('공물', 1)"
6430,"('봉납', 1)"
6431,"('시가', 1)"
6432,"('센트럴', 1)"
6433,"('명그', 1)"
6434,"('수권법', 1)"
6435,"('곁가지', 1)"
6436,"('빅데이터', 1)"
6437,"('일간', 1)"
6438,"('큰손', 1)"
6439,"('정령', 1)"
6440,"('골뱅이', 1)"
6441,"('도시철도', 1)"
6442,"('컬럼비아대', 1)"
6443,"('국학', 1)"
6444,"('팔굽혀펴기', 1)"
6445,"('짤방', 1)"
6446,"('시가지', 1)"
6447,"('수줍음', 1)"
6448,"('면세점', 1)"
6449,"('김효준', 1)"
6450,"('심려', 1)"
6451,"('친람', 1)"
6452,"('수판', 1)"
6453,"('튕겨', 1)"
6454,"('남포', 1)"
6455,"('성유', 1)"
6456,"('만경대', 1)"
6457,"('권은희', 1)"
6458,"('차라리', 1)"
6459,"('악몽', 1)"
6460,"('허송', 1)"
6461,"('도살', 1)"
6462,"('가축', 1)"
6463,"('재혼', 1)"
6464,"('위신', 1)"
6465,"('손가혁', 1)"
6466,"('부요', 1)"
6467,"('장바구니', 1)"
6468,"('물가', 1)"
6469,"('손상', 1)"
6470,"('열량', 1)"
6471,"('옛날', 1)"
6472,"('직함', 1)"
6473,"('예행', 1)"
6474,"('녹슨', 1)"
6475,"('군번줄', 1)"
6476,"('밀수입', 1)"
6477,"('농해', 1)"
6478,"('농림부', 1)"
