,정치단어
4552,"('경도', 2)"
4553,"('선후', 2)"
4554,"('밑', 2)"
4555,"('콩고', 2)"
4556,"('축사', 2)"
4557,"('딸도', 2)"
4558,"('티켓', 2)"
4559,"('한장', 2)"
4560,"('친일', 2)"
4561,"('주류', 2)"
4562,"('격론', 2)"
4563,"('구체화', 2)"
4564,"('파크', 2)"
4565,"('생태', 2)"
4566,"('절실', 2)"
4567,"('놨다', 2)"
4568,"('하순', 2)"
4569,"('전시', 2)"
4570,"('납득', 2)"
4571,"('소셜미디어', 2)"
4572,"('소방관', 2)"
4573,"('옥신각신', 2)"
4574,"('밀당', 2)"
4575,"('선생', 2)"
4576,"('심산', 2)"
4577,"('망발', 2)"
4578,"('아예', 2)"
4579,"('정운천', 2)"
4580,"('강령', 2)"
4581,"('움직', 2)"
4582,"('장난', 2)"
4583,"('반말', 2)"
4584,"('아산', 2)"
4585,"('원산지', 2)"
4586,"('증명서', 2)"
4587,"('시계', 2)"
4588,"('손짓', 2)"
4589,"('철학', 2)"
4590,"('재벌', 2)"
4591,"('기우진', 2)"
4592,"('가게', 2)"
4593,"('홍철', 2)"
4594,"('수요', 2)"
4595,"('욕심', 2)"
4596,"('영수증', 2)"
4597,"('김재규', 2)"
4598,"('해프닝', 2)"
4599,"('톱', 2)"
4600,"('전기차', 2)"
4601,"('옥', 2)"
4602,"('회부', 2)"
4603,"('상식', 2)"
4604,"('형태', 2)"
4605,"('윤한', 2)"
4606,"('로펌', 2)"
4607,"('선도', 2)"
4608,"('장준', 2)"
4609,"('여단', 2)"
4610,"('달리', 2)"
4611,"('특별시', 2)"
4612,"('춘천', 2)"
4613,"('이석구', 2)"
4614,"('국산', 2)"
4615,"('가드', 2)"
4616,"('플루토늄', 2)"
4617,"('안간힘', 2)"
4618,"('일문일답', 2)"
4619,"('친형', 2)"
4620,"('유의', 2)"
4621,"('현정은', 2)"
4622,"('조우', 2)"
4623,"('김성', 2)"
4624,"('꼬리', 2)"
4625,"('소문', 2)"
4626,"('갓', 2)"
4627,"('혜택', 2)"
4628,"('주의보', 2)"
4629,"('악성', 2)"
4630,"('가중', 2)"
4631,"('핑계', 2)"
4632,"('추진단', 2)"
4633,"('구출', 2)"
4634,"('설비', 2)"
4635,"('임정', 2)"
4636,"('유보', 2)"
4637,"('정작', 2)"
4638,"('보건복지부', 2)"
4639,"('감봉', 2)"
4640,"('지적도', 2)"
4641,"('틀', 2)"
4642,"('항소', 2)"
4643,"('제작', 2)"
4644,"('연관', 2)"
4645,"('호화', 2)"
4646,"('봉하마을', 2)"
4647,"('민원', 2)"
4648,"('신자', 2)"
4649,"('각별', 2)"
4650,"('가도', 2)"
4651,"('감청', 2)"
4652,"('조선시대', 2)"
4653,"('전과', 2)"
4654,"('실전', 2)"
4655,"('선풍기', 2)"
4656,"('미화', 2)"
4657,"('조준', 2)"
4658,"('코', 2)"
4659,"('경례', 2)"
4660,"('충성', 2)"
4661,"('정전', 2)"
4662,"('소임', 2)"
4663,"('오산', 2)"
4664,"('엄수', 2)"
4665,"('국전', 2)"
4666,"('파워', 2)"
4667,"('세진', 2)"
4668,"('용적', 2)"
4669,"('산다', 2)"
4670,"('성범죄자', 2)"
4671,"('조직개편', 2)"
4672,"('침몰', 2)"
4673,"('천막', 2)"
4674,"('장려', 2)"
4675,"('극상', 2)"
4676,"('박대', 2)"
4677,"('대체로', 2)"
4678,"('컷오프', 2)"
4679,"('형식', 2)"
4680,"('어젠', 2)"
4681,"('고요', 2)"
4682,"('입경', 2)"
4683,"('해위', 2)"
4684,"('최병길', 2)"
4685,"('버럭', 2)"
4686,"('자질', 2)"
4687,"('실었던', 2)"
4688,"('보관', 2)"
4689,"('담당자', 2)"
4690,"('산적', 2)"
4691,"('라이브', 2)"
4692,"('꾀', 2)"
4693,"('주머니', 2)"
4694,"('스타', 2)"
4695,"('방해', 2)"
4696,"('발인', 2)"
4697,"('슬픔', 2)"
4698,"('비통', 2)"
4699,"('정론', 2)"
4700,"('투신', 2)"
4701,"('평소', 2)"
4702,"('분통', 2)"
4703,"('뭉', 2)"
4704,"('상하이', 2)"
4705,"('하나로', 2)"
4706,"('조선인', 2)"
4707,"('유골', 2)"
4708,"('훈시', 2)"
4709,"('대연정', 2)"
4710,"('탱크', 2)"
4711,"('국가안보실', 2)"
4712,"('표류', 2)"
4713,"('사연', 2)"
4714,"('자본주의', 2)"
4715,"('장영달', 2)"
4716,"('김정', 2)"
4717,"('빈자리', 2)"
4718,"('마하', 2)"
4719,"('엔진', 2)"
4720,"('수치', 2)"
4721,"('룰', 2)"
4722,"('프로펠러', 2)"
4723,"('중남미', 2)"
4724,"('불똥', 2)"
4725,"('성능', 2)"
4726,"('추친', 2)"
4727,"('아리랑', 2)"
4728,"('검열', 2)"
4729,"('전사', 2)"
4730,"('토리', 2)"
4731,"('김영란', 2)"
4732,"('버킷', 2)"
4733,"('이윤석', 2)"
4734,"('김형석', 2)"
4735,"('반려견', 2)"
4736,"('다혜씨', 2)"
4737,"('연평해전', 2)"
4738,"('보상금', 2)"
4739,"('하위', 2)"
4740,"('변심', 2)"
4741,"('강공', 2)"
4742,"('번복', 2)"
4743,"('조성렬', 2)"
4744,"('최단', 2)"
4745,"('차려', 2)"
4746,"('솔로몬', 2)"
4747,"('강북', 2)"
4748,"('야경', 2)"
4749,"('발족', 2)"
4750,"('주승용', 2)"
4751,"('케냐', 2)"
4752,"('학', 2)"
4753,"('보호무역', 2)"
4754,"('전담', 2)"
4755,"('이주영', 2)"
4756,"('박찬종', 2)"
4757,"('이용구', 2)"
4758,"('김성원', 2)"
4759,"('일선', 2)"
4760,"('사지', 2)"
4761,"('영등포', 2)"
4762,"('파장', 2)"
4763,"('쌍용차', 2)"
4764,"('마힌드라', 2)"
4765,"('기일', 2)"
4766,"('먹기', 2)"
4767,"('박관용', 2)"
4768,"('사인', 2)"
4769,"('부회장', 2)"
4770,"('지하철', 2)"
4771,"('월', 2)"
4772,"('깡패', 2)"
4773,"('사한국', 2)"
4774,"('고비', 2)"
4775,"('베를린', 2)"
4776,"('무드', 2)"
4777,"('스타트', 2)"
4778,"('비빔밥', 2)"
4779,"('안동', 2)"
4780,"('호감', 2)"
4781,"('분당', 2)"
4782,"('국회사무처', 2)"
4783,"('짐', 2)"
4784,"('신혼부부', 2)"
4785,"('주거', 2)"
4786,"('이동식', 2)"
4787,"('심복', 2)"
4788,"('진문', 2)"
4789,"('바짝', 2)"
4790,"('남주홍', 2)"
4791,"('농구대회', 2)"
4792,"('부터', 2)"
4793,"('선심', 2)"
4794,"('흙', 2)"
4795,"('염치', 2)"
4796,"('감자', 2)"
4797,"('공수', 2)"
4798,"('인증샷', 2)"
4799,"('판이', 2)"
4800,"('미얀마', 2)"
4801,"('실각', 2)"
4802,"('상선', 2)"
4803,"('공통', 2)"
4804,"('나중', 2)"
4805,"('가까이', 2)"
4806,"('암시', 2)"
4807,"('무비', 2)"
4808,"('초반', 2)"
4809,"('도달', 2)"
4810,"('아이돌', 2)"
4811,"('플라스틱', 2)"
4812,"('유네스코', 2)"
4813,"('노역', 2)"
4814,"('호주', 2)"
4815,"('큰소리', 2)"
4816,"('란코프', 2)"
4817,"('한노총', 2)"
4818,"('문책', 2)"
4819,"('채무', 2)"
4820,"('유발', 2)"
4821,"('란', 2)"
4822,"('정통', 2)"
4823,"('손발', 2)"
4824,"('경실련', 2)"
4825,"('뭉치', 2)"
4826,"('징', 2)"
4827,"('비율', 2)"
4828,"('건립', 2)"
4829,"('초계기', 2)"
4830,"('포세이돈', 2)"
4831,"('매국노', 2)"
4832,"('광기', 2)"
4833,"('영남권', 2)"
4834,"('지드래곤', 2)"
4835,"('나무', 2)"
4836,"('상자', 2)"
4837,"('어른', 2)"
4838,"('내각제', 2)"
4839,"('타의', 2)"
4840,"('산업화', 2)"
4841,"('우해', 2)"
4842,"('각계', 2)"
4843,"('이완구', 2)"
4844,"('장본인', 2)"
4845,"('족적', 2)"
4846,"('듯이', 2)"
4847,"('태업', 2)"
4848,"('준장', 2)"
4849,"('엄정', 2)"
4850,"('집안', 2)"
4851,"('망령', 2)"
4852,"('노영민', 2)"
4853,"('중대사', 2)"
4854,"('의성', 2)"
4855,"('막내', 2)"
4856,"('쥐', 2)"
4857,"('갱생', 2)"
4858,"('에어컨', 2)"
4859,"('농업', 2)"
4860,"('학원', 2)"
4861,"('물의', 2)"
4862,"('평통', 2)"
4863,"('이지수', 2)"
4864,"('부메랑', 2)"
4865,"('서청원', 2)"
4866,"('붙이', 2)"
4867,"('비극', 2)"
4868,"('측위', 2)"
4869,"('스트롱맨', 2)"
4870,"('인프라', 2)"
4871,"('과오', 2)"
4872,"('앞잡이', 2)"
4873,"('사이코패스', 2)"
4874,"('나야', 2)"
4875,"('전멸', 2)"
4876,"('개탄', 2)"
4877,"('고무', 2)"
4878,"('허물', 2)"
4879,"('공화당', 2)"
4880,"('목청', 2)"
4881,"('혈맹', 2)"
4882,"('인구', 2)"
4883,"('업적', 2)"
4884,"('주화', 2)"
4885,"('조선반도', 2)"
4886,"('푹', 2)"
4887,"('도나', 2)"
4888,"('기초자치단체장', 2)"
4889,"('득', 2)"
4890,"('쓰나미', 2)"
4891,"('교실', 2)"
4892,"('독식', 2)"
4893,"('관악구', 2)"
4894,"('들것', 2)"
4895,"('전북도지사', 2)"
4896,"('전남도지사', 2)"
4897,"('삼수', 2)"
4898,"('어깨', 2)"
4899,"('번역', 2)"
4900,"('농락', 2)"
4901,"('곳도', 2)"
4902,"('석권', 2)"
4903,"('백의종군', 2)"
4904,"('기운', 2)"
4905,"('당적', 2)"
4906,"('아성', 2)"
4907,"('수업', 2)"
4908,"('민병희', 2)"
4909,"('보답', 2)"
4910,"('고흥', 2)"
4911,"('현관', 2)"
4912,"('해남', 2)"
4913,"('군정', 2)"
4914,"('완패', 2)"
4915,"('동평', 2)"
4916,"('울진', 2)"
4917,"('순천', 2)"
4918,"('구례', 2)"
4919,"('이재준', 2)"
4920,"('김병', 2)"
4921,"('영양', 2)"
4922,"('류', 2)"
4923,"('한우', 2)"
4924,"('진안', 2)"
4925,"('성원', 2)"
4926,"('성향', 2)"
4927,"('입지', 2)"
4928,"('치명상', 2)"
4929,"('송언석', 2)"
4930,"('경합', 2)"
4931,"('김기현', 2)"
4932,"('단양', 2)"
4933,"('김명', 2)"
4934,"('해운', 2)"
4935,"('윤준호', 2)"
4936,"('오중', 2)"
4937,"('용지', 2)"
4938,"('무효표', 2)"
4939,"('의향', 2)"
4940,"('홍보물', 2)"
4941,"('재능', 2)"
4942,"('영화로', 2)"
4943,"('곧바로', 2)"
4944,"('학력', 2)"
4945,"('공부', 2)"
4946,"('횡설수설', 2)"
4947,"('세계사', 2)"
4948,"('미풍', 2)"
4949,"('서면', 2)"
4950,"('고등학교', 2)"
4951,"('교장', 2)"
4952,"('철통', 2)"
4953,"('갑호', 2)"
4954,"('남선', 2)"
4955,"('김주성', 2)"
4956,"('수구', 2)"
4957,"('빨갱이', 2)"
4958,"('소갈비', 2)"
4959,"('조림', 2)"
4960,"('판타지영화', 2)"
4961,"('은닉', 2)"
4962,"('청주', 2)"
4963,"('기호', 2)"
4964,"('창원시', 2)"
4965,"('치매', 2)"
4966,"('넥타이', 2)"
4967,"('전하', 2)"
4968,"('신분증', 2)"
4969,"('엄지', 2)"
4970,"('뒷전', 2)"
4971,"('여파', 2)"
4972,"('독사진', 2)"
4973,"('조식', 2)"
4974,"('하란', 2)"
4975,"('스토킹', 2)"
4976,"('화법', 2)"
4977,"('상석', 2)"
4978,"('군함', 2)"
4979,"('쟁탈전', 2)"
4980,"('망원', 2)"
4981,"('김찍박', 2)"
4982,"('수험생', 2)"
4983,"('공군기지', 2)"
4984,"('부천', 2)"
4985,"('로이터', 2)"
4986,"('오늘밤', 2)"
4987,"('항쟁', 2)"
4988,"('도우', 2)"
4989,"('려', 2)"
4990,"('참매', 2)"
4991,"('개봉', 2)"
4992,"('바닥', 2)"
4993,"('톡톡', 2)"
4994,"('불꽃', 2)"
4995,"('권영세', 2)"
4996,"('큰절', 2)"
4997,"('역전승', 2)"
4998,"('괴산', 2)"
4999,"('밀월', 2)"
5000,"('날선', 2)"
5001,"('주진우', 2)"
5002,"('양', 2)"
5003,"('주권', 2)"
5004,"('김경진', 2)"
5005,"('권기창', 2)"
5006,"('근접', 2)"
5007,"('재일교포', 2)"
5008,"('극도', 2)"
5009,"('밀착', 2)"
5010,"('염태영', 2)"
5011,"('떼', 2)"
5012,"('어린이집', 2)"
5013,"('진의장', 2)"
5014,"('밀회', 2)"
5015,"('장애등급', 2)"
5016,"('독려', 2)"
5017,"('공짜', 2)"
5018,"('봉급', 2)"
5019,"('균형', 2)"
5020,"('경악', 2)"
5021,"('봉화', 2)"
5022,"('뇌물수수', 2)"
5023,"('언론사', 2)"
5024,"('방과후', 2)"
5025,"('입시', 2)"
5026,"('나름', 2)"
5027,"('감정', 2)"
5028,"('극심', 2)"
5029,"('건강검진', 2)"
5030,"('요새', 2)"
5031,"('매달', 2)"
5032,"('한나라당', 2)"
5033,"('헌신', 2)"
5034,"('결코', 2)"
5035,"('동부', 2)"
5036,"('앵커', 2)"
5037,"('전북지사', 2)"
5038,"('전주시', 2)"
5039,"('공기', 2)"
5040,"('필수', 2)"
5041,"('코스', 2)"
5042,"('완공', 2)"
5043,"('김수길', 2)"
5044,"('모드', 2)"
5045,"('방송사', 2)"
5046,"('데이트', 2)"
5047,"('가평', 2)"
5048,"('제정', 2)"
5049,"('명부', 2)"
5050,"('천문학', 2)"
5051,"('빅', 2)"
5052,"('온건', 2)"
5053,"('열흘', 2)"
5054,"('포항시', 2)"
5055,"('충남도', 2)"
5056,"('승자', 2)"
5057,"('밭갈이', 2)"
5058,"('봇물', 2)"
5059,"('실리', 2)"
5060,"('혼전', 2)"
5061,"('꼬리뼈', 2)"
5062,"('골절', 2)"
5063,"('약점', 2)"
5064,"('줄다리기', 2)"
5065,"('방관', 2)"
5066,"('완', 2)"
5067,"('폭격', 2)"
5068,"('모시', 2)"
5069,"('병행', 2)"
5070,"('조명록', 2)"
5071,"('불협화음', 2)"
5072,"('혐오', 2)"
5073,"('회초리', 2)"
5074,"('혈육', 2)"
5075,"('폭발사고', 2)"
5076,"('굴', 2)"
5077,"('궤멸', 2)"
5078,"('개울물', 2)"
5079,"('권해', 2)"
5080,"('카페', 2)"
5081,"('반론', 2)"
5082,"('똑바로', 2)"
5083,"('조총련', 2)"
5084,"('다행', 2)"
5085,"('숭숭', 2)"
5086,"('도끼', 2)"
5087,"('만행', 2)"
5088,"('박종진', 2)"
5089,"('구령', 2)"
5090,"('애호', 2)"
5091,"('홈피', 2)"
5092,"('돈세탁', 2)"
5093,"('기류', 2)"
5094,"('통방', 2)"
5095,"('위선', 2)"
5096,"('백원우', 2)"
5097,"('돌발', 2)"
5098,"('대한제국', 2)"
5099,"('기자실', 2)"
5100,"('계승', 2)"
5101,"('전시관', 2)"
5102,"('개관', 2)"
5103,"('홍문종', 2)"
5104,"('공소', 2)"
5105,"('시효', 2)"
5106,"('분명', 2)"
5107,"('촌', 2)"
5108,"('카자흐', 2)"
5109,"('기습', 2)"
5110,"('모략', 2)"
5111,"('흥정', 2)"
5112,"('남일', 2)"
5113,"('방증', 2)"
5114,"('플랫폼', 2)"
5115,"('뭐기', 2)"
5116,"('베일', 2)"
5117,"('차남', 2)"
5118,"('주의자', 2)"
5119,"('도청', 2)"
5120,"('허들', 2)"
5121,"('멸', 2)"
5122,"('김종대', 2)"
5123,"('주제', 2)"
5124,"('행복', 2)"
5125,"('삼은', 2)"
5126,"('연례', 2)"
5127,"('페리', 2)"
5128,"('명문', 2)"
5129,"('자식', 2)"
5130,"('쌍욕', 2)"
5131,"('반역', 2)"
5132,"('처사', 2)"
5133,"('폐쇄쇼', 2)"
5134,"('폭증', 2)"
5135,"('지형', 2)"
5136,"('성역', 2)"
5137,"('장밋빛', 2)"
5138,"('명명백백', 2)"
5139,"('김제동', 2)"
5140,"('기승', 2)"
5141,"('소련', 2)"
5142,"('사국', 2)"
5143,"('콘크리트', 2)"
5144,"('플랜', 2)"
5145,"('패키지', 2)"
5146,"('각오', 2)"
5147,"('포커스', 2)"
5148,"('개점휴업', 2)"
5149,"('송도', 2)"
5150,"('콸콸', 2)"
5151,"('유인태', 2)"
5152,"('로키', 2)"
5153,"('노숙', 2)"
5154,"('업종', 2)"
5155,"('박사', 2)"
5156,"('면선', 2)"
5157,"('특필', 2)"
5158,"('미제', 2)"
5159,"('도록', 2)"
5160,"('항구', 2)"
5161,"('정상외교', 2)"
5162,"('급파', 2)"
5163,"('전락', 2)"
5164,"('젊은이', 2)"
5165,"('족', 2)"
5166,"('생화학', 2)"
5167,"('깁스', 2)"
5168,"('들개', 2)"
5169,"('배수진', 2)"
5170,"('파업', 2)"
5171,"('화가', 2)"
5172,"('시련', 2)"
5173,"('충정', 2)"
5174,"('랩터', 2)"
5175,"('힐', 2)"
5176,"('대기발령', 2)"
5177,"('급부', 2)"
5178,"('방지법', 2)"
5179,"('맹약', 2)"
5180,"('부금', 2)"
5181,"('소령', 2)"
5182,"('감격', 2)"
5183,"('혈', 2)"
5184,"('스타일', 2)"
5185,"('공터', 2)"
5186,"('가득', 2)"
5187,"('소독', 2)"
5188,"('안경', 2)"
5189,"('숨', 2)"
5190,"('그림', 2)"
5191,"('거수경례', 2)"
5192,"('다드', 2)"
5193,"('가기', 2)"
5194,"('력사', 2)"
5195,"('속죄', 2)"
5196,"('탈락', 2)"
5197,"('최민희', 2)"
5198,"('게양', 2)"
5199,"('과잉', 2)"
5200,"('배달', 2)"
5201,"('각도', 2)"
5202,"('도대체', 2)"
5203,"('그린', 2)"
5204,"('윤이상', 2)"
5205,"('계좌', 2)"
5206,"('국민권익위', 2)"
5207,"('김영우', 2)"
5208,"('돌진', 2)"
5209,"('메', 2)"
5210,"('배짱', 2)"
5211,"('빅뱅', 2)"
5212,"('아침', 2)"
5213,"('검색어', 2)"
5214,"('여론몰이', 2)"
5215,"('모바일', 2)"
5216,"('등급', 2)"
5217,"('연상', 2)"
5218,"('주체', 2)"
5219,"('핵시험', 2)"
5220,"('평의회', 2)"
5221,"('책상', 2)"
5222,"('고무줄', 2)"
5223,"('잣', 2)"
5224,"('축복', 2)"
5225,"('블로그', 2)"
5226,"('국조', 2)"
5227,"('대죄', 2)"
5228,"('질질', 2)"
5229,"('면접', 2)"
5230,"('발레', 2)"
5231,"('리본', 2)"
5232,"('금수산태양궁전', 2)"
5233,"('표어', 2)"
5234,"('탈출', 2)"
5235,"('역공', 2)"
5236,"('마녀사냥', 2)"
5237,"('마스크', 2)"
5238,"('유령', 2)"
5239,"('이성', 2)"
5240,"('허락', 2)"
5241,"('잠적', 2)"
5242,"('정성', 2)"
5243,"('세탁', 2)"
5244,"('고액', 2)"
5245,"('공무', 2)"
5246,"('항공사', 2)"
5247,"('퇴직금', 2)"
5248,"('영내', 2)"
5249,"('지수', 2)"
5250,"('국내선', 2)"
5251,"('멘토', 2)"
5252,"('수상한', 2)"
5253,"('솔솔', 2)"
5254,"('슬로바키아', 2)"
5255,"('공적', 2)"
5256,"('추대', 2)"
5257,"('충', 2)"
5258,"('이주열', 2)"
5259,"('이글', 2)"
5260,"('대표자', 2)"
5261,"('목동', 2)"
5262,"('비수', 2)"
5263,"('보은', 2)"
5264,"('장님', 2)"
5265,"('우즈벡', 2)"
5266,"('폄훼', 2)"
5267,"('칠곡', 2)"
5268,"('중기', 2)"
5269,"('특수부대', 2)"
5270,"('피날레', 2)"
5271,"('이목희', 2)"
5272,"('넋', 2)"
5273,"('율촌', 2)"
5274,"('백', 2)"
5275,"('배출', 2)"
5276,"('독수리', 2)"
5277,"('해결사', 2)"
5278,"('소재', 2)"
5279,"('술값', 2)"
5280,"('공직선거법', 2)"
5281,"('휴전선', 2)"
5282,"('국경', 2)"
5283,"('검찰총장', 2)"
5284,"('압록강', 2)"
5285,"('바흐', 2)"
5286,"('금호', 2)"
5287,"('타이어', 2)"
5288,"('환율', 2)"
5289,"('우스', 2)"
5290,"('윤석열', 2)"
5291,"('가격', 2)"
5292,"('고가', 2)"
5293,"('상반기', 2)"
5294,"('쏙', 2)"
5295,"('일절', 2)"
5296,"('불쌍', 2)"
5297,"('전안', 2)"
5298,"('장막', 2)"
5299,"('강산에', 2)"
5300,"('김광민', 2)"
5301,"('베이징역', 2)"
5302,"('구태', 2)"
5303,"('거꾸로', 2)"
5304,"('주춤', 2)"
5305,"('흉흉', 2)"
5306,"('왕실', 2)"
5307,"('지로', 2)"
5308,"('바다', 2)"
5309,"('무마', 2)"
5310,"('후송', 2)"
5311,"('고려항공', 2)"
5312,"('하향', 2)"
5313,"('잔인', 2)"
5314,"('정무수석', 2)"
5315,"('뿔', 2)"
5316,"('백지영', 2)"
5317,"('연탄가스', 2)"
5318,"('국장', 2)"
5319,"('탐색', 2)"
5320,"('이인영', 2)"
5321,"('기본권', 2)"
5322,"('만장일치', 2)"
5323,"('이라크', 2)"
5324,"('가산', 2)"
5325,"('제설', 2)"
5326,"('팽팽', 2)"
5327,"('공석', 2)"
5328,"('곳간', 2)"
5329,"('수교', 2)"
5330,"('정경', 2)"
5331,"('천영우', 2)"
5332,"('폐단', 2)"
5333,"('출두', 2)"
5334,"('임제', 2)"
5335,"('이용호', 2)"
5336,"('손금', 2)"
5337,"('나이스', 2)"
5338,"('녀', 2)"
5339,"('홀', 2)"
5340,"('재무', 2)"
5341,"('개항', 2)"
5342,"('천국', 2)"
5343,"('모의', 2)"
5344,"('강간', 2)"
5345,"('각본', 2)"
5346,"('일지', 2)"
5347,"('셔틀', 2)"
5348,"('본관', 2)"
5349,"('단절', 2)"
5350,"('이윤택', 2)"
5351,"('황준', 2)"
5352,"('씨', 2)"
5353,"('만찬회', 2)"
5354,"('폭발물', 2)"
5355,"('구획', 2)"
5356,"('포석', 2)"
5357,"('이원집정부제', 2)"
5358,"('악용', 2)"
5359,"('효상', 2)"
5360,"('우리땅', 2)"
5361,"('청소', 2)"
5362,"('울릉도', 2)"
5363,"('현행', 2)"
5364,"('묵고', 2)"
5365,"('류옌둥', 2)"
5366,"('짝', 2)"
5367,"('전진교', 2)"
5368,"('청계', 2)"
5369,"('굴종', 2)"
5370,"('우회', 2)"
5371,"('그것', 2)"
5372,"('김훈', 2)"
5373,"('중위', 2)"
5374,"('제일', 2)"
5375,"('발행', 2)"
5376,"('언론보도', 2)"
5377,"('애로', 2)"
5378,"('손톱', 2)"
5379,"('수뇌', 2)"
5380,"('두만강', 2)"
5381,"('안내', 2)"
5382,"('변호인', 2)"
5383,"('성빈', 2)"
5384,"('본의', 2)"
5385,"('방송국', 2)"
5386,"('노르웨이', 2)"
5387,"('삼판', 2)"
5388,"('사망자', 2)"
5389,"('청렴', 2)"
5390,"('푸른', 2)"
5391,"('리셉션', 2)"
5392,"('요리', 2)"
5393,"('음식', 2)"
5394,"('월드', 2)"
5395,"('이중', 2)"
5396,"('유화', 2)"
5397,"('잉크', 2)"
5398,"('기석', 2)"
5399,"('표창원', 2)"
5400,"('여유만만', 2)"
5401,"('만경봉', 2)"
5402,"('척추', 2)"
5403,"('잔칫집', 2)"
5404,"('김현미', 2)"
5405,"('무리', 2)"
5406,"('유전', 2)"
5407,"('이학재', 2)"
5408,"('김부자', 2)"
5409,"('배신자', 2)"
5410,"('민평', 2)"
5411,"('신원', 2)"
5412,"('버버리', 2)"
5413,"('행차', 2)"
5414,"('상용', 2)"
5415,"('쇼통', 2)"
5416,"('비슷', 2)"
5417,"('도우미', 2)"
5418,"('자유민주', 2)"
5419,"('한화', 2)"
5420,"('큐셀', 2)"
5421,"('왼쪽', 2)"
5422,"('서지현', 2)"
5423,"('외빈', 2)"
5424,"('배덕광', 2)"
5425,"('이어도', 2)"
5426,"('부제', 2)"
5427,"('보강', 2)"
5428,"('생명', 2)"
5429,"('전야제', 2)"
5430,"('상견례', 2)"
5431,"('정보원', 2)"
5432,"('용도', 2)"
5433,"('자구', 2)"
5434,"('쪽지', 2)"
5435,"('미소', 2)"
5436,"('구원', 2)"
5437,"('공신', 2)"
5438,"('스카이', 2)"
5439,"('베이', 2)"
5440,"('경포', 2)"
5441,"('골목', 2)"
5442,"('박인숙', 2)"
5443,"('문슬람', 2)"
5444,"('안착', 2)"
5445,"('코인', 2)"
5446,"('비트코인', 2)"
5447,"('귀신', 2)"
5448,"('원년', 2)"
5449,"('모란봉', 2)"
5450,"('경찰대', 2)"
5451,"('정호영', 2)"
5452,"('동탁', 2)"
5453,"('토벌', 2)"
5454,"('지하철역', 2)"
5455,"('담보', 2)"
5456,"('체재비', 2)"
5457,"('류여해', 2)"
5458,"('초안', 2)"
5459,"('반환', 2)"
5460,"('균열', 2)"
5461,"('아크', 2)"
5462,"('합치', 2)"
5463,"('햇볕정책', 2)"
5464,"('혈안', 2)"
5465,"('유영', 2)"
5466,"('쇄빙선', 2)"
5467,"('의존', 2)"
5468,"('결별', 2)"
5469,"('신년인사', 2)"
5470,"('공헌', 1)"
5471,"('컨설팅', 1)"
5472,"('미신', 1)"
5473,"('차이점', 1)"
5474,"('트와이스', 1)"
5475,"('탄도미사일', 1)"
5476,"('수익금', 1)"
5477,"('여진', 1)"
5478,"('철상', 1)"
5479,"('전통문화', 1)"
5480,"('일주일', 1)"
5481,"('새끼', 1)"
5482,"('마리', 1)"
5483,"('굴착기', 1)"
5484,"('백록담', 1)"
5485,"('무인기', 1)"
5486,"('어벤저', 1)"
5487,"('우익', 1)"
5488,"('당파', 1)"
5489,"('국도', 1)"
5490,"('고조', 1)"
5491,"('인내심', 1)"
5492,"('폴란드', 1)"
5493,"('주산', 1)"
5494,"('절망', 1)"
5495,"('옥죄기', 1)"
5496,"('이익공유제', 1)"
5497,"('갈수록', 1)"
5498,"('후배', 1)"
5499,"('찬제', 1)"
5500,"('위국헌신상', 1)"
5501,"('아집', 1)"
5502,"('신동', 1)"
5503,"('오스트리아', 1)"
5504,"('주더', 1)"
5505,"('백선엽', 1)"
5506,"('전우', 1)"
5507,"('불감', 1)"
5508,"('청고', 1)"
5509,"('백종원', 1)"
5510,"('미련', 1)"
5511,"('야전', 1)"
5512,"('천거', 1)"
5513,"('직서', 1)"
5514,"('해촉', 1)"
5515,"('코앞', 1)"
5516,"('순항', 1)"
5517,"('안민석', 1)"
5518,"('학자', 1)"
5519,"('착취', 1)"
5520,"('포스텍', 1)"
5521,"('박태준', 1)"
5522,"('제수', 1)"
5523,"('입금', 1)"
5524,"('벼르던', 1)"
5525,"('훈련기', 1)"
5526,"('통문', 1)"
5527,"('묵언', 1)"
5528,"('원형', 1)"
5529,"('로버트', 1)"
5530,"('복판', 1)"
5531,"('동양', 1)"
5532,"('결사', 1)"
5533,"('바라지', 1)"
5534,"('자강', 1)"
5535,"('원점', 1)"
5536,"('등질', 1)"
5537,"('의사결정', 1)"
5538,"('타지키스탄', 1)"
5539,"('박용진', 1)"
5540,"('직스', 1)"
5541,"('뻥튀기', 1)"
5542,"('제지', 1)"
5543,"('사거리', 1)"
5544,"('남녘', 1)"
5545,"('절세', 1)"
5546,"('위인', 1)"
5547,"('흠모', 1)"
5548,"('허왕후', 1)"
5549,"('기공식', 1)"
5550,"('개월여', 1)"
5551,"('타깃', 1)"
5552,"('염수정', 1)"
5553,"('추기경', 1)"
5554,"('북하면', 1)"
5555,"('조선업', 1)"
5556,"('폼', 1)"
5557,"('칙', 1)"
5558,"('사과문', 1)"
5559,"('포드', 1)"
5560,"('로베스피에르', 1)"
5561,"('재미', 1)"
5562,"('깨달', 1)"
5563,"('골재', 1)"
5564,"('이임', 1)"
5565,"('공제', 1)"
5566,"('신동방', 1)"
5567,"('한시', 1)"
5568,"('예법', 1)"
5569,"('물방울', 1)"
