,단어명,빈도수
1039,부대,5
1040,신도,5
1041,분,5
1042,무,5
1043,용,5
1044,날씨,5
1045,물질,5
1046,증인,5
1047,해소,5
1048,공동,5
1049,차별,5
1050,제기,5
1051,최유정,5
1052,셜록,5
1053,마당,5
1054,연장,5
1055,지목,5
1056,게시판,5
1057,책,5
1058,고령,5
1059,진보,5
1060,퇴사,5
1061,체류,5
1062,헌재,5
1063,추돌사고,5
1064,이용,5
1065,기억,5
1066,과실,5
1067,선거법,5
1068,통화,5
1069,대출,5
1070,폭언,5
1071,요양,5
1072,변호인,5
1073,사무장,5
1074,건보,5
1075,실태,5
1076,수출,5
1077,금고,5
1078,역주행,5
1079,제작,5
1080,드론,5
1081,유흥,5
1082,직업,5
1083,진료,5
1084,조폭,5
1085,직권남용,5
1086,욕,5
1087,당첨,5
1088,정체,5
1089,온,5
1090,문자,5
1091,남녀,5
1092,광장,5
1093,황민,5
1094,수감,5
1095,설립,5
1096,불허,5
1097,자진,5
1098,전자담배,5
1099,해킹,5
1100,경주,5
1101,윤리,5
1102,뿔,5
1103,가입,5
1104,옷,5
1105,유튜브,5
1106,대비,5
1107,스마트,5
1108,창업,5
1109,개최,5
1110,강력,5
1111,복구,5
1112,사이판,5
1113,원,5
1114,임금,5
1115,가을,5
1116,단풍,5
1117,식품,5
1118,피살,5
1119,연금,5
1120,정신병원,5
1121,공지영,5
1122,대낮,5
1123,생리대,5
1124,접근,5
1125,등산,5
1126,남궁,5
1127,반려,5
1128,업계,5
1129,도도,5
1130,이국,5
1131,헬기,5
1132,국감,5
1133,구멍,5
1134,상처,5
1135,보기,5
1136,아동학대,5
1137,여경,5
1138,낙찰,5
1139,미성년,5
1140,탱크,5
1141,수학,4
1142,머리,4
1143,측정,4
1144,손상,4
1145,홍대,4
1146,전부,4
1147,익사,4
1148,당한,4
1149,부당,4
1150,법무부,4
1151,요금,4
1152,실체,4
1153,여중생,4
1154,분통,4
1155,현,4
1156,출근,4
1157,합격,4
1158,찬,4
1159,불가,4
1160,영역,4
1161,노래방,4
1162,계단,4
1163,형사,4
1164,응원,4
1165,해상,4
1166,나무,4
1167,비용,4
1168,재난,4
1169,찬반,4
1170,유지,4
1171,시간,4
1172,열띤,4
1173,대박,4
1174,일제,4
1175,탄력,4
1176,수단,4
1177,물,4
1178,형량,4
1179,얼마나,4
1180,서민,4
1181,민주주의,4
1182,위헌,4
1183,오류,4
1184,생활,4
1185,무엇,4
1186,양육,4
1187,훈련,4
1188,민주당,4
1189,임산부,4
1190,갑론,4
1191,박,4
1192,급식,4
1193,박상기,4
1194,부족,4
1195,민주,4
1196,노총,4
1197,진단,4
1198,대처,4
1199,권한,4
1200,후배,4
1201,제안,4
1202,춘천,4
1203,소주,4
1204,정답,4
1205,나라,4
1206,봉투,4
1207,조현,4
1208,동원,4
1209,일선,4
1210,불안감,4
1211,치안,4
1212,임원,4
1213,스토킹,4
1214,보건,4
1215,카톡,4
1216,감시,4
1217,토론회,4
1218,대학교,4
1219,불안,4
1220,계층,4
1221,조희연,4
1222,본격,4
1223,파면,4
1224,끌,4
1225,시효,4
1226,퇴학,4
1227,증,4
1228,동포,4
1229,명동,4
1230,음성,4
1231,고교생,4
1232,기부,4
1233,여행객,4
1234,원료,4
1235,유력,4
1236,운영자,4
1237,인격,4
1238,보험금,4
1239,타,4
1240,골퍼,4
1241,절차,4
1242,비정규직,4
1243,납품,4
1244,교장,4
1245,거짓말,4
1246,사무실,4
1247,드루,4
1248,여권,4
1249,희망,4
1250,불가피,4
1251,사이,4
1252,생방송,4
1253,저작권,4
1254,편의점,4
1255,제정,4
1256,사흘,4
1257,범죄자,4
1258,반복,4
1259,역행,4
1260,카드,4
1261,온라인,4
1262,방법,4
1263,강간,4
1264,저,4
1265,서지현,4
1266,결식,4
1267,남북,4
1268,방문,4
1269,무슨,4
1270,천안,4
1271,정비,4
1272,김기춘,4
1273,현대차,4
1274,워마드,4
1275,무상급식,4
1276,차로,4
1277,지구대,4
1278,요,4
1279,철거,4
1280,동거,4
1281,수시,4
1282,보석,4
1283,초등학교,4
1284,중인,4
1285,입시,4
1286,이창민,4
1287,은행,4
1288,기도,4
1289,실효,4
1290,우선,4
1291,주차장,4
1292,수협,4
1293,골,4
1294,현실,4
1295,방화,4
1296,예상,4
1297,사생활,4
1298,한전,4
1299,방송,4
1300,척,4
1301,새벽,4
1302,교체,4
1303,준치,4
1304,초과,4
1305,신발,4
1306,희생,4
1307,보험료,4
1308,생중계,4
1309,공세,4
1310,패소,4
1311,하태경,4
1312,특혜,4
1313,고려,4
1314,국정원,4
1315,존재,4
1316,감금,4
1317,업주,4
1318,게시,4
1319,신설,4
1320,실탄,4
1321,일본인,4
1322,불기소,4
1323,이틀,4
1324,해당,4
1325,지구,4
1326,항,4
1327,유사,4
1328,잠적,4
1329,체,4
1330,귀농,4
1331,타고,4
1332,마지막,4
1333,무차별,4
1334,물결,4
1335,목표,4
1336,운동,4
1337,국회의원,4
1338,경,4
1339,품,4
1340,국정,4
1341,빨,4
1342,엽기,4
1343,남부,4
1344,문,4
1345,수상한,4
1346,모욕,4
1347,셔츠,4
1348,치,4
1349,전화,4
1350,제대로,4
1351,항원,4
1352,도둑질,4
1353,통해,4
1354,정규직,4
1355,금융,4
1356,지하철역,4
1357,누군가,4
1358,강원,4
1359,일회용,4
1360,권리,4
1361,김관진,4
1362,가능,4
1363,투표,4
1364,흔적,4
1365,유가족,4
1366,중고,4
1367,행태,4
1368,어머니,4
1369,월,4
1370,간판,4
1371,심의,4
1372,은혜,4
1373,게임,4
1374,밀수,4
1375,담당,4
1376,가담,4
1377,엄정,4
1378,보복,4
1379,곤란,4
1380,예술,4
1381,취준생,4
1382,현금,4
1383,금은,4
1384,할아버지,4
1385,치매,4
1386,정신질환,4
1387,책임자,4
1388,행진,4
1389,금품,4
1390,부작용,4
1391,땅,4
1392,마비,4
1393,노력,4
1394,퇴근,4
1395,악취,4
1396,구한,4
1397,헤미넴,4
1398,소통,4
1399,입찰,4
1400,소유,4
1401,론,4
1402,정치권,4
1403,단계,4
1404,관용,4
1405,필로폰,4
1406,이익,4
1407,원룸,4
1408,희귀,4
1409,후보,4
1410,지정,4
1411,여고생,4
1412,기,4
1413,인력,4
1414,꿈,4
1415,디지털,4
