,사회단어
9133,"('음압', 1)"
9134,"('결코', 1)"
9135,"('보잉', 1)"
9136,"('항공우주', 1)"
9137,"('달샤벳', 1)"
9138,"('경찰특공대', 1)"
9139,"('불청', 1)"
9140,"('부재', 1)"
9141,"('김윤태', 1)"
9142,"('중남미', 1)"
9143,"('타자', 1)"
9144,"('필드', 1)"
9145,"('흥분', 1)"
9146,"('부숴', 1)"
9147,"('멀쩡', 1)"
9148,"('솔깃', 1)"
9149,"('부인과', 1)"
9150,"('파쇄', 1)"
9151,"('고하', 1)"
9152,"('막론', 1)"
9153,"('동작', 1)"
9154,"('상도동', 1)"
9155,"('촘촘', 1)"
9156,"('짤', 1)"
9157,"('파생상품', 1)"
9158,"('밀레니엄', 1)"
9159,"('너트', 1)"
9160,"('기둥', 1)"
9161,"('개량', 1)"
9162,"('고궁', 1)"
9163,"('스몸비', 1)"
9164,"('안양시', 1)"
9165,"('건널목', 1)"
9166,"('서자', 1)"
9167,"('창동역', 1)"
9168,"('쿠웨이트', 1)"
9169,"('중정부', 1)"
9170,"('대합실', 1)"
9171,"('악취', 1)"
9172,"('예외', 1)"
9173,"('금주', 1)"
9174,"('고비', 1)"
9175,"('감염병', 1)"
9176,"('정은경', 1)"
9177,"('홋카이도', 1)"
9178,"('동작구', 1)"
9179,"('추후', 1)"
9180,"('김태영', 1)"
9181,"('백로', 1)"
9182,"('기아', 1)"
9183,"('강직', 1)"
9184,"('신군부', 1)"
9185,"('스퀘어', 1)"
9186,"('종로타워', 1)"
9187,"('타운하우스', 1)"
9188,"('압록강', 1)"
9189,"('어쩌면', 1)"
9190,"('전혜린', 1)"
9191,"('폐인', 1)"
9192,"('리버풀', 1)"
9193,"('첨밀밀', 1)"
9194,"('최진기', 1)"
9195,"('능동', 1)"
9196,"('엔딩', 1)"
9197,"('퓨어', 1)"
9198,"('잡초', 1)"
9199,"('김규철', 1)"
9200,"('원진', 1)"
9201,"('프로모션', 1)"
9202,"('국법', 1)"
9203,"('섹시', 1)"
9204,"('버트', 1)"
9205,"('사진기', 1)"
9206,"('길조', 1)"
9207,"('해진', 1)"
9208,"('백신애', 1)"
9209,"('이영환', 1)"
9210,"('리그', 1)"
9211,"('동굴', 1)"
9212,"('쇠망치', 1)"
9213,"('다석', 1)"
9214,"('흙막이', 1)"
9215,"('가도', 1)"
9216,"('확충', 1)"
9217,"('부정승차', 1)"
9218,"('지지율', 1)"
9219,"('올빼미', 1)"
9220,"('버스승강장', 1)"
9221,"('증거인멸죄', 1)"
9222,"('완진', 1)"
9223,"('사하나', 1)"
9224,"('리튬이온', 1)"
9225,"('전지', 1)"
9226,"('도색', 1)"
9227,"('점진', 1)"
9228,"('가부장', 1)"
9229,"('산물', 1)"
9230,"('묵살', 1)"
9231,"('뇌사', 1)"
9232,"('대성고', 1)"
9233,"('헬륨가스', 1)"
9234,"('아슬아슬', 1)"
9235,"('리빙랩', 1)"
9236,"('헌병', 1)"
9237,"('모터사이클', 1)"
9238,"('빅토르', 1)"
9239,"('김유정', 1)"
9240,"('김종기', 1)"
9241,"('한태숙', 1)"
9242,"('인촌', 1)"
9243,"('김승희', 1)"
9244,"('서정시', 1)"
9245,"('전숙희', 1)"
9246,"('먼지떨이', 1)"
9247,"('후예', 1)"
9248,"('동학운동', 1)"
9249,"('강수', 1)"
9250,"('부정부패', 1)"
9251,"('흥화', 1)"
9252,"('수학학원', 1)"
9253,"('소시지', 1)"
9254,"('극한', 1)"
9255,"('화염병', 1)"
9256,"('곽병훈', 1)"
9257,"('리랜드', 1)"
9258,"('임채무', 1)"
9259,"('회룡사', 1)"
9260,"('이시영', 1)"
9261,"('임화', 1)"
9262,"('문학예술', 1)"
9263,"('유강', 1)"
9264,"('박수영', 1)"
9265,"('신곡', 1)"
9266,"('박형규', 1)"
9267,"('준위', 1)"
9268,"('전입', 1)"
9269,"('월급쟁이', 1)"
9270,"('신조어', 1)"
9271,"('건우', 1)"
9272,"('바이킹', 1)"
9273,"('볼록거울', 1)"
9274,"('랍', 1)"
9275,"('영흥화력발전소', 1)"
9276,"('마라도', 1)"
9277,"('너울', 1)"
9278,"('진양호', 1)"
9279,"('목동아파트', 1)"
9280,"('일본차', 1)"
9281,"('친일파', 1)"
9282,"('사패산', 1)"
9283,"('업소', 1)"
9284,"('용산참사', 1)"
9285,"('방청', 1)"
9286,"('강비', 1)"
9287,"('서관', 1)"
9288,"('쌀딩크', 1)"
9289,"('프로레슬링', 1)"
9290,"('특별상', 1)"
9291,"('설치미술가', 1)"
9292,"('배수아', 1)"
9293,"('신명', 1)"
9294,"('춤판', 1)"
9295,"('김기만', 1)"
9296,"('자질', 1)"
9297,"('중선', 1)"
9298,"('정석', 1)"
9299,"('동작대로', 1)"
9300,"('남태령고개', 1)"
9301,"('노원구', 1)"
9302,"('논개', 1)"
9303,"('사직서', 1)"
9304,"('대용', 1)"
9305,"('정적', 1)"
9306,"('처단', 1)"
9307,"('보검', 1)"
9308,"('출시', 1)"
9309,"('심증', 1)"
9310,"('부정행위', 1)"
9311,"('확실', 1)"
9312,"('위해시', 1)"
9313,"('정명훈', 1)"
9314,"('객원', 1)"
9315,"('이인호', 1)"
9316,"('류창둥', 1)"
9317,"('골짜기', 1)"
9318,"('인프라', 1)"
9319,"('잣', 1)"
9320,"('기계로', 1)"
9321,"('보나', 1)"
9322,"('미팅', 1)"
9323,"('심술궂', 1)"
9324,"('심현섭', 1)"
9325,"('집회서', 1)"
9326,"('합격자', 1)"
9327,"('일장기', 1)"
9328,"('김학범', 1)"
9329,"('결승', 1)"
9330,"('유효', 1)"
9331,"('단결권', 1)"
9332,"('쾌거', 1)"
9333,"('최송', 1)"
9334,"('법학', 1)"
9335,"('심층', 1)"
9336,"('도시국가', 1)"
9337,"('뿐태', 1)"
9338,"('보육원', 1)"
9339,"('능사', 1)"
9340,"('마지노선', 1)"
9341,"('왕성', 1)"
9342,"('폭포', 1)"
9343,"('숙명', 1)"
9344,"('한일전', 1)"
9345,"('닭갈비', 1)"
9346,"('케밥', 1)"
9347,"('붕어빵', 1)"
9348,"('향토', 1)"
9349,"('잔뜩', 1)"
9350,"('학종', 1)"
9351,"('모가지', 1)"
9352,"('읊다', 1)"
9353,"('장수도', 1)"
9354,"('쇼팽', 1)"
9355,"('미스터', 1)"
9356,"('팩', 1)"
9357,"('정규재', 1)"
9358,"('숨기', 1)"
9359,"('거울', 1)"
9360,"('인대', 1)"
9361,"('담론', 1)"
9362,"('농부가', 1)"
9363,"('복철', 1)"
9364,"('지질', 1)"
9365,"('김상욱', 1)"
9366,"('김명현', 1)"
9367,"('삼풍백화점', 1)"
9368,"('돈데', 1)"
9369,"('라르', 1)"
9370,"('드파르디유', 1)"
9371,"('라식', 1)"
9372,"('금천구청', 1)"
9373,"('뭉', 1)"
9374,"('족쇄', 1)"
9375,"('보은', 1)"
9376,"('팀워크', 1)"
9377,"('엿새', 1)"
9378,"('위중', 1)"
9379,"('스쿠버다이버', 1)"
9380,"('조은희', 1)"
9381,"('서초구청장', 1)"
9382,"('화이트', 1)"
9383,"('산서', 1)"
9384,"('출몰', 1)"
9385,"('노영심', 1)"
9386,"('한지승', 1)"
9387,"('장각', 1)"
9388,"('샤', 1)"
9389,"('비강', 1)"
9390,"('경기대', 1)"
9391,"('강석호', 1)"
9392,"('문학가', 1)"
9393,"('수관', 1)"
9394,"('보안관', 1)"
9395,"('차라리', 1)"
9396,"('수문', 1)"
9397,"('탑골', 1)"
9398,"('이발소', 1)"
9399,"('부행', 1)"
9400,"('조기간', 1)"
9401,"('명재', 1)"
9402,"('회선', 1)"
9403,"('스페이스', 1)"
9404,"('로비텍', 1)"
9405,"('캠리', 1)"
9406,"('인천대', 1)"
9407,"('증진', 1)"
9408,"('개천', 1)"
9409,"('골수', 1)"
9410,"('이영복', 1)"
9411,"('소강', 1)"
9412,"('박명수', 1)"
9413,"('한수민', 1)"
9414,"('문지후', 1)"
9415,"('혁', 1)"
9416,"('언론정보학', 1)"
9417,"('김영나', 1)"
9418,"('도일', 1)"
9419,"('이재', 1)"
9420,"('김덕환', 1)"
9421,"('김기호', 1)"
9422,"('투톱', 1)"
9423,"('논밭', 1)"
9424,"('바다거북', 1)"
9425,"('방류', 1)"
9426,"('헌법재판소장', 1)"
9427,"('지명자', 1)"
9428,"('끌최', 1)"
9429,"('고전', 1)"
9430,"('국치길', 1)"
9431,"('개연', 1)"
9432,"('당구', 1)"
9433,"('하드웨어', 1)"
9434,"('소프트웨어', 1)"
9435,"('박용성', 1)"
9436,"('구내식당', 1)"
9437,"('도봉', 1)"
9438,"('클래스', 1)"
9439,"('다기', 1)"
9440,"('박용기', 1)"
9441,"('영감', 1)"
9442,"('금융감독원', 1)"
9443,"('뒤엎으', 1)"
9444,"('김태우', 1)"
9445,"('머그잔', 1)"
9446,"('금기', 1)"
9447,"('장대비', 1)"
9448,"('경협', 1)"
9449,"('스르', 1)"
9450,"('백년전쟁', 1)"
9451,"('하천', 1)"
9452,"('강전', 1)"
9453,"('초콜릿', 1)"
9454,"('변종', 1)"
9455,"('꼼짝', 1)"
9456,"('태전동', 1)"
9457,"('파이프', 1)"
9458,"('부양', 1)"
9459,"('우대', 1)"
9460,"('교통카드', 1)"
9461,"('건수', 1)"
9462,"('상도로', 1)"
9463,"('챔프', 1)"
9464,"('원주민', 1)"
9465,"('접목', 1)"
9466,"('창의력', 1)"
9467,"('조언', 1)"
9468,"('창의성', 1)"
9469,"('흥미', 1)"
9470,"('스튜어드', 1)"
9471,"('썸머', 1)"
9472,"('기복', 1)"
9473,"('한빛고', 1)"
9474,"('김민호', 1)"
9475,"('한국원', 1)"
9476,"('황기', 1)"
9477,"('해학', 1)"
9478,"('브로드웨이', 1)"
9479,"('희극', 1)"
9480,"('전통춤', 1)"
9481,"('상용', 1)"
9482,"('국립국어원', 1)"
9483,"('월화', 1)"
9484,"('빵집', 1)"
9485,"('토일', 1)"
9486,"('넥스', 1)"
9487,"('도박장', 1)"
9488,"('이튿날', 1)"
9489,"('모순', 1)"
9490,"('시해', 1)"
9491,"('졸림', 1)"
9492,"('에이미', 1)"
9493,"('찌웠다', 1)"
9494,"('세부', 1)"
9495,"('썰물', 1)"
9496,"('다이빙', 1)"
9497,"('목뼈', 1)"
9498,"('방탄', 1)"
9499,"('학교폭력', 1)"
9500,"('반등', 1)"
9501,"('여구', 1)"
9502,"('과오', 1)"
9503,"('김도영', 1)"
9504,"('교육과정', 1)"
9505,"('국본', 1)"
9506,"('구의회', 1)"
9507,"('박종훈', 1)"
9508,"('수구', 1)"
9509,"('살피', 1)"
9510,"('피아골', 1)"
9511,"('애국심', 1)"
9512,"('매케인', 1)"
9513,"('남고생', 1)"
9514,"('착공', 1)"
9515,"('뜰', 1)"
9516,"('노트북', 1)"
9517,"('방불', 1)"
9518,"('제부도', 1)"
9519,"('순대', 1)"
9520,"('열병', 1)"
9521,"('오현택', 1)"
9522,"('공조', 1)"
9523,"('변장', 1)"
9524,"('쇼생', 1)"
9525,"('삼나무', 1)"
9526,"('벌목', 1)"
9527,"('비자림', 1)"
9528,"('회로', 1)"
9529,"('첨가', 1)"
9530,"('내추럴', 1)"
9531,"('움', 1)"
9532,"('버스커', 1)"
9533,"('록스타', 1)"
9534,"('라이언', 1)"
9535,"('대쪽', 1)"
9536,"('간청', 1)"
9537,"('칼국수', 1)"
9538,"('공화국', 1)"
9539,"('김자인', 1)"
9540,"('홀드', 1)"
9541,"('바르르', 1)"
9542,"('임란', 1)"
9543,"('묏', 1)"
9544,"('도나', 1)"
9545,"('대파', 1)"
9546,"('싸대기', 1)"
9547,"('장위', 1)"
9548,"('토크쇼', 1)"
9549,"('나그네', 1)"
9550,"('폭스', 1)"
9551,"('선대', 1)"
9552,"('심보', 1)"
9553,"('예년', 1)"
9554,"('거동', 1)"
9555,"('훨훨', 1)"
9556,"('추적자', 1)"
9557,"('정보기관', 1)"
9558,"('안지만', 1)"
9559,"('계약금', 1)"
9560,"('최희준', 1)"
9561,"('윤두준', 1)"
9562,"('가택', 1)"
9563,"('일괄', 1)"
9564,"('김정근', 1)"
9565,"('김문석', 1)"
9566,"('후삼국시대', 1)"
9567,"('망령', 1)"
9568,"('빽판', 1)"
9569,"('세운상가', 1)"
9570,"('게이', 1)"
9571,"('강기정', 1)"
9572,"('하향', 1)"
9573,"('동아일보', 1)"
9574,"('서울대학교', 1)"
9575,"('허물', 1)"
9576,"('하모니', 1)"
9577,"('진검', 1)"
9578,"('민속학자', 1)"
9579,"('심우성', 1)"
9580,"('몹쓸', 1)"
9581,"('중교', 1)"
9582,"('전조등', 1)"
9583,"('반나절', 1)"
9584,"('온몸', 1)"
9585,"('모유수유', 1)"
9586,"('우량', 1)"
9587,"('휘호', 1)"
9588,"('삽도', 1)"
9589,"('원한', 1)"
9590,"('다재', 1)"
9591,"('정지원', 1)"
9592,"('버', 1)"
9593,"('판결솔릭', 1)"
9594,"('도넛', 1)"
9595,"('기주봉', 1)"
9596,"('시시각각', 1)"
9597,"('월파', 1)"
9598,"('등교', 1)"
9599,"('장명훈', 1)"
9600,"('노리개', 1)"
9601,"('젖꼭지', 1)"
9602,"('김규식', 1)"
9603,"('유재하', 1)"
9604,"('홀로그램', 1)"
9605,"('백만장자', 1)"
9606,"('신철', 1)"
9607,"('판타스틱', 1)"
9608,"('밸브', 1)"
9609,"('테러범', 1)"
9610,"('경찰견', 1)"
9611,"('칙', 1)"
9612,"('소정방폭포', 1)"
9613,"('곤파스', 1)"
9614,"('낭독', 1)"
9615,"('음담패설', 1)"
9616,"('용화여고', 1)"
9617,"('김종성', 1)"
9618,"('로케트전기', 1)"
9619,"('고연', 1)"
9620,"('마이클', 1)"
9621,"('인도주의', 1)"
9622,"('도울', 1)"
9623,"('이주형', 1)"
9624,"('김영길', 1)"
9625,"('저승사자', 1)"
9626,"('조준', 1)"
9627,"('테이프', 1)"
9628,"('자로', 1)"
9629,"('장가', 1)"
9630,"('파이팅', 1)"
9631,"('동명부대', 1)"
9632,"('발주', 1)"
9633,"('단무지', 1)"
9634,"('황화수소', 1)"
9635,"('빼곡', 1)"
9636,"('플랑크톤', 1)"
9637,"('전자제품', 1)"
9638,"('망초', 1)"
9639,"('크리에이티브', 1)"
9640,"('솔루션', 1)"
9641,"('무능력자', 1)"
9642,"('불평등', 1)"
9643,"('안이', 1)"
9644,"('일산화탄소', 1)"
9645,"('공기총', 1)"
9646,"('정병철', 1)"
9647,"('전경련', 1)"
9648,"('우렁', 1)"
9649,"('총각', 1)"
9650,"('최윤정', 1)"
9651,"('몽블랑', 1)"
9652,"('남서울대', 1)"
9653,"('껍질', 1)"
9654,"('뽁뽁', 1)"
9655,"('아이스박스', 1)"
9656,"('헬스장', 1)"
9657,"('저작권료', 1)"
9658,"('볼일', 1)"
9659,"('글리', 1)"
9660,"('정국', 1)"
9661,"('백색', 1)"
9662,"('가루', 1)"
9663,"('위문', 1)"
9664,"('상품화', 1)"
9665,"('사거리', 1)"
9666,"('경산', 1)"
9667,"('빔', 1)"
9668,"('역삼동', 1)"
9669,"('유턴', 1)"
9670,"('환각', 1)"
9671,"('냉수', 1)"
9672,"('사투', 1)"
9673,"('쯤', 1)"
9674,"('기존', 1)"
9675,"('외식', 1)"
9676,"('외타', 1)"
9677,"('하량', 1)"
9678,"('구상', 1)"
9679,"('무쏘', 1)"
9680,"('채명신', 1)"
9681,"('사병', 1)"
9682,"('저변', 1)"
9683,"('시오', 1)"
9684,"('보시', 1)"
9685,"('전세계', 1)"
9686,"('신혼', 1)"
9687,"('흑', 1)"
9688,"('백의', 1)"
9689,"('앙상블', 1)"
9690,"('잘잘못', 1)"
9691,"('열대어', 1)"
9692,"('고사리', 1)"
9693,"('우', 1)"
9694,"('핵보유국', 1)"
9695,"('햇볕정책', 1)"
9696,"('레코드', 1)"
9697,"('김정두', 1)"
9698,"('마돈나', 1)"
9699,"('디바', 1)"
9700,"('스칼릿', 1)"
9701,"('조핸슨', 1)"
9702,"('소강석', 1)"
9703,"('앤디', 1)"
9704,"('워홀', 1)"
9705,"('조수', 1)"
9706,"('삽화', 1)"
9707,"('상피', 1)"
9708,"('여수국가산단', 1)"
9709,"('누출사고', 1)"
9710,"('숙면', 1)"
9711,"('김갑동', 1)"
9712,"('작업실', 1)"
9713,"('김재훈', 1)"
9714,"('종환', 1)"
9715,"('아마추어', 1)"
9716,"('윤준', 1)"
9717,"('코미디', 1)"
9718,"('꿀잠', 1)"
9719,"('주무', 1)"
9720,"('경례', 1)"
9721,"('찌뿌드드', 1)"
9722,"('유증', 1)"
9723,"('감전사', 1)"
9724,"('깨알', 1)"
9725,"('상쾌', 1)"
9726,"('공적', 1)"
9727,"('환차익', 1)"
9728,"('홍일표', 1)"
9729,"('구애', 1)"
9730,"('전자충격기', 1)"
9731,"('코지', 1)"
9732,"('불신임', 1)"
9733,"('가결', 1)"
9734,"('종단', 1)"
9735,"('판다', 1)"
9736,"('삼복', 1)"
9737,"('룸비', 1)"
9738,"('시공', 1)"
9739,"('캘리포니아', 1)"
9740,"('채택', 1)"
9741,"('김도희', 1)"
9742,"('권용석', 1)"
9743,"('원동력', 1)"
9744,"('촉각', 1)"
9745,"('집안일', 1)"
9746,"('박선우', 1)"
9747,"('장훈', 1)"
9748,"('달성보', 1)"
9749,"('승촌보', 1)"
9750,"('초반', 1)"
9751,"('중공군', 1)"
9752,"('삼성산', 1)"
9753,"('오늘이', 1)"
9754,"('이지', 1)"
9755,"('방제', 1)"
9756,"('김경옥', 1)"
9757,"('손재영', 1)"
9758,"('이호원', 1)"
9759,"('재원', 1)"
9760,"('정우', 1)"
9761,"('정조', 1)"
9762,"('말기', 1)"
9763,"('생전', 1)"
9764,"('젖줄', 1)"
9765,"('사막', 1)"
9766,"('도굴', 1)"
9767,"('처형', 1)"
9768,"('낚싯줄', 1)"
9769,"('분식회계', 1)"
9770,"('주체성', 1)"
9771,"('자존감', 1)"
9772,"('한눈', 1)"
9773,"('설리', 1)"
9774,"('칼맛', 1)"
9775,"('특진', 1)"
9776,"('현충원', 1)"
9777,"('안장', 1)"
9778,"('발노', 1)"
9779,"('민스', 1)"
9780,"('주저', 1)"
9781,"('허언증', 1)"
9782,"('도세', 1)"
9783,"('목조건축', 1)"
9784,"('고현자', 1)"
9785,"('미주리', 1)"
9786,"('트루먼', 1)"
9787,"('독립유공자', 1)"
9788,"('부여홍', 1)"
9789,"('군구', 1)"
9790,"('댐문', 1)"
9791,"('실업자', 1)"
9792,"('도안', 1)"
9793,"('토부', 1)"
9794,"('일관', 1)"
9795,"('성적표', 1)"
9796,"('가솔린', 1)"
9797,"('나머지', 1)"
9798,"('케', 1)"
9799,"('방교', 1)"
9800,"('의약품', 1)"
9801,"('세배', 1)"
9802,"('전월세', 1)"
9803,"('미사대로', 1)"
9804,"('강희', 1)"
9805,"('프락치', 1)"
9806,"('동자', 1)"
9807,"('수중', 1)"
9808,"('물살', 1)"
9809,"('난파', 1)"
9810,"('산청군', 1)"
9811,"('고작', 1)"
9812,"('바짝', 1)"
9813,"('대교', 1)"
9814,"('와류', 1)"
9815,"('식지', 1)"
9816,"('통일대교', 1)"
9817,"('박능후', 1)"
9818,"('에어비앤비', 1)"
9819,"('이윤희', 1)"
9820,"('장인상', 1)"
9821,"('말레이시아', 1)"
9822,"('부르카', 1)"
9823,"('우체통', 1)"
9824,"('흠모', 1)"
9825,"('유교', 1)"
9826,"('발컨', 1)"
9827,"('막국수', 1)"
9828,"('은빛', 1)"
9829,"('스마트홈', 1)"
9830,"('보약', 1)"
9831,"('역사교육', 1)"
9832,"('이원순', 1)"
9833,"('국사', 1)"
9834,"('편찬', 1)"
9835,"('발표회', 1)"
9836,"('호건', 1)"
9837,"('김용덕', 1)"
9838,"('이원묵', 1)"
9839,"('박은하', 1)"
9840,"('강재원', 1)"
9841,"('팽팽히', 1)"
9842,"('강령', 1)"
9843,"('하남', 1)"
9844,"('법조비리', 1)"
9845,"('백만원', 1)"
9846,"('시네마천국', 1)"
9847,"('키케', 1)"
9848,"('플로레스', 1)"
9849,"('선예', 1)"
9850,"('폴라리스', 1)"
9851,"('전속계약', 1)"
9852,"('펩시코', 1)"
9853,"('만화영화', 1)"
9854,"('마루', 1)"
9855,"('정규', 1)"
9856,"('총련', 1)"
9857,"('커피믹스', 1)"
9858,"('용마산', 1)"
9859,"('암컷', 1)"
9860,"('주초', 1)"
9861,"('신영선', 1)"
9862,"('국악', 1)"
9863,"('송소희', 1)"
9864,"('초상권', 1)"
9865,"('반말', 1)"
9866,"('명찰', 1)"
9867,"('패용', 1)"
9868,"('저녁식사', 1)"
9869,"('포클레인', 1)"
9870,"('주력', 1)"
9871,"('성산대교', 1)"
9872,"('슈가', 1)"
9873,"('소인', 1)"
9874,"('바람개비', 1)"
9875,"('행유', 1)"
9876,"('도선', 1)"
9877,"('이경진', 1)"
9878,"('이강혁', 1)"
9879,"('땋기', 1)"
9880,"('워터파크', 1)"
9881,"('수질', 1)"
9882,"('김성일', 1)"
9883,"('문학비평가', 1)"
9884,"('황현산', 1)"
9885,"('세리나', 1)"
9886,"('윌리엄스', 1)"
9887,"('인보', 1)"
9888,"('우남', 1)"
9889,"('라이', 1)"
9890,"('조끼', 1)"
9891,"('경멸', 1)"
9892,"('내해', 1)"
9893,"('전선', 1)"
9894,"('충주시', 1)"
9895,"('김정훈', 1)"
9896,"('수해', 1)"
9897,"('강간범', 1)"
9898,"('거제시', 1)"
9899,"('삼양동', 1)"
9900,"('고산', 1)"
9901,"('미쉐린', 1)"
9902,"('분투', 1)"
9903,"('진희', 1)"
9904,"('부시장', 1)"
9905,"('이유리', 1)"
9906,"('퍼드', 1)"
9907,"('조태열', 1)"
9908,"('파렴치', 1)"
9909,"('족속', 1)"
9910,"('누진', 1)"
9911,"('췌장', 1)"
9912,"('종양', 1)"
9913,"('치료법', 1)"
9914,"('베레모', 1)"
9915,"('줄자', 1)"
9916,"('말벌', 1)"
9917,"('주요', 1)"
9918,"('최대한', 1)"
9919,"('보신각', 1)"
9920,"('타종', 1)"
9921,"('아난다', 1)"
9922,"('구본능', 1)"
9923,"('판타지', 1)"
9924,"('이미자', 1)"
9925,"('이종환', 1)"
9926,"('생쥐', 1)"
9927,"('부축', 1)"
9928,"('비관', 1)"
9929,"('중랑캠핑숲', 1)"
9930,"('뉴딜', 1)"
9931,"('이만기', 1)"
9932,"('로드맵', 1)"
9933,"('임대차', 1)"
9934,"('부처', 1)"
9935,"('생명연', 1)"
9936,"('외김', 1)"
9937,"('상선', 1)"
9938,"('공포소설', 1)"
9939,"('방과', 1)"
9940,"('교통비', 1)"
9941,"('계열', 1)"
9942,"('영서', 1)"
9943,"('무법천지', 1)"
9944,"('물리올림피아드', 1)"
9945,"('광안대교', 1)"
9946,"('윈드서핑', 1)"
9947,"('지경', 1)"
9948,"('안티', 1)"
9949,"('골든벨', 1)"
9950,"('모자이크', 1)"
9951,"('유상', 1)"
9952,"('흥행', 1)"
9953,"('평점', 1)"
9954,"('꽃길', 1)"
9955,"('장미꽃', 1)"
9956,"('불끈', 1)"
9957,"('여유만만', 1)"
9958,"('조권', 1)"
9959,"('차창', 1)"
9960,"('아수라', 1)"
9961,"('신림선', 1)"
9962,"('전도', 1)"
9963,"('곽', 1)"
9964,"('폴더', 1)"
9965,"('프로필', 1)"
9966,"('학부', 1)"
9967,"('비량', 1)"
9968,"('장애물', 1)"
9969,"('워터', 1)"
9970,"('받침', 1)"
9971,"('백련', 1)"
9972,"('자생', 1)"
9973,"('연꽃', 1)"
9974,"('공공화장실', 1)"
9975,"('솎', 1)"
9976,"('코믹콘', 1)"
9977,"('보온', 1)"
9978,"('긍정', 1)"
9979,"('마우이', 1)"
9980,"('섬서', 1)"
9981,"('전산실', 1)"
9982,"('한증막', 1)"
9983,"('퍼포먼스', 1)"
9984,"('장영남', 1)"
9985,"('세차', 1)"
9986,"('기어', 1)"
9987,"('놨다', 1)"
9988,"('집결', 1)"
9989,"('중주', 1)"
9990,"('대역', 1)"
9991,"('교환', 1)"
9992,"('김맹곤', 1)"
9993,"('김해시', 1)"
9994,"('외빈', 1)"
9995,"('전사', 1)"
9996,"('스티브', 1)"
9997,"('잡스', 1)"
9998,"('혼외', 1)"
9999,"('오점', 1)"
10000,"('사항', 1)"
10001,"('호캉스', 1)"
10002,"('장선', 1)"
10003,"('권태', 1)"
10004,"('엠바고', 1)"
10005,"('퇴마', 1)"
10006,"('추측', 1)"
10007,"('위도', 1)"
10008,"('무책임', 1)"
10009,"('수확', 1)"
10010,"('복숭아', 1)"
10011,"('임효성', 1)"
