,사회단어
8138,"('분변', 1)"
8139,"('항원', 1)"
8140,"('황의조', 1)"
8141,"('환경오염', 1)"
8142,"('치료감호소', 1)"
8143,"('이스트', 1)"
8144,"('선고유예', 1)"
8145,"('마루타', 1)"
8146,"('와일드캣', 1)"
8147,"('합참의장', 1)"
8148,"('최연혜', 1)"
8149,"('김세의', 1)"
8150,"('각서', 1)"
8151,"('헌법학', 1)"
8152,"('강응', 1)"
8153,"('선씨', 1)"
8154,"('토크', 1)"
8155,"('쿡', 1)"
8156,"('동성애자', 1)"
8157,"('교촌치킨', 1)"
8158,"('정수', 1)"
8159,"('득', 1)"
8160,"('법제처장', 1)"
8161,"('구체화', 1)"
8162,"('라쿤', 1)"
8163,"('김구', 1)"
8164,"('넬슨', 1)"
8165,"('금반지', 1)"
8166,"('김미나', 1)"
8167,"('근황', 1)"
8168,"('로만', 1)"
8169,"('김나연', 1)"
8170,"('유병욱', 1)"
8171,"('내지', 1)"
8172,"('손보', 1)"
8173,"('이야기책', 1)"
8174,"('기업은행', 1)"
8175,"('전자칠판', 1)"
8176,"('아론', 1)"
8177,"('알레', 1)"
8178,"('외모', 1)"
8179,"('평화상', 1)"
8180,"('도밍고', 1)"
8181,"('주먹다짐', 1)"
8182,"('재첩', 1)"
8183,"('방생', 1)"
8184,"('웜', 1)"
8185,"('비어', 1)"
8186,"('아랫니', 1)"
8187,"('강레오', 1)"
8188,"('일일', 1)"
8189,"('문우람', 1)"
8190,"('실격', 1)"
8191,"('늬들', 1)"
8192,"('임민', 1)"
8193,"('수소차', 1)"
8194,"('삼진', 1)"
8195,"('호란', 1)"
8196,"('질베르토', 1)"
8197,"('수채화', 1)"
8198,"('박찬모', 1)"
8199,"('의수', 1)"
8200,"('박종규', 1)"
8201,"('이형', 1)"
8202,"('방화죄', 1)"
8203,"('대론', 1)"
8204,"('낙하', 1)"
8205,"('논산', 1)"
8206,"('자유로', 1)"
8207,"('목덜미', 1)"
8208,"('단상', 1)"
8209,"('건철', 1)"
8210,"('애국가', 1)"
8211,"('간편', 1)"
8212,"('신검', 1)"
8213,"('과중', 1)"
8214,"('교남', 1)"
8215,"('천둥', 1)"
8216,"('막무가내', 1)"
8217,"('달순', 1)"
8218,"('수원대', 1)"
8219,"('최윤열', 1)"
8220,"('손때', 1)"
8221,"('광낼', 1)"
8222,"('우사인', 1)"
8223,"('수소', 1)"
8224,"('창간', 1)"
8225,"('도로공사', 1)"
8226,"('김창환', 1)"
8227,"('남일', 1)"
8228,"('달이', 1)"
8229,"('도동', 1)"
8230,"('산정', 1)"
8231,"('과다복용', 1)"
8232,"('사마귀', 1)"
8233,"('절필', 1)"
8234,"('죗값', 1)"
8235,"('안강', 1)"
8236,"('마사회', 1)"
8237,"('카슈끄', 1)"
8238,"('수박', 1)"
8239,"('응시', 1)"
8240,"('당황', 1)"
8241,"('스펙', 1)"
8242,"('깃발', 1)"
8243,"('비번', 1)"
8244,"('도공', 1)"
8245,"('철인', 1)"
8246,"('청동', 1)"
8247,"('올리브', 1)"
8248,"('능욕', 1)"
8249,"('도둑질', 1)"
8250,"('각종', 1)"
8251,"('경장', 1)"
8252,"('명예경찰', 1)"
8253,"('광기', 1)"
8254,"('가슴속', 1)"
8255,"('최고봉', 1)"
8256,"('결합', 1)"
8257,"('성동구치소', 1)"
8258,"('소환투표', 1)"
8259,"('관람객', 1)"
8260,"('유아기', 1)"
8261,"('살벌', 1)"
8262,"('스텐드', 1)"
8263,"('숙성', 1)"
8264,"('김치냉장고', 1)"
8265,"('평면', 1)"
8266,"('숍', 1)"
8267,"('김현수', 1)"
8268,"('박병호', 1)"
8269,"('오직', 1)"
8270,"('개불', 1)"
8271,"('탐험', 1)"
8272,"('조일제', 1)"
8273,"('권익', 1)"
8274,"('첼시', 1)"
8275,"('클린턴', 1)"
8276,"('수전', 1)"
8277,"('블라우스', 1)"
8278,"('성해', 1)"
8279,"('닉', 1)"
8280,"('몸집', 1)"
8281,"('개사', 1)"
8282,"('비디오', 1)"
8283,"('저널리스트', 1)"
8284,"('아모레퍼시픽', 1)"
8285,"('케첩', 1)"
8286,"('구더기', 1)"
8287,"('마이크', 1)"
8288,"('자격증', 1)"
8289,"('서기', 1)"
8290,"('생매장', 1)"
8291,"('교수형', 1)"
8292,"('펄', 1)"
8293,"('타당', 1)"
8294,"('과학고', 1)"
8295,"('껏', 1)"
8296,"('관저동', 1)"
8297,"('곤혹', 1)"
8298,"('양현석', 1)"
8299,"('제니', 1)"
8300,"('사분', 1)"
8301,"('발끈', 1)"
8302,"('창호', 1)"
8303,"('진위', 1)"
8304,"('안성기', 1)"
8305,"('광고주', 1)"
8306,"('장기하', 1)"
8307,"('코뿔소', 1)"
8308,"('중심지', 1)"
8309,"('이경식', 1)"
8310,"('신양', 1)"
8311,"('정해영', 1)"
8312,"('한독', 1)"
8313,"('다해', 1)"
8314,"('법질서', 1)"
8315,"('환경상', 1)"
8316,"('음달', 1)"
8317,"('통키', 1)"
8318,"('하늘나라', 1)"
8319,"('노미', 1)"
8320,"('조선소', 1)"
8321,"('청량산', 1)"
8322,"('묵념', 1)"
8323,"('선동', 1)"
8324,"('양지원', 1)"
8325,"('구상권', 1)"
8326,"('난폭운전', 1)"
8327,"('군부독재', 1)"
8328,"('문협', 1)"
8329,"('볼멘소리', 1)"
8330,"('봇물국감', 1)"
8331,"('안영규', 1)"
8332,"('나영석', 1)"
8333,"('김봉례', 1)"
8334,"('고소영', 1)"
8335,"('아산병원', 1)"
8336,"('김창용', 1)"
8337,"('정보통', 1)"
8338,"('장시', 1)"
8339,"('명인', 1)"
8340,"('황병기', 1)"
8341,"('임시정부', 1)"
8342,"('옌', 1)"
8343,"('유년', 1)"
8344,"('기록관', 1)"
8345,"('단협', 1)"
8346,"('무렵', 1)"
8347,"('부지런', 1)"
8348,"('최선아', 1)"
8349,"('강인', 1)"
8350,"('함함', 1)"
8351,"('국내선', 1)"
8352,"('재수생', 1)"
8353,"('김지수', 1)"
8354,"('목록', 1)"
8355,"('바랜', 1)"
8356,"('수치', 1)"
8357,"('소백산', 1)"
8358,"('조회', 1)"
8359,"('줄곧', 1)"
8360,"('불주사', 1)"
8361,"('클라크', 1)"
8362,"('이수빈', 1)"
8363,"('패스포트', 1)"
8364,"('대중문화', 1)"
8365,"('김민기', 1)"
8366,"('김선웅', 1)"
8367,"('후견', 1)"
8368,"('본국', 1)"
8369,"('책상', 1)"
8370,"('캠핑장', 1)"
8371,"('핫팩', 1)"
8372,"('침낭', 1)"
8373,"('백성', 1)"
8374,"('켑카', 1)"
8375,"('월척', 1)"
8376,"('다이아', 1)"
8377,"('송로버섯', 1)"
8378,"('버섯', 1)"
8379,"('제주항공', 1)"
8380,"('펑크', 1)"
8381,"('계정은', 1)"
8382,"('야노', 1)"
8383,"('성욕', 1)"
8384,"('감액', 1)"
8385,"('공론장', 1)"
8386,"('양정아', 1)"
8387,"('우뢰매', 1)"
8388,"('김청기', 1)"
8389,"('새총', 1)"
8390,"('발발', 1)"
8391,"('억지', 1)"
8392,"('핑크색', 1)"
8393,"('갈대', 1)"
8394,"('뮬리', 1)"
8395,"('자격정지', 1)"
8396,"('외문', 1)"
8397,"('창택', 1)"
8398,"('이재진', 1)"
8399,"('고당', 1)"
8400,"('조만식', 1)"
8401,"('순국', 1)"
8402,"('서윤', 1)"
8403,"('영웅본색', 1)"
8404,"('중복', 1)"
8405,"('안달', 1)"
8406,"('외무', 1)"
8407,"('김치찌개', 1)"
8408,"('전화번호', 1)"
8409,"('단칼', 1)"
8410,"('이한샘', 1)"
8411,"('루이비통', 1)"
8412,"('수난', 1)"
8413,"('주윤발', 1)"
8414,"('세라', 1)"
8415,"('보호처분', 1)"
8416,"('감정노동', 1)"
8417,"('안내면', 1)"
8418,"('책임감', 1)"
8419,"('피켈상', 1)"
8420,"('대통령경호실', 1)"
8421,"('신동관', 1)"
8422,"('힘투', 1)"
8423,"('철권', 1)"
8424,"('오락실', 1)"
8425,"('부여수', 1)"
8426,"('카트만두', 1)"
8427,"('장학영', 1)"
8428,"('수비수', 1)"
8429,"('후반전', 1)"
8430,"('백령도', 1)"
8431,"('동물권', 1)"
8432,"('통지', 1)"
8433,"('금남', 1)"
8434,"('루트', 1)"
8435,"('무력감', 1)"
8436,"('탈락자', 1)"
8437,"('금태섭', 1)"
8438,"('산소', 1)"
8439,"('눈사태', 1)"
8440,"('녹슨', 1)"
8441,"('철길', 1)"
8442,"('경춘선', 1)"
8443,"('사계절', 1)"
8444,"('상큼', 1)"
8445,"('선어회', 1)"
8446,"('훌훌', 1)"
8447,"('대동문', 1)"
8448,"('고구려시대', 1)"
8449,"('일인', 1)"
8450,"('풍운아', 1)"
8451,"('겨레', 1)"
8452,"('이기붕', 1)"
8453,"('친퀘테레', 1)"
8454,"('피곤', 1)"
8455,"('비애', 1)"
8456,"('상생', 1)"
8457,"('문경', 1)"
8458,"('프로농구', 1)"
8459,"('트라이앵글', 1)"
8460,"('텍스', 1)"
8461,"('윈터', 1)"
8462,"('류주현', 1)"
8463,"('만해', 1)"
8464,"('송상현', 1)"
8465,"('이청준', 1)"
8466,"('카리브해', 1)"
8467,"('리즈', 1)"
8468,"('콩데', 1)"
8469,"('노벨문학상', 1)"
8470,"('진은숙', 1)"
8471,"('크라비', 1)"
8472,"('음악상', 1)"
8473,"('구종', 1)"
8474,"('윤영미', 1)"
8475,"('이수근', 1)"
8476,"('하반기', 1)"
8477,"('신곡수중보', 1)"
8478,"('말라리아', 1)"
8479,"('신종플루', 1)"
8480,"('옮을까', 1)"
8481,"('함정', 1)"
8482,"('살짝', 1)"
8483,"('요란', 1)"
8484,"('주위', 1)"
8485,"('세뇌', 1)"
8486,"('무력', 1)"
8487,"('성비', 1)"
8488,"('난독증', 1)"
8489,"('견책', 1)"
8490,"('서리', 1)"
8491,"('허영자', 1)"
8492,"('불합리', 1)"
8493,"('서커스', 1)"
8494,"('김경희', 1)"
8495,"('재일', 1)"
8496,"('김덕', 1)"
8497,"('남도', 1)"
8498,"('황교안', 1)"
8499,"('고서', 1)"
8500,"('후진국', 1)"
8501,"('브라운', 1)"
8502,"('체온계', 1)"
8503,"('축구단', 1)"
8504,"('노동청', 1)"
8505,"('라이온스', 1)"
8506,"('카페베네', 1)"
8507,"('야성', 1)"
8508,"('풍부', 1)"
8509,"('명연', 1)"
8510,"('하연', 1)"
8511,"('옐로', 1)"
8512,"('카펫', 1)"
8513,"('반값', 1)"
8514,"('홍기', 1)"
8515,"('광양시', 1)"
8516,"('남열', 1)"
8517,"('경원', 1)"
8518,"('이지수', 1)"
8519,"('정산', 1)"
8520,"('차광', 1)"
8521,"('태영', 1)"
8522,"('동북아역사재단', 1)"
8523,"('고도원', 1)"
8524,"('도철', 1)"
8525,"('감찰원', 1)"
8526,"('마윈', 1)"
8527,"('레지던트', 1)"
8528,"('중기', 1)"
8529,"('제조업체', 1)"
8530,"('반품', 1)"
8531,"('국정감사', 1)"
8532,"('류영준', 1)"
8533,"('연소', 1)"
8534,"('연락처', 1)"
8535,"('실화죄', 1)"
8536,"('백성현', 1)"
8537,"('셀카', 1)"
8538,"('쌈디', 1)"
8539,"('연로', 1)"
8540,"('불구덩이', 1)"
8541,"('노해', 1)"
8542,"('국방대', 1)"
8543,"('힉스', 1)"
8544,"('카네기홀', 1)"
8545,"('아테네', 1)"
8546,"('잔디', 1)"
8547,"('존엄', 1)"
8548,"('택했다', 1)"
8549,"('연고전', 1)"
8550,"('행시', 1)"
8551,"('하락', 1)"
8552,"('제갈량', 1)"
8553,"('남풍', 1)"
8554,"('여행사', 1)"
8555,"('빚었던', 1)"
8556,"('한글날', 1)"
8557,"('접대부', 1)"
8558,"('토머스', 1)"
8559,"('이선호', 1)"
8560,"('이다희', 1)"
8561,"('손정', 1)"
8562,"('현상', 1)"
8563,"('지구온난화', 1)"
8564,"('불덩이', 1)"
8565,"('허현준', 1)"
8566,"('거주지', 1)"
8567,"('잔불', 1)"
8568,"('김순', 1)"
8569,"('트럼펫', 1)"
8570,"('타라', 1)"
8571,"('돗자리', 1)"
8572,"('치카', 1)"
8573,"('뒷모습', 1)"
8574,"('봉사자', 1)"
8575,"('폼', 1)"
8576,"('소화액', 1)"
8577,"('경질', 1)"
8578,"('폼액', 1)"
8579,"('국립대', 1)"
8580,"('조교수', 1)"
8581,"('범일', 1)"
8582,"('건너편', 1)"
8583,"('김선미', 1)"
8584,"('심승혁', 1)"
8585,"('전태풍', 1)"
8586,"('관내', 1)"
8587,"('이륜차', 1)"
8588,"('정조대왕', 1)"
8589,"('능행', 1)"
8590,"('정오', 1)"
8591,"('단양', 1)"
8592,"('영월', 1)"
8593,"('대치동', 1)"
8594,"('레깅스', 1)"
8595,"('러닝', 1)"
8596,"('크루', 1)"
8597,"('제인', 1)"
8598,"('에어', 1)"
8599,"('뜸', 1)"
8600,"('궁정동', 1)"
8601,"('갤럭시', 1)"
8602,"('군함', 1)"
8603,"('보랏빛', 1)"
8604,"('반딧불', 1)"
8605,"('요게', 1)"
8606,"('무턱', 1)"
8607,"('이분', 1)"
8608,"('강갑덕', 1)"
8609,"('후지모리', 1)"
8610,"('마음껏', 1)"
8611,"('이제야', 1)"
8612,"('이종구', 1)"
8613,"('인니', 1)"
8614,"('인강', 1)"
8615,"('한나라', 1)"
8616,"('좌지우지', 1)"
8617,"('매물', 1)"
8618,"('비비', 1)"
8619,"('격인', 1)"
8620,"('터뷰', 1)"
8621,"('가압류', 1)"
8622,"('삿포로', 1)"
8623,"('백병원', 1)"
8624,"('버넌스', 1)"
8625,"('주시경', 1)"
8626,"('낙화', 1)"
8627,"('폐허', 1)"
8628,"('이명숙', 1)"
8629,"('이홍', 1)"
8630,"('쫑', 1)"
8631,"('공산당', 1)"
8632,"('서기장', 1)"
8633,"('겸직', 1)"
8634,"('호찌민', 1)"
8635,"('패션계', 1)"
8636,"('미다스', 1)"
8637,"('매료', 1)"
8638,"('격화', 1)"
8639,"('영리병원', 1)"
8640,"('환자복', 1)"
8641,"('생존권', 1)"
8642,"('개포', 1)"
8643,"('광우병', 1)"
8644,"('임수빈', 1)"
8645,"('전형준', 1)"
8646,"('함부로', 1)"
8647,"('진통제', 1)"
8648,"('유충', 1)"
8649,"('신소재', 1)"
8650,"('유광', 1)"
8651,"('이코노미스트', 1)"
8652,"('유기견', 1)"
8653,"('영웅견', 1)"
8654,"('미숙', 1)"
8655,"('다람쥐', 1)"
8656,"('횡성', 1)"
8657,"('감곡면', 1)"
8658,"('쌈', 1)"
8659,"('깻잎', 1)"
8660,"('무기수', 1)"
8661,"('경인', 1)"
8662,"('민병찬', 1)"
8663,"('헤겔', 1)"
8664,"('임석진', 1)"
8665,"('노성태', 1)"
8666,"('샹송', 1)"
8667,"('방청석', 1)"
8668,"('도웁시', 1)"
8669,"('독소', 1)"
8670,"('주스', 1)"
8671,"('하토야마', 1)"
8672,"('이수현', 1)"
8673,"('벗', 1)"
8674,"('총리실', 1)"
8675,"('민간인사찰', 1)"
8676,"('일신상', 1)"
8677,"('기름값', 1)"
8678,"('연좌농성', 1)"
8679,"('재향경우회', 1)"
8680,"('황영조', 1)"
8681,"('사채', 1)"
8682,"('페덱스', 1)"
8683,"('운동장', 1)"
8684,"('이영표', 1)"
8685,"('주님', 1)"
8686,"('주신', 1)"
8687,"('무통', 1)"
8688,"('정길영', 1)"
8689,"('은정', 1)"
8690,"('이사강', 1)"
8691,"('김지운', 1)"
8692,"('구순', 1)"
8693,"('발리', 1)"
8694,"('환경운동', 1)"
8695,"('경제력', 1)"
8696,"('핵무기', 1)"
8697,"('일신', 1)"
8698,"('이참', 1)"
8699,"('시시비비', 1)"
8700,"('김현우', 1)"
8701,"('서경덕', 1)"
8702,"('광산구청', 1)"
8703,"('영리', 1)"
8704,"('변덕', 1)"
8705,"('계절', 1)"
8706,"('거리예술', 1)"
8707,"('생활임금', 1)"
8708,"('두레', 1)"
8709,"('부스', 1)"
8710,"('창현', 1)"
8711,"('파라다이스', 1)"
8712,"('드림팀', 1)"
8713,"('모빌리티', 1)"
8714,"('경복궁', 1)"
8715,"('마술', 1)"
8716,"('법수', 1)"
8717,"('삼권분립', 1)"
8718,"('선례', 1)"
8719,"('지난달', 1)"
8720,"('치열', 1)"
8721,"('채무자', 1)"
8722,"('마감', 1)"
8723,"('외환', 1)"
8724,"('송무', 1)"
8725,"('실력', 1)"
8726,"('포진', 1)"
8727,"('쏠쏠', 1)"
8728,"('조장', 1)"
8729,"('고행', 1)"
8730,"('퍼스트', 1)"
8731,"('용인시', 1)"
8732,"('중앙시장', 1)"
8733,"('혁신도시', 1)"
8734,"('균형발전', 1)"
8735,"('고자', 1)"
8736,"('간호학', 1)"
8737,"('실습', 1)"
8738,"('블프', 1)"
8739,"('에디터', 1)"
8740,"('스쿨', 1)"
8741,"('김상도', 1)"
8742,"('정홍', 1)"
8743,"('강현', 1)"
8744,"('학당', 1)"
8745,"('차성수', 1)"
8746,"('교직원', 1)"
8747,"('정가왕', 1)"
8748,"('현악기', 1)"
8749,"('팔자', 1)"
8750,"('말로', 1)"
8751,"('과로사', 1)"
8752,"('화합', 1)"
8753,"('방위산업', 1)"
8754,"('훈련기', 1)"
8755,"('거품', 1)"
8756,"('석전대제', 1)"
8757,"('용산세무서', 1)"
8758,"('중견', 1)"
8759,"('스웨덴', 1)"
8760,"('트레킹', 1)"
8761,"('송혜교', 1)"
8762,"('식품위생법', 1)"
8763,"('장터', 1)"
8764,"('힐', 1)"
8765,"('배급사', 1)"
8766,"('김민영', 1)"
8767,"('말레이', 1)"
8768,"('한림대', 1)"
8769,"('병희', 1)"
8770,"('양우석', 1)"
8771,"('고요한', 1)"
8772,"('정반대', 1)"
8773,"('맨해튼', 1)"
8774,"('틀니', 1)"
8775,"('임목', 1)"
8776,"('대지', 1)"
8777,"('맘껏', 1)"
8778,"('이랜드', 1)"
8779,"('안전띠', 1)"
8780,"('지주사', 1)"
8781,"('굿모닝', 1)"
8782,"('아메리카', 1)"
8783,"('재판매', 1)"
8784,"('물체', 1)"
8785,"('개역', 1)"
8786,"('컨저링', 1)"
8787,"('제임스', 1)"
8788,"('메가폰', 1)"
8789,"('멋', 1)"
8790,"('메이드', 1)"
8791,"('불량가족', 1)"
8792,"('헹구', 1)"
8793,"('공항철도', 1)"
8794,"('마곡나루역', 1)"
8795,"('탈선', 1)"
8796,"('절감', 1)"
8797,"('이지원', 1)"
8798,"('특실', 1)"
8799,"('응급처치', 1)"
8800,"('할마', 1)"
8801,"('할빠들', 1)"
8802,"('노무현재단', 1)"
8803,"('잠시', 1)"
8804,"('면식', 1)"
8805,"('소행', 1)"
8806,"('땅굴', 1)"
8807,"('왕복', 1)"
8808,"('박초롱초롱빛나리', 1)"
8809,"('유괴', 1)"
8810,"('로타바이러스', 1)"
8811,"('선유도', 1)"
8812,"('찬송가', 1)"
8813,"('구두회', 1)"
8814,"('수조', 1)"
8815,"('묘지', 1)"
8816,"('정남규', 1)"
8817,"('유영철', 1)"
8818,"('제주시', 1)"
8819,"('빌어', 1)"
8820,"('방폐', 1)"
8821,"('백상승', 1)"
8822,"('경주시장', 1)"
8823,"('삼각대', 1)"
8824,"('응급', 1)"
8825,"('걸음', 1)"
8826,"('먹콘', 1)"
8827,"('김제', 1)"
8828,"('김병태', 1)"
8829,"('교육대학', 1)"
8830,"('부속', 1)"
8831,"('엔터테인먼트', 1)"
8832,"('전시장', 1)"
8833,"('비축', 1)"
8834,"('혼신', 1)"
8835,"('남태평양', 1)"
8836,"('페스카마호', 1)"
8837,"('반란', 1)"
8838,"('기운', 1)"
8839,"('지존파', 1)"
8840,"('경의선', 1)"
8841,"('첩첩산중', 1)"
8842,"('대개', 1)"
8843,"('레시피', 1)"
8844,"('펫팸족', 1)"
8845,"('시래기', 1)"
8846,"('노곤', 1)"
8847,"('기득권', 1)"
8848,"('탁상공론', 1)"
8849,"('토리노', 1)"
8850,"('고바우', 1)"
8851,"('망라', 1)"
8852,"('소라', 1)"
8853,"('칼칼', 1)"
8854,"('김간', 1)"
8855,"('란씨', 1)"
8856,"('김응국', 1)"
8857,"('김재민', 1)"
8858,"('송재', 1)"
8859,"('화이자', 1)"
8860,"('김원길', 1)"
8861,"('국립합창단', 1)"
8862,"('쩐', 1)"
8863,"('종가', 1)"
8864,"('유시춘', 1)"
8865,"('시그너스', 1)"
8866,"('병합', 1)"
8867,"('배변', 1)"
8868,"('셰어', 1)"
8869,"('런팅', 1)"
8870,"('미아', 1)"
8871,"('숙직', 1)"
8872,"('최씨', 1)"
8873,"('황보', 1)"
8874,"('임내현', 1)"
8875,"('영희', 1)"
8876,"('김철호', 1)"
8877,"('리처드', 1)"
8878,"('박경리', 1)"
8879,"('농수산', 1)"
8880,"('총회', 1)"
8881,"('가렴', 1)"
8882,"('양지축구단', 1)"
8883,"('강은비', 1)"
8884,"('샤워신', 1)"
8885,"('개그우먼', 1)"
8886,"('둘레', 1)"
8887,"('초대형', 1)"
8888,"('호박', 1)"
8889,"('외래', 1)"
8890,"('대목', 1)"
8891,"('박제', 1)"
8892,"('졸도', 1)"
8893,"('볼펜', 1)"
8894,"('중대장', 1)"
8895,"('영내', 1)"
8896,"('헬로', 1)"
8897,"('카봇', 1)"
8898,"('포돌이', 1)"
8899,"('안전교육', 1)"
8900,"('강율', 1)"
8901,"('소담', 1)"
8902,"('커서', 1)"
8903,"('열등감', 1)"
8904,"('신현석', 1)"
8905,"('승환', 1)"
8906,"('반석', 1)"
8907,"('김태경', 1)"
8908,"('엽사', 1)"
8909,"('빚진', 1)"
8910,"('시외버스', 1)"
8911,"('솎아내', 1)"
8912,"('정공', 1)"
8913,"('뽀롱이', 1)"
8914,"('알코올', 1)"
8915,"('인적자원', 1)"
8916,"('소모', 1)"
8917,"('공방전', 1)"
8918,"('아청법', 1)"
8919,"('광역버스', 1)"
8920,"('존폐', 1)"
8921,"('내부순환로', 1)"
8922,"('신광렬', 1)"
8923,"('이호승', 1)"
8924,"('태길', 1)"
8925,"('김원태', 1)"
8926,"('황호', 1)"
8927,"('운문', 1)"
8928,"('김종', 1)"
8929,"('김주원', 1)"
8930,"('장대높이뛰기', 1)"
8931,"('도약', 1)"
8932,"('요망', 1)"
8933,"('칩거', 1)"
8934,"('홈앤쇼핑', 1)"
8935,"('농작물', 1)"
8936,"('속대전', 1)"
8937,"('오월드', 1)"
8938,"('내륙선', 1)"
8939,"('김주영', 1)"
8940,"('형배', 1)"
8941,"('최희섭', 1)"
8942,"('배드', 1)"
8943,"('미코', 1)"
8944,"('김유미', 1)"
8945,"('붕대', 1)"
8946,"('감고', 1)"
8947,"('강지영', 1)"
8948,"('인스타', 1)"
8949,"('방수', 1)"
8950,"('이재오', 1)"
8951,"('동배', 1)"
8952,"('팬심', 1)"
8953,"('엔진', 1)"
8954,"('기키', 1)"
8955,"('기린', 1)"
8956,"('타도', 1)"
8957,"('실감', 1)"
8958,"('센강', 1)"
8959,"('요트', 1)"
8960,"('출항', 1)"
8961,"('금종해', 1)"
8962,"('손훈', 1)"
8963,"('권오곤', 1)"
8964,"('경암', 1)"
8965,"('최도일', 1)"
8966,"('손숙', 1)"
8967,"('예술의전당', 1)"
8968,"('이석형', 1)"
8969,"('중재위원', 1)"
8970,"('무한궤도', 1)"
8971,"('현찬미', 1)"
8972,"('베니', 1)"
8973,"('오프', 1)"
8974,"('위장전입', 1)"
8975,"('총구', 1)"
8976,"('카운터', 1)"
8977,"('스카이팀', 1)"
8978,"('태반', 1)"
8979,"('버블', 1)"
8980,"('연대책임', 1)"
8981,"('과열', 1)"
8982,"('장보기', 1)"
8983,"('구시대', 1)"
8984,"('수치화', 1)"
8985,"('이정표', 1)"
8986,"('컨트롤', 1)"
8987,"('전시회', 1)"
8988,"('오페라', 1)"
8989,"('전화기', 1)"
8990,"('은산', 1)"
8991,"('순천대', 1)"
8992,"('대한문', 1)"
8993,"('기반', 1)"
8994,"('그랑프리', 1)"
8995,"('의무경찰', 1)"
8996,"('우익', 1)"
8997,"('모토', 1)"
8998,"('야스', 1)"
8999,"('장소', 1)"
9000,"('인제', 1)"
9001,"('고제', 1)"
9002,"('장려', 1)"
9003,"('늦더위', 1)"
9004,"('대월', 1)"
9005,"('위주', 1)"
9006,"('집착', 1)"
9007,"('난이', 1)"
9008,"('결포', 1)"
9009,"('송파구', 1)"
9010,"('여행가', 1)"
9011,"('활개', 1)"
9012,"('누벼', 1)"
9013,"('꼽', 1)"
9014,"('가사노동', 1)"
9015,"('서소문', 1)"
9016,"('울진군', 1)"
9017,"('시정', 1)"
9018,"('철구', 1)"
9019,"('디펜스', 1)"
9020,"('슈퍼태풍', 1)"
9021,"('태릉', 1)"
9022,"('만년', 1)"
9023,"('정동', 1)"
9024,"('부어', 1)"
9025,"('매진', 1)"
9026,"('리어카', 1)"
9027,"('터치', 1)"
9028,"('고물상', 1)"
9029,"('규칙', 1)"
9030,"('갑진', 1)"
9031,"('김형석', 1)"
9032,"('인육', 1)"
9033,"('칼로리', 1)"
9034,"('괴짜', 1)"
9035,"('시아', 1)"
9036,"('낙마', 1)"
9037,"('중간자', 1)"
9038,"('응원글', 1)"
9039,"('군대장', 1)"
9040,"('해고자', 1)"
9041,"('한창', 1)"
9042,"('엘니뇨', 1)"
9043,"('울진', 1)"
9044,"('군민', 1)"
9045,"('한울', 1)"
9046,"('보광', 1)"
9047,"('임의', 1)"
9048,"('턱수염', 1)"
9049,"('비행정', 1)"
9050,"('역차별', 1)"
9051,"('홍성환', 1)"
9052,"('아랑', 1)"
9053,"('사서', 1)"
9054,"('대도시', 1)"
9055,"('가치관', 1)"
9056,"('옹벽', 1)"
9057,"('혜은이', 1)"
9058,"('김동현', 1)"
9059,"('성격', 1)"
9060,"('부여', 1)"
9061,"('입학식', 1)"
9062,"('옥정', 1)"
9063,"('칼리파', 1)"
9064,"('이호철', 1)"
9065,"('통일로', 1)"
9066,"('접', 1)"
9067,"('퇴계', 1)"
9068,"('이승헌', 1)"
9069,"('시메온', 1)"
9070,"('까냐스', 1)"
9071,"('팔로', 1)"
9072,"('사이클', 1)"
9073,"('누리', 1)"
9074,"('맞장구', 1)"
9075,"('타협', 1)"
9076,"('동물보호', 1)"
9077,"('재선', 1)"
9078,"('정풍운동', 1)"
9079,"('영등포역', 1)"
9080,"('떳떳', 1)"
9081,"('정복', 1)"
9082,"('역사왜곡', 1)"
9083,"('농업인', 1)"
9084,"('팔로워', 1)"
9085,"('플루', 1)"
9086,"('아미', 1)"
9087,"('오란', 1)"
9088,"('순환로', 1)"
9089,"('동작대교', 1)"
9090,"('전은주', 1)"
9091,"('창성', 1)"
9092,"('통통이', 1)"
9093,"('양명학', 1)"
9094,"('노수신', 1)"
9095,"('윤용섭', 1)"
9096,"('강석훈', 1)"
9097,"('웅', 1)"
9098,"('에', 1)"
9099,"('하동', 1)"
9100,"('노량대교', 1)"
9101,"('둘곳', 1)"
9102,"('민방위훈련', 1)"
9103,"('하든', 1)"
9104,"('개밥', 1)"
9105,"('유리잔', 1)"
9106,"('알로', 1)"
9107,"('전공자', 1)"
9108,"('수법', 1)"
9109,"('비구니', 1)"
9110,"('독재', 1)"
9111,"('대답', 1)"
9112,"('성심껏', 1)"
9113,"('상차림', 1)"
9114,"('저렴', 1)"
9115,"('연장운행', 1)"
9116,"('한승헌', 1)"
9117,"('감사원장', 1)"
9118,"('숙명여대', 1)"
9119,"('허성관', 1)"
9120,"('뉴턴', 1)"
9121,"('마리화나', 1)"
9122,"('무함마드', 1)"
9123,"('소상', 1)"
9124,"('변전소', 1)"
9125,"('미니스톱', 1)"
9126,"('겨우', 1)"
9127,"('빈자리', 1)"
9128,"('전염', 1)"
9129,"('유망', 1)"
9130,"('대군', 1)"
9131,"('전멸', 1)"
9132,"('중심부', 1)"
