,경제단어
7781,"('풀잎', 3)"
7782,"('세월', 3)"
7783,"('스트라이크', 3)"
7784,"('골치', 3)"
7785,"('페이퍼', 3)"
7786,"('협착증', 3)"
7787,"('이동식', 3)"
7788,"('혼돈', 3)"
7789,"('인덱스펀드', 3)"
7790,"('마사회', 3)"
7791,"('휴켐스', 3)"
7792,"('벤처캐피탈', 3)"
7793,"('부시장', 3)"
7794,"('헬로모바일', 3)"
7795,"('팽팽', 3)"
7796,"('김효준', 3)"
7797,"('용법', 3)"
7798,"('훈제', 3)"
7799,"('타도', 3)"
7800,"('여름방학', 3)"
7801,"('낮', 3)"
7802,"('동물실험', 3)"
7803,"('데블', 3)"
7804,"('다현', 3)"
7805,"('간섭', 3)"
7806,"('모양새', 3)"
7807,"('세계보건기구', 3)"
7808,"('피카소', 3)"
7809,"('알리페', 3)"
7810,"('파열', 3)"
7811,"('살인', 3)"
7812,"('한신', 3)"
7813,"('모두투어', 3)"
7814,"('마포구', 3)"
7815,"('탭', 3)"
7816,"('선분', 3)"
7817,"('일등', 3)"
7818,"('공신', 3)"
7819,"('장인화', 3)"
7820,"('오징어', 3)"
7821,"('쏘울', 3)"
7822,"('니코', 3)"
7823,"('회신', 3)"
7824,"('후진국', 3)"
7825,"('청담', 3)"
7826,"('레스토랑', 3)"
7827,"('용산역', 3)"
7828,"('공제사업', 3)"
7829,"('강서', 3)"
7830,"('세계관', 3)"
7831,"('자부심', 3)"
7832,"('불구', 3)"
7833,"('명목', 3)"
7834,"('윈드', 3)"
7835,"('재경', 3)"
7836,"('대서', 3)"
7837,"('해수욕장', 3)"
7838,"('명과', 3)"
7839,"('배짱', 3)"
7840,"('월급쟁이', 3)"
7841,"('주구', 3)"
7842,"('철벽', 3)"
7843,"('저항', 3)"
7844,"('훈', 3)"
7845,"('시가총액', 3)"
7846,"('취약점', 3)"
7847,"('물놀이', 3)"
7848,"('사탕', 3)"
7849,"('보령', 3)"
7850,"('발달', 3)"
7851,"('발기부전', 3)"
7852,"('냉장', 3)"
7853,"('유지관리', 3)"
7854,"('통폐합', 3)"
7855,"('메커니즘', 3)"
7856,"('수학', 3)"
7857,"('애도', 3)"
7858,"('메쉬', 3)"
7859,"('초이스', 3)"
7860,"('말씀', 3)"
7861,"('세라', 3)"
7862,"('절전', 3)"
7863,"('탄자니아', 3)"
7864,"('경의선', 3)"
7865,"('장어', 3)"
7866,"('기침', 3)"
7867,"('덜미', 3)"
7868,"('금은', 3)"
7869,"('꼽', 3)"
7870,"('원시', 3)"
7871,"('피플', 3)"
7872,"('광구', 3)"
7873,"('가이드북', 3)"
7874,"('인자', 3)"
7875,"('이명희', 3)"
7876,"('동물복지', 3)"
7877,"('란', 3)"
7878,"('글래스', 3)"
7879,"('루이스', 3)"
7880,"('삼일제약', 3)"
7881,"('돌려막기', 3)"
7882,"('삼국지', 3)"
7883,"('관악구', 3)"
7884,"('재심', 3)"
7885,"('단자', 3)"
7886,"('대장정', 3)"
7887,"('응시', 3)"
7888,"('챗', 3)"
7889,"('특급', 3)"
7890,"('연회', 3)"
7891,"('무인양품', 3)"
7892,"('신영자', 3)"
7893,"('초복', 3)"
7894,"('부서장', 3)"
7895,"('스티커', 3)"
7896,"('가제', 3)"
7897,"('튜브', 3)"
7898,"('육질', 3)"
7899,"('개도', 3)"
7900,"('단백', 3)"
7901,"('앓이', 3)"
7902,"('젬', 3)"
7903,"('노소영', 3)"
7904,"('계륵', 3)"
7905,"('환풍기', 3)"
7906,"('유로존', 3)"
7907,"('최영', 3)"
7908,"('인스타', 3)"
7909,"('색깔', 3)"
7910,"('상단', 3)"
7911,"('들것', 3)"
7912,"('펍', 3)"
7913,"('햄', 3)"
7914,"('대치동', 3)"
7915,"('갤러리', 3)"
7916,"('아메리칸', 3)"
7917,"('대변', 3)"
7918,"('라이드', 3)"
7919,"('전립선비대증', 3)"
7920,"('당부', 3)"
7921,"('임시회', 3)"
7922,"('치타', 3)"
7923,"('심판', 3)"
7924,"('외관', 3)"
7925,"('대책위', 3)"
7926,"('놀텍', 3)"
7927,"('배기', 3)"
7928,"('진설', 3)"
7929,"('초보', 3)"
7930,"('대포통장', 3)"
7931,"('검열', 3)"
7932,"('일룸', 3)"
7933,"('뒷전', 3)"
7934,"('의료사', 3)"
7935,"('책장', 3)"
7936,"('이촌동', 3)"
7937,"('임팩트', 3)"
7938,"('스파게티', 3)"
7939,"('국빈', 3)"
7940,"('포드', 3)"
7941,"('드럼세탁기', 3)"
7942,"('고객정보', 3)"
7943,"('식탁', 3)"
7944,"('오피', 3)"
7945,"('밑도', 3)"
7946,"('취미', 3)"
7947,"('핫도그', 3)"
7948,"('운', 3)"
7949,"('위험관리', 3)"
7950,"('증상', 3)"
7951,"('취득세', 3)"
7952,"('제트', 3)"
7953,"('렌', 3)"
7954,"('탈시', 3)"
7955,"('살기', 3)"
7956,"('음향', 3)"
7957,"('금도', 3)"
7958,"('단거리', 3)"
7959,"('착', 3)"
7960,"('이몽', 3)"
7961,"('유동', 3)"
7962,"('살얼음', 3)"
7963,"('유연탄', 3)"
7964,"('스카', 3)"
7965,"('제책', 3)"
7966,"('발원', 3)"
7967,"('관례', 3)"
7968,"('농작물', 3)"
7969,"('일류', 3)"
7970,"('식품의약품안전처', 3)"
7971,"('오송', 3)"
7972,"('멸종위기', 3)"
7973,"('개화', 3)"
7974,"('다툼', 3)"
7975,"('격감', 3)"
7976,"('범양', 3)"
7977,"('진액', 3)"
7978,"('양행', 3)"
7979,"('디오스', 3)"
7980,"('엔젤', 3)"
7981,"('롤스로이스', 3)"
7982,"('넌', 3)"
7983,"('역풍', 3)"
7984,"('합리화', 3)"
7985,"('할아버지', 3)"
7986,"('박일준', 3)"
7987,"('케일', 3)"
7988,"('프제', 3)"
7989,"('연합체', 3)"
7990,"('할머니', 3)"
7991,"('마구', 3)"
7992,"('크루그먼', 3)"
7993,"('교통카드', 3)"
7994,"('피츠', 3)"
7995,"('고집', 3)"
7996,"('장마', 3)"
7997,"('중학교', 3)"
7998,"('일주', 3)"
7999,"('미혼', 3)"
8000,"('격진', 3)"
8001,"('장선', 3)"
8002,"('간질', 3)"
8003,"('기인', 3)"
8004,"('스위치', 3)"
8005,"('수퍼컴퓨터', 3)"
8006,"('보건복지부', 3)"
8007,"('증산', 3)"
8008,"('농심켈로그', 3)"
8009,"('슬림', 3)"
8010,"('잇몸', 3)"
8011,"('채권자', 3)"
8012,"('여분', 3)"
8013,"('스포', 3)"
8014,"('김연', 3)"
8015,"('남한', 3)"
8016,"('보이지', 3)"
8017,"('왓슨', 3)"
8018,"('무너', 3)"
8019,"('축하', 3)"
8020,"('도난', 3)"
8021,"('알고리즘', 3)"
8022,"('보양', 3)"
8023,"('티비', 3)"
8024,"('이율', 3)"
8025,"('라텍스', 3)"
8026,"('투하', 3)"
8027,"('곡선', 3)"
8028,"('꿈쩍', 3)"
8029,"('냉감', 3)"
8030,"('둘리', 3)"
8031,"('백년', 3)"
8032,"('사수', 3)"
8033,"('합격자', 3)"
8034,"('격화', 3)"
8035,"('효소', 3)"
8036,"('식기', 3)"
8037,"('산물', 3)"
8038,"('횡', 3)"
8039,"('샴푸', 3)"
8040,"('감일', 3)"
8041,"('부천시', 3)"
8042,"('지크', 3)"
8043,"('야구장', 3)"
8044,"('가용', 3)"
8045,"('기습', 3)"
8046,"('명성', 3)"
8047,"('테오', 3)"
8048,"('테크놀로지', 3)"
8049,"('카이저', 3)"
8050,"('종전', 3)"
8051,"('키위', 3)"
8052,"('올리브', 3)"
8053,"('파이프라인', 3)"
8054,"('지리', 3)"
8055,"('가라', 3)"
8056,"('사무국', 3)"
8057,"('시카고', 3)"
8058,"('하이트', 3)"
8059,"('레시피', 3)"
8060,"('제품군', 3)"
8061,"('코엑스몰', 3)"
8062,"('농민', 3)"
8063,"('문화재', 3)"
8064,"('원점', 3)"
8065,"('경제학', 3)"
8066,"('경제학자', 3)"
8067,"('권선', 3)"
8068,"('스캇', 3)"
8069,"('타르', 3)"
8070,"('시청률', 3)"
8071,"('겉', 3)"
8072,"('묘약', 3)"
8073,"('사이니', 3)"
8074,"('대희', 3)"
8075,"('항만', 3)"
8076,"('더존', 3)"
8077,"('새마을금고', 3)"
8078,"('통로', 3)"
8079,"('통풍', 3)"
8080,"('모간', 3)"
8081,"('금회', 3)"
8082,"('텃밭', 3)"
8083,"('광교산', 3)"
8084,"('도화', 3)"
8085,"('김태오', 3)"
8086,"('갈림길', 3)"
8087,"('남구', 3)"
8088,"('신소재', 3)"
8089,"('야채', 3)"
8090,"('카페베네', 3)"
8091,"('클리닝', 3)"
8092,"('한식', 3)"
8093,"('권오갑', 3)"
8094,"('수련', 3)"
8095,"('상서', 3)"
8096,"('대피', 3)"
8097,"('프로슈머', 3)"
8098,"('어묵', 3)"
8099,"('공권', 3)"
8100,"('바라카', 3)"
8101,"('휴먼', 3)"
8102,"('구세주', 3)"
8103,"('문단', 3)"
8104,"('강종현', 3)"
8105,"('테두리', 3)"
8106,"('박명수', 3)"
8107,"('식용유', 3)"
8108,"('예대율', 3)"
8109,"('층간소음', 3)"
8110,"('카니발', 3)"
8111,"('반세기', 3)"
8112,"('시장경제', 3)"
8113,"('과학계', 3)"
8114,"('대학가', 3)"
8115,"('오현', 3)"
8116,"('직후', 3)"
8117,"('자동변속기', 3)"
8118,"('선봉', 3)"
8119,"('마세라티', 3)"
8120,"('체질개선', 3)"
8121,"('소탈', 3)"
8122,"('착시', 3)"
8123,"('성경제', 3)"
8124,"('남향', 3)"
8125,"('럭키', 3)"
8126,"('균열', 3)"
8127,"('길거리', 3)"
8128,"('부근', 3)"
8129,"('이원희', 3)"
8130,"('징', 3)"
8131,"('삐끗', 3)"
8132,"('최고급', 3)"
8133,"('오라클', 3)"
8134,"('무기한', 3)"
8135,"('소사이어티', 3)"
8136,"('전력거래소', 3)"
8137,"('진대제', 3)"
8138,"('웨이브', 3)"
8139,"('장군', 3)"
8140,"('영화제', 3)"
8141,"('김학규', 3)"
8142,"('선양', 3)"
8143,"('사금융', 3)"
8144,"('난해', 3)"
8145,"('멀츠', 3)"
8146,"('보툴리눔', 3)"
8147,"('스팅어', 3)"
8148,"('혈압', 3)"
8149,"('미술품', 3)"
8150,"('노량진', 3)"
8151,"('화산', 3)"
8152,"('관중', 3)"
8153,"('백악관', 3)"
8154,"('촛불집회', 3)"
8155,"('핵실험', 3)"
8156,"('주체', 3)"
8157,"('법무', 3)"
8158,"('철광석', 3)"
8159,"('상견례', 3)"
8160,"('핀란드', 3)"
8161,"('오토바이', 3)"
8162,"('오감', 3)"
8163,"('총량제', 3)"
8164,"('용평', 3)"
8165,"('손익', 3)"
8166,"('나이지리아', 3)"
8167,"('산성', 3)"
8168,"('무허가', 3)"
8169,"('타운하우스', 3)"
8170,"('폭로', 3)"
8171,"('순차', 3)"
8172,"('강준', 3)"
8173,"('심층', 3)"
8174,"('컬처', 3)"
8175,"('장염', 3)"
8176,"('취', 3)"
8177,"('주니어', 3)"
8178,"('강재', 3)"
8179,"('김영국', 3)"
8180,"('부산시', 3)"
8181,"('상급', 3)"
8182,"('휴비스', 3)"
8183,"('창의력', 3)"
8184,"('최고경영자', 3)"
8185,"('처음처럼', 3)"
8186,"('주역', 3)"
8187,"('켈러', 3)"
8188,"('인민', 3)"
8189,"('사법', 3)"
8190,"('고동우', 3)"
8191,"('내내', 3)"
8192,"('설날', 3)"
8193,"('구로구', 3)"
8194,"('투표제', 3)"
8195,"('권력', 3)"
8196,"('활활', 3)"
8197,"('매칭', 3)"
8198,"('품격', 3)"
8199,"('부원', 3)"
8200,"('재등장', 3)"
8201,"('카본', 3)"
8202,"('샌프란시스코', 3)"
8203,"('비토', 3)"
8204,"('홀린', 3)"
8205,"('천안', 3)"
8206,"('겨', 3)"
8207,"('다리미', 3)"
8208,"('배리', 3)"
8209,"('루프', 3)"
8210,"('포스코에너지', 3)"
8211,"('피터', 3)"
8212,"('쇄신', 3)"
8213,"('스테판', 3)"
8214,"('발짝', 3)"
8215,"('짬뽕', 3)"
8216,"('자가면역질환', 3)"
8217,"('체리', 3)"
8218,"('리타', 3)"
8219,"('임영진', 3)"
8220,"('이병호', 3)"
8221,"('이중근', 3)"
8222,"('오하이오', 3)"
8223,"('선배', 3)"
8224,"('저서', 3)"
8225,"('주중', 3)"
8226,"('해역', 3)"
8227,"('유독가스', 3)"
8228,"('레인지로버', 3)"
8229,"('점심시간', 3)"
8230,"('윈스', 3)"
8231,"('진주', 3)"
8232,"('황정', 3)"
8233,"('발트', 3)"
8234,"('보아오', 3)"
8235,"('법령', 3)"
8236,"('홍합', 3)"
8237,"('통첩', 3)"
8238,"('균등', 3)"
8239,"('엘리', 3)"
8240,"('상소', 3)"
8241,"('거수기', 3)"
8242,"('버그', 3)"
8243,"('정지선', 3)"
8244,"('대산', 3)"
8245,"('양치', 3)"
8246,"('호킹', 3)"
8247,"('위장전입', 3)"
8248,"('박기홍', 3)"
8249,"('장금상선', 3)"
8250,"('천만원', 3)"
8251,"('콜롬비아', 3)"
8252,"('맑은', 3)"
8253,"('보훈', 3)"
8254,"('전례', 3)"
8255,"('펑크', 3)"
8256,"('복부', 3)"
8257,"('후생', 3)"
8258,"('보성', 3)"
8259,"('일조권', 3)"
8260,"('원정', 3)"
8261,"('씨젠', 3)"
8262,"('젠슨', 3)"
8263,"('국민소득', 3)"
8264,"('쭉쭉', 3)"
8265,"('엄', 3)"
8266,"('대식', 3)"
8267,"('외벽', 3)"
8268,"('고법', 3)"
8269,"('불닭볶음면', 3)"
8270,"('미약', 3)"
8271,"('탁원', 3)"
8272,"('약주', 3)"
8273,"('입구', 3)"
8274,"('영채', 3)"
8275,"('식빵', 3)"
8276,"('벤치마킹', 3)"
8277,"('네팔', 3)"
8278,"('재욱', 3)"
8279,"('춘제', 3)"
8280,"('이영훈', 3)"
8281,"('황윤철', 3)"
8282,"('한림원', 3)"
8283,"('안국', 3)"
8284,"('장보', 3)"
8285,"('목적지', 3)"
8286,"('패럴림픽', 3)"
8287,"('액티브', 3)"
8288,"('조카', 3)"
8289,"('아인슈타인', 3)"
8290,"('해양수산부', 3)"
8291,"('김영록', 3)"
8292,"('충방', 3)"
8293,"('삼일', 3)"
8294,"('어치', 3)"
8295,"('세비', 3)"
8296,"('횟감용', 3)"
8297,"('영미', 3)"
8298,"('가려진', 3)"
8299,"('공화국', 3)"
8300,"('손바닥', 3)"
8301,"('구성원', 3)"
8302,"('최성', 3)"
8303,"('경찰서', 3)"
8304,"('한진현', 3)"
8305,"('모디', 3)"
8306,"('표지', 3)"
8307,"('쇼케이스', 3)"
8308,"('헐값', 3)"
8309,"('김종훈', 3)"
8310,"('다우지수', 3)"
8311,"('국무조정실', 3)"
8312,"('고독사', 3)"
8313,"('종자', 3)"
8314,"('협공', 3)"
8315,"('직행', 3)"
8316,"('가온', 3)"
8317,"('아비', 3)"
8318,"('연방', 3)"
8319,"('서안', 3)"
8320,"('라즈베리', 3)"
8321,"('스카니아', 3)"
8322,"('대학병원', 3)"
8323,"('방준혁', 3)"
8324,"('폭설', 3)"
8325,"('집유', 3)"
8326,"('시큐리티', 3)"
8327,"('황영기', 3)"
8328,"('활황', 3)"
8329,"('진양', 3)"
8330,"('연탄', 3)"
8331,"('감방', 3)"
8332,"('역사상', 3)"
8333,"('윤갑', 3)"
8334,"('이정인', 3)"
8335,"('조종사', 3)"
8336,"('벌집', 3)"
8337,"('농촌진흥청', 3)"
8338,"('현송월', 3)"
8339,"('철호', 3)"
8340,"('과시', 3)"
8341,"('관섭', 3)"
8342,"('전미경', 3)"
8343,"('오로라', 3)"
8344,"('시무', 3)"
8345,"('무술년', 3)"
8346,"('에릭', 2)"
8347,"('동국', 2)"
8348,"('무전기', 2)"
8349,"('티카', 2)"
8350,"('엣', 2)"
8351,"('스낵', 2)"
8352,"('롤러', 2)"
8353,"('출근길', 2)"
8354,"('광석', 2)"
8355,"('배국환', 2)"
8356,"('빼빼로', 2)"
8357,"('애벌레', 2)"
8358,"('인터내셔널', 2)"
8359,"('경희의료원', 2)"
8360,"('비올', 2)"
8361,"('컨소', 2)"
8362,"('상형', 2)"
8363,"('눈가', 2)"
8364,"('인제', 2)"
8365,"('호텔리어', 2)"
8366,"('소품', 2)"
8367,"('컨커', 2)"
8368,"('대중교통', 2)"
8369,"('색조', 2)"
8370,"('피디', 2)"
8371,"('추계', 2)"
8372,"('투톱', 2)"
8373,"('블프', 2)"
8374,"('경단', 2)"
8375,"('숲속', 2)"
8376,"('노형동', 2)"
8377,"('상하', 2)"
8378,"('여학생', 2)"
8379,"('응급실', 2)"
8380,"('방점', 2)"
8381,"('주거지', 2)"
8382,"('올림푸스', 2)"
8383,"('보정', 2)"
8384,"('연인', 2)"
8385,"('고착', 2)"
8386,"('김양', 2)"
8387,"('외제', 2)"
8388,"('민영화', 2)"
8389,"('희망사항', 2)"
8390,"('하림식품', 2)"
8391,"('송정', 2)"
8392,"('다해', 2)"
8393,"('도장', 2)"
8394,"('차도', 2)"
8395,"('하이퍼', 2)"
8396,"('한영', 2)"
8397,"('온건', 2)"
8398,"('트렉', 2)"
8399,"('이글스', 2)"
8400,"('장주', 2)"
8401,"('제련소', 2)"
8402,"('보헤미안', 2)"
8403,"('법적대응', 2)"
8404,"('한국영', 2)"
8405,"('작일', 2)"
8406,"('제하', 2)"
8407,"('해물', 2)"
8408,"('김재화', 2)"
8409,"('메이플스토리', 2)"
8410,"('테디', 2)"
8411,"('라떼', 2)"
8412,"('일촉즉발', 2)"
8413,"('음극', 2)"
8414,"('하버드대', 2)"
8415,"('실습', 2)"
8416,"('톡스', 2)"
8417,"('아바스', 2)"
8418,"('송객', 2)"
8419,"('견고', 2)"
8420,"('허리띠', 2)"
8421,"('뉴코아', 2)"
8422,"('시어스', 2)"
8423,"('탐지기', 2)"
8424,"('카오스', 2)"
8425,"('해설', 2)"
8426,"('외계', 2)"
8427,"('말라리아', 2)"
8428,"('질량', 2)"
8429,"('동굴', 2)"
8430,"('디앱', 2)"
8431,"('국경', 2)"
8432,"('불량품', 2)"
8433,"('전염병', 2)"
8434,"('물꼬', 2)"
8435,"('나델', 2)"
8436,"('미추홀', 2)"
8437,"('무림', 2)"
8438,"('차고', 2)"
8439,"('독창', 2)"
8440,"('다비', 2)"
8441,"('외조', 2)"
8442,"('공개매수', 2)"
8443,"('관리소', 2)"
8444,"('명인', 2)"
8445,"('거꾸로', 2)"
8446,"('왕교', 2)"
8447,"('팔팔', 2)"
8448,"('동인', 2)"
8449,"('광대역', 2)"
8450,"('주르륵', 2)"
8451,"('초유', 2)"
8452,"('홍은택', 2)"
8453,"('원증', 2)"
8454,"('코빗', 2)"
8455,"('아발론', 2)"
8456,"('생크림', 2)"
8457,"('순회', 2)"
8458,"('변조', 2)"
8459,"('원희목', 2)"
8460,"('떡잎', 2)"
8461,"('훼방', 2)"
8462,"('손절매', 2)"
8463,"('설욕', 2)"
8464,"('술집', 2)"
8465,"('오븐', 2)"
8466,"('파서', 2)"
8467,"('멀미', 2)"
8468,"('전진기', 2)"
8469,"('수만', 2)"
8470,"('실형', 2)"
8471,"('최은영', 2)"
8472,"('재능', 2)"
8473,"('장전', 2)"
8474,"('화대', 2)"
8475,"('박정원', 2)"
8476,"('디플레', 2)"
8477,"('코텍', 2)"
8478,"('이자지', 2)"
8479,"('득', 2)"
8480,"('박진영', 2)"
8481,"('상법', 2)"
8482,"('득세', 2)"
8483,"('인창', 2)"
8484,"('폐막', 2)"
8485,"('영동', 2)"
8486,"('투모로우', 2)"
8487,"('밭길', 2)"
8488,"('끼니', 2)"
8489,"('대수', 2)"
8490,"('붙이', 2)"
8491,"('최대로', 2)"
8492,"('피폭', 2)"
8493,"('인수합병', 2)"
8494,"('센스', 2)"
8495,"('유비', 2)"
8496,"('송창현', 2)"
8497,"('클론', 2)"
8498,"('모티브', 2)"
8499,"('비정', 2)"
8500,"('할꼬', 2)"
8501,"('훅', 2)"
8502,"('정족수', 2)"
8503,"('르네상스', 2)"
8504,"('바사리', 2)"
8505,"('무민', 2)"
8506,"('골퍼', 2)"
8507,"('종지부', 2)"
8508,"('고려개발', 2)"
8509,"('우울', 2)"
8510,"('축사', 2)"
8511,"('수유', 2)"
8512,"('역점', 2)"
8513,"('부보', 2)"
8514,"('클립', 2)"
8515,"('찌라시', 2)"
8516,"('민심', 2)"
8517,"('사냥꾼', 2)"
8518,"('치하', 2)"
8519,"('두께', 2)"
8520,"('동료', 2)"
8521,"('구원', 2)"
8522,"('핼러윈', 2)"
8523,"('케이스', 2)"
8524,"('작곡', 2)"
8525,"('지붕', 2)"
8526,"('진도', 2)"
8527,"('척수', 2)"
8528,"('위즈', 2)"
8529,"('차움', 2)"
8530,"('과학기술상', 2)"
8531,"('박스터', 2)"
8532,"('투석', 2)"
8533,"('에스엘', 2)"
8534,"('단풍', 2)"
8535,"('삼립', 2)"
8536,"('멘탈', 2)"
8537,"('득실', 2)"
8538,"('오이', 2)"
8539,"('플라즈마', 2)"
8540,"('일쑤', 2)"
8541,"('석상', 2)"
8542,"('증명서', 2)"
8543,"('뇌파', 2)"
8544,"('펜슬', 2)"
8545,"('위자료', 2)"
8546,"('매트리스', 2)"
8547,"('프로세스', 2)"
8548,"('청담동', 2)"
8549,"('히든카드', 2)"
8550,"('컨틴', 2)"
8551,"('급제', 2)"
8552,"('승부사', 2)"
8553,"('베이스볼', 2)"
8554,"('도외', 2)"
8555,"('고흥', 2)"
8556,"('보습', 2)"
8557,"('아슬아슬', 2)"
8558,"('서현', 2)"
8559,"('화주', 2)"
8560,"('삼전', 2)"
8561,"('아테', 2)"
8562,"('짝퉁', 2)"
8563,"('울면', 2)"
8564,"('원수', 2)"
8565,"('레드햇', 2)"
8566,"('칭화대', 2)"
8567,"('펜타', 2)"
8568,"('독산동', 2)"
8569,"('항상', 2)"
8570,"('식용', 2)"
8571,"('생방송', 2)"
8572,"('진작', 2)"
8573,"('윤석금', 2)"
8574,"('헌신', 2)"
8575,"('소스코드', 2)"
8576,"('조산', 2)"
8577,"('신생', 2)"
8578,"('서큘러스', 2)"
8579,"('보라카이', 2)"
8580,"('자비', 2)"
8581,"('정동영', 2)"
8582,"('실화', 2)"
8583,"('열매', 2)"
8584,"('왕창', 2)"
8585,"('도민', 2)"
8586,"('고성', 2)"
8587,"('집들이', 2)"
8588,"('인조', 2)"
8589,"('석화', 2)"
8590,"('최고점', 2)"
8591,"('엘리트', 2)"
8592,"('쇼콜라', 2)"
8593,"('클러스터', 2)"
8594,"('주얼리', 2)"
8595,"('루원시티', 2)"
8596,"('리더스뷰', 2)"
8597,"('하나요', 2)"
8598,"('명일', 2)"
8599,"('독서실', 2)"
8600,"('불매운동', 2)"
8601,"('매크로', 2)"
8602,"('박성', 2)"
8603,"('담철곤', 2)"
8604,"('로서', 2)"
8605,"('인포섹', 2)"
8606,"('유인', 2)"
8607,"('이차전지', 2)"
8608,"('객관성', 2)"
8609,"('로보티', 2)"
8610,"('고갱', 2)"
8611,"('타히티', 2)"
8612,"('관철', 2)"
8613,"('김천', 2)"
8614,"('공로상', 2)"
8615,"('구이', 2)"
8616,"('뻔', 2)"
8617,"('셀룰로스', 2)"
8618,"('물걸레', 2)"
8619,"('판막', 2)"
8620,"('일품진로', 2)"
8621,"('천사', 2)"
8622,"('옐런', 2)"
8623,"('민들레', 2)"
8624,"('탐사선', 2)"
8625,"('편안', 2)"
8626,"('구김', 2)"
8627,"('털썩', 2)"
8628,"('인플레', 2)"
8629,"('글자', 2)"
8630,"('이국', 2)"
8631,"('문진', 2)"
8632,"('혁', 2)"
8633,"('스핀', 2)"
8634,"('탁사', 2)"
8635,"('장유', 2)"
8636,"('장기전', 2)"
8637,"('눈부심', 2)"
8638,"('전자전', 2)"
8639,"('칸젠', 2)"
8640,"('위조', 2)"
8641,"('일색', 2)"
8642,"('구금', 2)"
8643,"('몸속', 2)"
8644,"('블룸버그', 2)"
8645,"('삼성맨', 2)"
8646,"('양웅', 2)"
8647,"('인덕', 2)"
8648,"('안시성', 2)"
8649,"('애큐', 2)"
8650,"('심정지', 2)"
8651,"('수로', 2)"
8652,"('지불', 2)"
8653,"('호피', 2)"
8654,"('앤비', 2)"
8655,"('스윙', 2)"
8656,"('위증', 2)"
8657,"('호찌민', 2)"
8658,"('감지기', 2)"
8659,"('갈라파고스', 2)"
8660,"('최우수상', 2)"
8661,"('마이크로소프트웨어', 2)"
8662,"('행정지도', 2)"
8663,"('투사', 2)"
8664,"('중론', 2)"
8665,"('디아블로', 2)"
8666,"('서로', 2)"
8667,"('젯', 2)"
8668,"('기연', 2)"
8669,"('그녀', 2)"
8670,"('전향', 2)"
8671,"('콘테스트', 2)"
8672,"('철관', 2)"
8673,"('보츠와나', 2)"
8674,"('산부인과', 2)"
8675,"('곤도', 2)"
8676,"('메종', 2)"
8677,"('연작', 2)"
8678,"('집착', 2)"
8679,"('다오', 2)"
8680,"('위배', 2)"
8681,"('튀어', 2)"
8682,"('알파벳', 2)"
8683,"('정숙', 2)"
8684,"('타요', 2)"
8685,"('초월', 2)"
8686,"('바위솔', 2)"
8687,"('다이모스', 2)"
8688,"('변속기', 2)"
8689,"('완스', 2)"
8690,"('찌', 2)"
8691,"('이갑', 2)"
8692,"('버킷', 2)"
8693,"('종가', 2)"
8694,"('듬뿍', 2)"
8695,"('트위치', 2)"
8696,"('강전', 2)"
8697,"('뉴질랜드', 2)"
8698,"('위력', 2)"
8699,"('렘브란트', 2)"
8700,"('태양빛', 2)"
8701,"('오크', 2)"
8702,"('토익', 2)"
8703,"('칼날', 2)"
8704,"('중계기', 2)"
8705,"('련', 2)"
8706,"('이엘라', 2)"
8707,"('유념', 2)"
8708,"('주지', 2)"
8709,"('수력발전', 2)"
8710,"('화학사', 2)"
8711,"('삼천포', 2)"
8712,"('복비', 2)"
8713,"('몰입', 2)"
8714,"('우주기지', 2)"
8715,"('먹이', 2)"
8716,"('쫙', 2)"
8717,"('연재', 2)"
8718,"('용틀임', 2)"
8719,"('채결', 2)"
8720,"('파국', 2)"
8721,"('썸', 2)"
8722,"('박홍', 2)"
8723,"('미수', 2)"
8724,"('모나자이트', 2)"
8725,"('정독', 2)"
8726,"('산업대', 2)"
8727,"('전서', 2)"
8728,"('샤인', 2)"
8729,"('나트륨', 2)"
8730,"('통화량', 2)"
8731,"('전임', 2)"
8732,"('플래티넘', 2)"
8733,"('대학원생', 2)"
8734,"('에러', 2)"
8735,"('스팟', 2)"
8736,"('광열', 2)"
8737,"('청기', 2)"
8738,"('화서역', 2)"
8739,"('비뉴', 2)"
8740,"('동광', 2)"
8741,"('나프', 2)"
8742,"('구글플러스', 2)"
8743,"('붇옹산', 2)"
8744,"('등쌀', 2)"
8745,"('성업', 2)"
8746,"('레진', 2)"
8747,"('포켓몬', 2)"
8748,"('사라', 2)"
8749,"('카시트', 2)"
8750,"('정안', 2)"
8751,"('태그', 2)"
8752,"('포스트시즌', 2)"
8753,"('캐스터', 2)"
8754,"('판별', 2)"
8755,"('철새', 2)"
8756,"('한주', 2)"
8757,"('억지', 2)"
8758,"('직항', 2)"
8759,"('마시기', 2)"
8760,"('영양식', 2)"
8761,"('닭값', 2)"
8762,"('결심', 2)"
8763,"('원래', 2)"
8764,"('김병호', 2)"
8765,"('나뚜찌', 2)"
8766,"('신분증', 2)"
8767,"('랜섬', 2)"
8768,"('살림살이', 2)"
8769,"('퓰너', 2)"
8770,"('착착', 2)"
8771,"('레버리지', 2)"
8772,"('벽산', 2)"
8773,"('김원', 2)"
8774,"('국제사회', 2)"
8775,"('학자금', 2)"
8776,"('경석', 2)"
8777,"('라우', 2)"
8778,"('디저트', 2)"
8779,"('트래픽', 2)"
8780,"('옵스', 2)"
8781,"('몽쉘', 2)"
